Date,Source,Headlines,Teaser
  May 2007 ,Nature Clinical Practice Oncology,A Remedy for Biomarker Addiction: Rational Anticancer Drug Development,The post-genomic era would seem to be an opportune time to rewrite the laws of cancer drug development. Where is the best place to start?
  April 2007 ,JAIDS: Journal of Acquired Immune Deficiency Syndromes,Metabolic Effects of Protease Inhibitor-Sparing ART Regimens Given for HIV,"Lipids were higher in efavirenz-containing 3- or 4-drug regimens, whereas body circumference measurements increased then returned to baseline by 192 weeks in this strategy trial."
  April 2007 ,Nature Clinical Practice Oncology,How can we Improve Clinical Trials?,"Ideally, phase II oncology trials would quickly and efficiently identify genuine therapeutic advances. Strategies such as adding a 'real-world' cohort, amongst others, may facilitate improvement."
  August 2006 ,Nature Clinical Practice Neurology,Confounders to Spinal Cord Injury Clinical Trials,"Learn about the status of translational research in spinal cord injury trials, focusing on issues about concurrent use of methylprednisolone, and other potential confounders and possible solutions."
  February 2006 ,Alimentary Pharmacology & Therapeutics,7-Point Global Overall Symptom Scale for Dyspepsia,"At present, there is no consensus regarding the optimal method for measuring the severity of dyspepsia symptoms in clinical trials."
  January 2006 ,Nature Clinical Practice Oncology,Phase III Clinical Trials on Anti-VEGF Therapy for Cancer,"Read the contrasting results, as well as mechanisms underlying normalization of tumor vasculature, and the need for biomarkers and imaging techniques to guide patient selection and protocol designs."
  December 2004 ,Current Medical Research and Opinion,Measuring Symptom Response to Pharmacological Interventions,There is a clear need for a fully developed and validated tool for measuring the effects of therapeutic interventions on symptoms in COPD in clinical trials.
  May 2004 ,Pharmacotherapy,Single-Dose Pharmacokinetics of Sodium Ferric Gluconate Complex,Sodium ferric gluconate complex in sucrose injection (SFGC) is an iron formulation marketed in the United States as Ferrlecit.
  April 2004 ,Journal of Cardiovascular Electrophysiology,Drug-Induced Torsades de Pointes and Implications for Drug,"A review of the techniques and limitations of methods directed at drug-related phenomena, clinical trials, interpretation of ECGs, and evaluation of drug-related risks and benefits."
  March 2004 ,Current Medical Research and Opinion,Eletriptan for the Acute Treatment of Migraine:  Results of,"Eletriptan is a potent, selective 5-HT1B/1D agonist that has been studied in multiple double-blind, placebo-controlled clinical trials conducted on migraineurs in Europe, Australia, Canada and the US."
  March 2004 ,Arthritis Research & Therapy,"Equipoise, Design Bias, and Randomized Controlled Trials","The concept of 'equipoise', the 'uncertainty principle', has been represented as a central ethical principle of human experimentation."
  March 2004 ,Emerging Infectious Diseases,Clinical Trials and Novel Pathogens: Lessons From SARS,The recognition of SARS as a transmissible disease prompted international efforts to identify its cause and control its spread.
  January 2004 ,Wounds,Protocols for Advanced Technology Clinical Trials,"Products, devices, and materials for the treatment of chronic and problematic wounds have, during the course of the last two decades, progressed from simple dressings acting as protective coverings to more complex drugs and biological devices."
  October 2003 ,Dermatology Nursing,Dermatology Clinical Trials and Drug Development,Learn more about the drug development process and the role of the nurse.
  October 2003 ,Medscape General Medicine,Understanding Clinical Trials in Context,It is important for clinicians to know about the realities of the world of clinical studies and how to read between the data.
  August 2003 ,American Heart Journal,Most Hospitalized Older Persons Do Not Meet Enrollment Criteria,"A minority of hospitalized older persons with HF fit the profile of populations of clinical trials. There is an urgent need for research in HF for typical HF patients, including the very old."
  June 2003 ,Medscape General Medicine,"Subgroup Analysis, Sex Differences, and Clinical Trials",This report presents some of the current debate  regarding the design of clinical trials and the analysis  of resulting data to accurately and efficiently detect sex  differences.
  February 2003 ,Neurosurgical Focus,Convection-Enhanced Delivery in Clinical Trials,"The poor prognosis associated with malignant primary brain tumors treated with conventional therapies such as surgery, radiotherapy, and chemotherapy has led investigators to develop new innovative therapies."
  November 2008 ,Future Virology,Antiviral Drug Development: Progress and Pitfalls,The 21st International Conference on Antiviral Research witnessed a number of presentations on both novel and well-established viral targets. What are some of the new drug therapies in development?
  November 2008 ,The Medscape Journal of Medicine,The Myth of Equipoise in Phase 1 Clinical Trials,"The continued use of the ethically and scientifically invalid concept of ""equipoise"" in phase 1 clinical research trials undermines the ethics of research with human subjects."
  July 2008 ,Future Neurology,fMRI: Use In Early Alzheimer's Disease And In Clinical Trials,"Functional MRI (fMRI) provides a means to investigate alterations in brain function related to the earliest symptoms of AD, possibly before development of significant irreversible structural damage."
  July 2008 ,Future Virology,Antivirals: Current State of the Art,Antiviral drug development is now progressing at the pace antibiotics were 30 years ago. Learn more about current develops here.
  August 2008 ,Expert Review of Respiratory Medicine,Antituberculous Drug Development and Novel Drug Targets,"A review of the development status of new anti-tuberculous drugs is presented, such as nitroimidazoles, diarylquinolines, diarylquinolines and oxazolidinones."
  August 2008 ,Future Lipidology,Clinical Trials and Surrogate End Points: Lessons From the ENHANCE Trial,ENHANCE trial design and methods are explored in the context of related lipid lowering drug trials.
  June 2008 ,Europace,Anti-arrhythmic Drug Therapy for Atrial Fibrillation,Anti-arrhythmic drug therapy for atrial fibrillation has expanded. Explore the current slate of conventional and non-conventional agents in this thought provoking review.
  June 2008 ,Future Oncology,Status of Therapy for Chronic Myeloid Leukemia: Review of Drug Development,"Chronic myeloid leukemia treatment is relatively effective, but some problems have begun to emerge. Learn what the problems are and how newer generations of CML drug therapies may solve them."
  March 2008 ,Personalized Medicine,The Impact of US FDA Postapproval Tracking on Clinical Pharmacology,"Pending legislation could improve cooperation between drug sponsors, the federal government, and clinicians to ensure that genetic data are considered during crucial stages of drug development."
  February 2008 ,European Heart Journal,The Need for a Consensus Definition,This paper examines issues related to defining heart failure events in cardiovascular clinical trials and presents a definition to formally address this issue.
  January 2008 ,IRB: Ethics & Human Research,"Patient Knowledge, Perception & Likelihood of  Trial Partcipation",The impact of clinical trials is reviewed. What is the likelihood that a person will participate in a clinical trial; what are their perceptions regarding clinical research?
  November 2007 ,PLoS Medicine,Clinical Trials and Medical Care: Defining the Therapeutic Misconception,Therapeutic misconception describes a phenomenon when research participants do not appreciate that research and treatment are different but can a consistent definition be proposed and operationalized?
  September 2007 ,CHEST,Analyzing the Short-term Effect of Placebo Therapy in PAH,"Placebo therapy for pulmonary arterial hypertension (PAH) is common, but debated, in PAH treatment trials. What are the functional, hemodynamic, and clinical effects of placebo in adult PAH patients?"
  September 2007 ,Journal of the American Board of Family Medicine,Understanding the Quality Chasm for Hypertension Control in Diabetes,How can you translate innovations from clinical trials to routine practice to improve hypertension control in diabetes?
  August 2007 ,Nature Clinical Practice Oncology,Molecular Imaging can Accelerate Anti-Angiogenic Drug Development and Test,Angiogenesis is regulated by numerous molecular pathways that could serve as targets for molecular imaging. What is the role of molecular imaging in anti-angiogenic drug development?
  May 2007 ,British Journal of Cardiology,Clinical Trials Versus the Real World:The Example of Cardiac Rehabilitation,Is cardiac rehabilitation as currently practiced in the UK as effective as clinical trials may suggest?
  August 2007 ,Rheumatology,"Vitamins A, C, E and selenium in the treatment of arthritis","A systematic review of randomized clinical trials for the effectiveness of the antioxidant vitamins A, C, E or selenium or their combination in the treatment of arthritis."
  July 2007 ,AIDS,Should We Now Adopt the HIV-RNA < 50 Copy Endpoint for Clinical Trials?,These authors posit that HIV-RNA suppression < 50 copies/ml should be the standard efficacy endpoint in trials of naive and experienced patients as this endpoint has stronger durability over time.
  August 2007 ,IRB: Ethics & Human Research,Who Should Go First in Trials with Scarce Agents? The Views,"Access to drugs not approved by the FDA remains controversial. Even greater access is being called for, but the competing rights of the individual versus the state continue to complicate this issue."
  February 2007 ,Psychopharmacology Bulletin,Simple Options for Improving Signal Detection in Antidepressant Clinical,Effective antidepressants are not distinguished efficiently from placebos using signal detection. Might 3 easy-to-implement methodologies benefit signal detection and clinical trial design?
  November 2009 ,IRB: Ethics & Human Research,Competing Commitments in Clinical Trials,The goals of clinical research and clinical care are often at odds. This survey highlights the potential for clinical commitments of providers to undercut the requirements of research. 
  November 2009 ,Personalized Medicine,Will Personalized Medicine Help in 'Transforming' the Business of Healthcare?,"In order for personalized medicine to have its desired impact, innovative business models will be required to address competing financial interests."
  November 2009 ,Expert Review of Clinical Pharmacology,Novel Antibiotics for the Treatment of Staphylococcus aureus,"A leading cause of nosocomial infections, MRSA is a serious issue for all institutions. What are the newest drug therapies for this often fatal pathogen?"
  November 2009 ,European Journal of Heart Failure,Clinical Trials Update from the ESC Heart Failure Meeting 2009,"Here is information and a commentary on five recent trials with findings relevant to the pathophysiology, prevention, and treatment of heart failure."
  November 2009 ,International Journal of Clinical Rheumatology,What's New in Clinical Trials in Lupus?,"Recent trials have explored the efficacy of old, widely used therapies, as well as newer agents, to prevent lupus flares and for maintenance therapy."
  November 2009 ,Journal of the National Cancer Institute,Prospective Cost-effectiveness Analysis of Cetuximab in Metastatic Colorectal Cancer,Prospectively collected resource utilization and health utility data for patients with CRC in the CO.17 study who received best supportive care +/- cetuximab were assessed for cost effectiveness.
  October 2009 ,Clinical Lung Cancer, Cooperative Group Research Endeavors in Small-Cell Lung Cancer ,"This article discusses the scientific vision of various cooperative groups regarding small-cell lung cancer research, as presented at the 2008 International Lung Cancer Congress (ILCC)."
  October 2009 ,Nanomedicine,Neurodegenerative Disorders and Nanoformulated Drug Development,"Nanotechnology-driven therapies hold the promise of altering the clinical course and outcome of Alzheimer's disease and other common, debilitating and hard-to-treat neurodegenerative disorders.  "
  February 2009 ,Malaria Journal,Clinical Trials to Estimate the Efficacy of Preventive Interventions Against Malaria in Paediatric Populations,"How can trial design be improved and standardized to enable comparative evaluation of malaria control measures in pediatric populations, specifically with respect to the design of malaria vaccine trials?"
  August 2009 ,Annals of Surgery,Use of Emerging Oral Anticoagulants in Clinical Practice,This is an important review of clinical studies of the oral anticoagulants in preventing postoperative venous thromboembolism.
  February 2009 ,Nature Clinical Practice Gastroenterology & Hepatology,How to Critically Appraise an Article,"This review article presents a 10-step guide to the critical appraisal of research literature to assist clinicians in identifying relevant, high-quality studies to guide their clinical practice."
  January 2009 ,HIV Clinical Trials,Preparticipation Information on Posttrial Services of HIV Clinical Trials,Whether patients participate in clinical trials may hinge on whether they’ll receive medications or medical care after the trial ends. How often are retroviral drug trials providing this information?
  June 2009 ,Expert Review of Hematology,Optimal Treatment for Relapsing Patients With Hodgkin Lymphoma,Relapsed/refractory Hodgkin lymphoma (HL) is still a therapeutic challenge. What are some novel investigational treatments for relapsing patients?
  June 2009 ,Faculty of 1000,"A Call for More Transparency of Registered Clinical Trials on Endometriosis. Ranked ""Exceptional"" by F1000",The need for exposure of important research in endometriosisto the medical and public eyes is long overdue.
  May 2009 ,IRB: Ethics & Human Research,An Intervention to Improve Cancer Patients' Understanding of Early-Phase Clinical Trials,Could a computer-based informed consent intervention help clarify patients' expectations about a trial's purpose and benefit? 
  November 2008 ,Neurosurgical Focus,Protection and Repair of the Injured Spinal Cord,This article reviews current clinical trials that could revolutionize management of acute spinal injury.
  January 2009 ,IRB: Ethics & Human Research,Including Persons With Alzheimer Disease in Research on Comorbid Conditions,What is the appropriate balance between protecting Alzheimer patients from the potential risks of research while allowing them to participate in trials that could lead to medical benefit?
  December 2008 ,Kidney International,DRIVE it Home: The Case for Prospective Economic Data Collection in RCTs,The DRIVE and DRIVE-II trials evaluated the efficacy of IV ferric gluconate in anemic dialysis patients but how can we extrapolate these data to change public policy and reimbursement practices?
  November 2008 ,AIDS,HIV Clinical Trial Design for Antiretroviral Development,How can proper clinical trial design affect antiretroviral development?
  November 2008 ,Expert Review of Clinical Immunology,Inhaled Corticosteroids as Rescue Medication in Acute Severe Asthma,The clinical evidence regarding the use of inhaled corticosteroids in acute asthma patients are reviewed.
  January 2010 ,BMC Pharmacology,Antinociceptive Effects of Extracts from Pterodon pubescens ,A Brazilian medicinal plant has pain-relieving properties.
  February 2010 ,Expert Review of Hematology,Autologous Hematopoietic Stem Cell Transplantation in Autoimmune Diseases,"This article discusses the growing experience in the use of HSCT in various autoimmune diseases, including multiple sclerosis, Crohn’s disease, and systemic sclerosis."
  December 2009 ,BMC Clinical Pharmacology,Bioavailability of Different Ibuprofen Preparations,A phase I trial compares the absorption rates of different ibuprofen formulations.
  February 2010 ,AIDS Clinical Care,HIV Outcomes in the Clinic: Now as Good as in Clinical Trials,Example Teaser
  December 2009 ,Expert Review of Hematology,Acute Myeloid Leukemia Stem Cells: Seek and Destroy,This article reviews bench and translational research in leukemic stem cells and discusses how the data should be used to change the direction of developmental therapeutics and clinical trials in AML.
  February 2010 ,Journal Watch,HIV Outcomes in the Clinic: Now as Good as in Clinical Trials,"HIV treatment outcomes have significantly improved over the years, but by just how much?  "
  February 2010 ,Arthritis Research & Therapy,Molecular Therapies for Systemic Lupus Erythematosus: Clinical Trials and Future Prospects,Exploring new pharmacological options and therapeutic avenues for lupus: a focus on non-antibody molecular strategies. 
  January 2010 ,IRB: Ethics & Human Research,Bipolar Mania and Capacity to Consent: Recommendations for Investigators,What is the decisional capacity of individuals with bipolar mania and other mental disorders? 
  January 2010 ,PLoS Medicine,Are Patents Impeding Medical Care and Innovation?,"Is the current patent system actually stimulating biomedical research and innovation, or is it stifling it by raising costs and restricting access?"
  January 2010 ,American Journal of Health-System Pharmacy,Pharmacokinetics of Extended-Release Epidural Morphine Sulfate,How does extended-release epidural morphine compare with standard epidural morphine?
  January 2010 ,BMC Clinical Pharmacology,In Vivo Administration of BL-3050: Highly Stable Engineered PONI-HDL Complexes,A recombinant HDL-associated enzyme and its HDL complex may have a role in treating organophosphate poisoning and atherosclerosis.
  January 2010 ,BMC Pharmacology,Evaluation of Molecular Descriptors for Antitumor Drugs,Understanding chemical properties of these antineoplastic agents may lead to new drug designs.
  December 2009 ,The Nation's Health,New Books Showcase Ethical Issues in Public Health Practice,Ethical issues in public health research and practice now occupy a prominent place in the public health landscape. Two new books provide some guidance for students and professionals.
  December 2009 ,Expert Review of Gastroenterology and Hepatology,Therapeutic Vaccination and Novel Strategies to Treat Chronic HBV Infection,This study focuses on therapeutic vaccination in HBV and discusses potential ways to effect efficient restoration of virus specific immunity in patients with chronic HBV.
  December 2009 ,BMC Clinical Pharmacology,Interactions Between Transdermal Selegiline and Cocaine Infusion,"For potential treatment of cocaine dependence, researchers investigate whether an interaction exists between selegiline and cocaine."
  December 2009 ,The Hastings Center Report,A Tool to Strengthen The Doctor-Patient Relationship,"Comparative effectiveness can ""serve to protect us from our worst impulses and to nurture our very best ones,"" according to the author of this article. "
  December 2009 ,IRB: Ethics & Human Research,Voluntariness of Consent to Research,"Practice-based research networks are burgeoning, and offer an ideal venue for the study of common medical problems, but further maturation is needed for them to fulfill their promise."
  December 2009 ,Journal of the American Board of Family Medicine,Increasing the Role of Practice Networks in Medical Research,"Volunteering for research studies is laudable--and for heart failure patients, it may also be an independent prognostic variable."
  June 2010 ,BMC Clinical Pharmacology,Traumeel S for Pain Relief Following Hallux Valgus Surgery,Traumeel S for Pain Relief Following Hallux Valgus Surgery: A Randomized Controlled Trial
  May 2010 ,U.S. Pharmacist,LASIK Refractive Eye Surgery in the 21st Century,"This surgery is a fast, safe, and cost-effective alternative to glasses and contact lenses."
  May 2010 ,Expert Review of Clinical Pharmacology,Keeping the Rhythm: hERG and Beyond in Cardiovascular Safety Pharmacology,What is the relationship between the hERG ion channel and torsades de pointes?
  May 2010 ,Rheumatology,Lupus Clinical Trials: What Have We Learned So Far?,What treatments are on the horizon for lupus? This review looks at some potential options.
  May 2010 ,Expert Review of Clinical Pharmacology,K+ Channels in the Heart: New Insights and Therapeutic Implications,Will drugs targeting atrial K+ channels have decreased risk of proarrhythmia?
  May 2010 ,The Annals of Pharmacotherapy,Adverse Drug Events in Adult Patients Leading to ED Visits,"How commonly are adverse drug events responsible for ED visits, and which drugs are most often involved?"
  May 2010 ,BMC Clinical Pharmacology,EVITA: A Tool for the Early Evaluation of Pharmaceutical Innovations With Regard to Therapeutic Advantage,This screening tool serves to evaluate the additional therapeutic value of new drugs compared to similar drugs.
  May 2010 ,American Heart Journal,Bridging the Gap Between Clinical Trials of Antiplatelet Therapies and Applications Among Elderly Patients,The paradox of both clotting and bleeding easily keeps elderly patients out of trials studying acute coronary syndromes and peri-PCI treatments. How can extrapolate data for this growing population?
  March 2010 ,Malaria Journal,Engaging Diverse Communities Participating in Clinical Trials: Case Examples From Across Africa,Getting local communities in Africa involved in malaria research can pay big dividends.
  April 2010 ,BMC Pharmacology,BIAdb: A Curated Database of Benzylisoquinoline,A new database may assist those researching drug discoveries based on natural products.
  May 2010 ,Current Opinion in Pulmonary Medicine,New Drugs and New Regimens for the Treatment of TB: Review of Drug ,"The authors review the problems related to drug-resistant TB, describe recent advances in the development of new drugs, and discuss implications for control programs."
  March 2010 ,BMC Pharmacology,Targeting Ligand-Gated Ion Channels in Neurology and Psychiatry,"Could ""magic shotguns,"" drugs capable of interacting with multiple targets, be alternatives to ""magic bullets,"" drugs with high-specificity?"
  April 2010 ,American Journal of Health-System Pharmacy,Facilitating Evidence-Based Prescribing for Unlabeled Use of Medications,Pharmacists should be educators about off-label use of medication.
  April 2010 ,Journal Watch,A Critical Look at Flu Vaccine Studies,Influenza vaccine efficacy studies can yield misleading data if conducted at the wrong time.
  March 2010 ,Journal of Pediatric Psychology,Research and Practice: The Role of the Journal of Pediatric Psychology,This editorial outlines The Journal of Pediatric Psychology's current and future directions in publishing clinically relevant work.
  April 2010 ,American Journal of Health-System Pharmacy,Significant Publications on Infectious Diseases Pharmacotherapy in 2008,Read summaries of important articles on infectious disease therapy. 
  March 2010 ,Expert Review of Proteomics,Role for Protein-Protein Interaction Databases in Human Genetics,"Since protein databases are now widely available, how does this impact research on protein-protein interactions?"
  January 2010 ,BMC Nephrology,Follow-up of Phase I Trial of Adalimumab and Rosiglitazone in FSGS,Antifibrotic therapy for a defined period of time may be a viable strategy to preserve kidney function in patients with resistant focal segmental glomerulosclerosis.
  March 2010 ,Annals of Oncology,Randomized Placebo-Controlled Study of Tamoxifen After Adjuvant Chemo,Premenopausal women with early breast cancer could have improved 5-year survival when Tamoxifen is used after adjuvant chemotherapy.
  February 2010 ,BMC Clinical Pharmacology,A Systematic Review of Analgesics After Traumatic or Orthopaedic Surgery,A review evaluates the quality of trials on analgesic use post orthopedic or traumatic surgery.
  August 2010 ,BMC Pharmacology,Quantitative In Vitro and In Vivo Pharmacological Profile of CE-178253,Will this cannabinoid receptor antagonist be a possible treatment for obesity?
  September 2010 ,Europace,Implantable Electrical Devices for Prevention of SCD,A web-based registry was instituted to collect data for all ICDs implanted in a region with around 4.3 million inhabitants. Do registry results show adherence to guidelines?
  September 2010 ,Journal of Pediatric Psychology,A Call for Replications of Research in Pediatric Psychology,The author addresses the need for more frequent research replications in the field of pediatric psychology.
  August 2010 ,American Journal of Health-System Pharmacy,Evaluating Equivalence and Noninferiority Trials,Do you know how to interpret negative results from a superiority trial
  July 2010 ,AccessMedicine from McGraw-Hill,Pediatric Pharmacotherapy Part 1: The History of Pediatric Drug Therapy,"For far too long, ethical and practical problems minimized the use of children in drug studies; therefore, much of pediatric pharmacotherapy even today is based more on error than trial ."
  July 2010 ,Annals of Oncology,Absolute Benefits of Medical Therapies for Breast and CRC,RCTs may be arriving at a point-of-diminishing-return for breast and colorectal cancer treatment initiatives.
  August 2010 ,Future Microbiology,TMC207: The First Compound of a New Class of Potent Anti-Tuberculosis Drugs,"TMC207, a new compound with a novel mechanism of action, may be a breakthrough in the fight against drug-sensitive and drug-resistant TB."
  July 2010 ,BMC Pharmacology,Prediction of Cytochrome P450 Isoform Responsible for Metabolizing a Drug,Is a drug metabolized by CYP? New research is answering this question quickly and accurately.
  August 2010 ,Journal of Cardiovascular Electrophysiology,The DIONYSOS Study,A comparison of the benefit/risk ratio of dronedarone and amiodarone is made for patients with atrial fibrillation.
  August 2010 ,American Heart Journal,Study Design and Rationale of a Comparison of Prasugrel and Clopidogrel in Medically Managed Patients ,"The largest randomized clinical trial to date, focusing exclusively on medically managed NSTE ACS patients, will provide important information regarding the optimal approach to oral antiplatelet therapy for this high-risk population."
  May 2010 ,IRB: Ethics & Human Research,The Evolution of Consent Forms for Research: A Quarter Century of Changes,How has the consent form evolved over the past few decades? This new study explores the changes.
  July 2010 ,Journal of the American Board of Family Medicine,What Do We Get From Participating in Practice-based Research Networks?,The author makes a case for practice-based research as a good fit in a health care environment with new interest in translational research at one end and health care reform at the other.
  May 2010 ,Journal of Hospital Medicine,Comparative Effectiveness Research: Implications for Hospital Medicine,Learn how comparative effectiveness research  is different from standard research that hospitalists use to inform their clinical decision-making.
  June 2010 ,American Heart Journal,Unexplained International Differences After AMI and Fibrinolytic Therapy,Disparity between nations may be part of the learning curve for large-scale international trials.
  June 2010 ,Nanomedicine,Nanomedicinal Strategies to Treat Multidrug-Resistant Tumors,Are nano-based drug delivery systems the answer to multi-drug resistance in solid tumor chemotherapy?
  June 2010 ,Critical Care Medicine,Plasma Interleukin-8 is not an Effective Risk Stratification Tool for Adults ,"Plasma biomarkers provide a potentially useful approach to risk stratification of patients before enrollment in clinical trials, but may not be ready for prime time use across populations."
  April 2010 ,Expert Review of Cardiovascular Therapy,Aptamers: the Emerging Class of Future Anticoagulation for Vascular Disease,"Aptamers are known for their high potency, low safety concerns, and an excellent toxicology profile. Learn more about this up and coming class of anticoagulants in this review."
  November 2010 ,Oncology Nursing Forum,Initiative to Standardize a Clinical Trial Educational Program ,Improving the process of assisting oncology patients in making informed decisions about clinical trials pays dividends for all.
  October 2010 ,The Pediatric Infectious Disease Journal,Immunogenicity and Safety of Trivalent Two Inactivated Influenza Vaccines,Is the inactivated influenza vaccine Fluarix--currently approved only for children older than 3 years--as safe and effective as Fluzone in children under that age?
  October 2010 ,American Journal of Pharmaceutical Education,Presenting and Evaluating Qualitative Research,"Qualitative data includes diaries, photographs, and questionnaires."
  October 2010 ,Nanomedicine,Polymer-Drug Conjugates For Novel Molecular Targets,"Polymer-drug conjugates are now used in cancer therapy, but potential future applications are far-ranging, including diabetes, hypertension, infections, digestive tract diseases and inflammation."
  October 2010 ,Health and Quality of Life Outcomes,Patient Reported Outcomes: Looking Beyond the Label Claim,Should patient reported outcomes be viewed as an essential complement to traditional clinical evidence in pharmaceutical product development?
  October 2010 ,European Heart Journal,Shock in AMI: The Cape Horn for Trials?,"This review outlines the underlying causes, pathophysiology, and treatment of cardiogenic shock in AMI."
  October 2010 ,Journal of the National Cancer Institute,"Large Trials, Small Gains: Is Change on the Way? ",Proposed fixes for important aspects of the cancer research infrastructure may help to fill in the cracks of a stressed foundation.
  October 2010 ,BMC Pharmacology,Hematopoietic Stem Cells Exhibit a Specific ABC Transporter Gene Profile ,Is stem cell function dependent on specific ABC transporter gene expression?
  October 2010 ,Nanomedicine,Surface-Modified PLGA-Based Nanoparticles Can Deliver Virus-Like Particles,"A new nanocarrier, specifically engineered for the association and transmucosal delivery of a virus-like particle, is a promising novel approach for vaccine delivery."
  October 2010 ,Pediatric Pharmacotherapy,Adverse Drug Events in Children: Recent Cases from the Medical Literature,This article summarizes several important pediatric adverse drug event case reports and clinical trials published within the past year.
  October 2010 ,Future Neurology,Latrepirdine for Alzheimer's Disease: Trials and Tribulations,"Early studies showed potential for latrepirdine in treatment of Alzheimer's disease, but results of subsequent trials have been discouraging. Why did it fail? "
  October 2010 ,Pharmacotherapy,Evaluation of Renal Drug Dosing,Are clinicians routinely using eGFR or MDRD?
  October 2010 ,Skin Therapy Letter,Nanodermatology: A Bright Glimpse Just Beyond the Horizon - Part I,"An overview of exciting new developments in nanotechnology as it relates to skin care, not only for cosmetics but for diagnostics and therapeutic agents as well."
  October 2010 ,Faculty of 1000,The Reality of Drug Shortages--The Case of The Injectable Agent Propofol,The development of methods to counteract drug shortages is crucial before patient care is adversely affected
  October 2010 ,Western Journal of Emergency Medicine: Integrating Emergency Care with Population Health,The Association Between Money and Opinion in Academic Emergency Medicine,What influence does grant money have on academic opinion leaders?
  October 2010 ,Arthritis Research & Therapy,Efficacy Assessed in Follow-ups of Clinical Trials: Methodological Conundrum,Are certain patients with rheumatoid arthritis more likely to get osteoporosis than others?
  September 2010 ,Expert Review of Clinical Immunology,RAPID and FAST4WARD Trials: Certolizumab Pegol for Rheumatoid Arthritis,Rheumatoid arthritis treatment options are rapidly expanding and this article will bring you up-to-speed.
  September 2010 ,Journal Watch,BRAF and Melanoma: Taking It Personally,"In this exciting and widely publicized study, more than 80% of melanoma patients with the BRAF mutation responded to treatment with the novel agent PLX4032."
  September 2010 ,Arthritis Research & Therapy,Efficacy Assessed in Follow-ups of Clinical Trials: Methodological Conundrum,What types of problems can arise when comparing results of various randomized clinical trials?
  September 2010 ,Expert Review of Neurotherapeutics,Vitamin D and Multiple Sclerosis: What Are the Guidelines for a Reliable Clinical Trial?,"Some studies have shown a causal relationship between low serum vitamin D levels and disease activity in MS, but were their methods rigorous enough?"
  January 2011 ,Personalized Medicine,Biobanking in Pediatrics,A biobank is a collection of tissue and health information used for research.
  January 2011 ,Personalized Medicine,Genetics of Osteoporosis: Perspectives for Personalized Medicine,Can pharmacogenomics help mitigate the risk of osteoporosis?
