Date,Source,Headlines,Teaser
  December 2004 ,Medscape General Medicine,Methamphetamine-Associated Shock With Intestinal Infarction,This article reports an unusual case of methamphetamine-associated intestinal infarction.
  June 2004 ,Medscape Public Health,When Health Professionals Abuse Drugs and Alcohol,"No one is quite sure how many health professionals abuse alcohol and other substances, but a decade-old study conservatively estimated the number at about 8%."
  March 2004 ,Medscape Psychiatry,Keynote Address,The present and future of drug addiction research and treatment
  March 2004 ,Medscape Psychiatry,Addiction and Reward Circuitry in the Brain,Understanding the reward system in addiction
  March 2004 ,Medscape Psychiatry,The Neurobiology of Addiction and Its Implications for Treatment -- Drug-Seeking Behavior and the Transition to Dependence,Neurobiology and treatment of addiction
  December 2005 ,Medscape Family Medicine,Viewpoint: Smoke Less. Breathe Easier?,Commentary on a study published October 2005 in the Journal of General Internal Medicine.
  December 2005 ,Medscape Psychiatry,Substance Abuse and Bipolar Disorder,"This article reviews the epidemiology, etiology, course of illness, and treatment of co-occurring bipolar and substance-use disorders, highlighting areas in need of further exploration."
  November 2005 ,Medscape Psychiatry,Cigarette Smoking in Individuals With Schizophrenia,Why is the prevalence of smoking 90% in people with schizophrenia? How does smoking help them? What is the best way to treat these patients?
  November 2005 ,Medscape Psychiatry,Motivational Interviewing of People With Schizophrenia,A common mistake in targeting behaviors is to evaluate overall readiness to change rather than motivation to alter a specific behavior. Learn how to help patients set and achieve goals.
  November 2005 ,Medscape Nephrology,Great American Smokeout,Would you go into your garage and inhale the fumes of just about everything in there upwards of 100 times a day?
  November 2005 ,Medscape Transplantation,Great American Smokeout,"Question: What do fiberglass, urine, industrial solvent, mothballs, embalming fluid, and swamp gas have in common? Answer: All contain substances found in cigarettes."
  October 2005 ,Medscape Psychiatry,Highlights of the 113th Annual Meeting of the APA,"New initiatives to measure and treat schizophrenia-related cognitive dysfunction, studies of the impact of substance abuse on health and well being, and culture-specific disease prevention strategies."
  October 2005 ,Medscape HIV/AIDS,Methamphetamine: Important Clinical Guidance for HCWs,"Twelve million Americans used meth in 2003. What are the public health implications, as well as potential consequences for individual users?"
  September 2005 ,UCSD School of  Medicine,"Successful Aging: An Expert Interview With Dilip Jeste, MD",What is neuroplasticity? Why do some people age successfully while others do not? Are genes or environment more important? To what extent does physical disability prevent successful aging?
  September 2005 ,Medscape Public Health,Adolescent Illicit Drug Use,"Prevention efforts must consider characteristics and vulnerabilities of this population, the family and community, and social norms and environmental policies that support the well-being of teens."
  August 2005 ,Medscape Ob/Gyn,Medline Abstracts: Violence Against Women and Substance Abuse,This easy-to-navigate collection of recent MEDLINE abstracts considers substance abuse in women who have been exposed to violence.
  August 2005 ,Medscape Ob/Gyn,MEDLINE Abstracts: Violence Against Women - Health Consequences,This easy-to-navigate collection of recent MEDLINE abstracts highlights the consequences of violence on women's health.
  August 2005 ,Medscape Ob/Gyn,MEDLINE Abstracts: Violence Against Women and Screening,This easy-to-navigate collection of recent MEDLINE abstracts highlights screening protocols and articles related to conducting screening in various settings.
  August 2005 ,Medscape Ob/Gyn,MEDLINE Abstracts: Violence Against Women During Pregnancy,This easy-to-navigate collection of recent MEDLINE abstracts considers violence against women around the time of pregnancy.
  June 2005 ,Medscape Ob/Gyn,Alcoholic Women and the Treatment Gap,"Alcoholic women will sooner go for help to a medical or mental health setting than to a substance abuse facility, but fewer than half are likely to be correctly diagnosed."
  May 2005 ,Medscape Internal Medicine,Medscape 10th Anniversary: 2000 Top Stories,"Take a look at the top healthcare stories of 2000. Read about sequencing the human genome, advances in robotics, and treatments for rheumatoid arthritis, influenza, smoking cessation, and more."
  May 2005 ,Medscape Psychiatry,Highlights of 36th Annual ASAM,"In this report on the 36th annual ASAM conference, Thomas L. Haynes, MD, comments on presentations concerning Alcoholics Anonymous, pharmacologic treatment for alcoholism, and more."
  November 2006 ,Medscape Psychiatry,Highlights of the American Psychological Association Annual Convention,"Learn about best treatments for alcoholism, coping strategies for older workers, impact of part- vs full-time work on self-esteem and work-life conflict, immigration and risk for affective disorders."
  November 2006 ,Medscape Pharmacists,Smoking Interventions in the ED Could Yield Important Benefits,The high volume of patients passing through hospital emergency rooms presents a distinct public health opportunity.
  November 2006 ,Medscape Psychiatry,"Expert Interview With Joseph Coyle, MD","Negative and cognitive symptoms respond poorly to approved schizophrenia drugs. Is clozapine an exception? How did drugs of abuse, such as PCP, shed light on the core features of schizophrenia?"
  September 2006 ,Medscape Family Medicine,Cytisine and Cigarettes,"Commentary on a study on cytisine and smoking cessation from the Archives of Internal Medicine published August 14-28, 2006"
  August 2006 ,Medscape Psychiatry,"Bipolar Disorder and Measurement: An Expert Interview With Gary Sachs, MD",Which routine tests usually yield clinically useful results and which do not? How can patient self-reports be used in treatment? Which medication helped 81% of patients reach euthymia in 3 months?
  August 2006 ,Medscape Psychiatry,ADHD and the Misuse of Medications by Teens: Child and Psychiatry Viewpoint,"What predicts selling or misuse of medications in teens with ADHD? Despite flaws in trial design, this study has an important message for clinicians."
  June 2006 ,Medscape General Surgery,We Need Designated Pedestrians? A Viewpoint,Commentary on a study on the severity of pedestrian injuries and alcohol consumption published June 2006 in the Journal of the American College of Surgeons.
  June 2006 ,Medscape Nurses,Crystal Methamphetamine Abuse,"""There has been a lot of media attention lately about crystal methamphetamine abuse. What is crystal methamphetamine and how can I recognize crystal methamphetamine abuse in patients?"""
  April 2006 ,Medscape General Medicine,"Reader's Response to ""Smoke Out Doctors""","Here is a reader's letter along with the author's reply to the published article entitled, ""Smoke Out Doctors Who Neglect Their Smoking Patients."""
  March 2006 ,Medscape Family Medicine,The Anxiety and the Ecstasy,"Commentary on a study published February 24, 2006 in the British Medical Journal"
  March 2006 ,Medscape Family Medicine,Viewpoint: Waiting for Methadone,Commentary on a study published in the Archives of General Psychiatry designed to determine whether interim methadone maintenance would enhance enrollment rates to a comprehensive methadone program.
  February 2006 ,Medscape Family Medicine,What Is Veisalgia and Can It Be Cured?,Commentary on a study published in December 2005 in BMJ.
  January 2006 ,Medscape Psychiatry & Mental Health eJournal [TM],16th Meeting of the American Academy of Addiction Psychiatry,"What agents best help people reduce their drinking or abstain? What nonpharmaceutical treatment strategies work? What factors result in addiction in adolescents, and what are their drugs of choice?"
  December 2005 ,Medscape Psychiatry & Mental Health eJournal [TM],Canadian Psychiatric Association 55th Annual Conference,Find out about the latest clinical practice guidelines for schizophrenia; physicians with psychiatric problems; new discoveries about the effects of chronic cannabis use; and more.
  December 2005 ,Medscape Psychiatry & Mental Health eJournal [TM],APA's 57th Annual Institute for Psychiatric Services,Why are hospitalized psychiatric patients 3 times more likely to die than the general population? How do mentally ill smokers manage smoke-free psychiatric hospitals?
  September 2007 ,Medscape Allergy & Immunology,Indoor Air Quality,How healthy is the air we breathe and what can be done to improve it?
  July 2007 ,Cochrane Review Abstracts,Cochrane Review Abstracts,A Cochrane Review Abstract: Evidence Based Medicine reviews based primarily on meta-analysis of controlled clinical trials.
  June 2007 ,Medscape Psychiatry,The Role of Nonpharmacologic Therapy in Alcohol Dependence,Review options for nonpharmacologic treatment of alcohol dependence.
  June 2007 ,Medscape Family Medicine,Medical Marijuana,Dr. Brown debates whether to treat patients with marijuana.
  May 2007 ,Medscape Psychiatry,"2007 APA: May 23, 2007","Anthropologist Tanya Zuhrmann, PhD, explains why homeless women refuse housing. Plus combination treatment for cocaine and alcohol dependency and biomarkers for ADHD and bipolar disorder."
  May 2007 ,Medscape Psychiatry,Highlights of the 5th International Conference on Early Psychosis,Is psychosis linked to socioeconomic factors? What degree of risk variance is due to genetics? Does neuropathology begin as a teen or before? Emotional dysfunction is intrinsic to early psychosis.
  May 2007 ,Medscape Psychiatry,Highlights of the 28th Meeting of the Society of Behavioral Medicine,"Learn how to retain underserved groups for clinical research, surprising ways that perceived racism affects health, and why context must be considered in order to understand health-promoting behavior."
  April 2007 ,Medscape Neurology,"Pain, Opioids, and Addiction: An Urgent Problem for Doctors and Patients","Read highlights from the joint meeting of the National Institute on Drug Abuse and the American Medical Association on opioid prescribing, chronic pain, and prescription drug abuse."
  April 2007 ,Medscape Cardiology,Respiratory Bronchiolitis-Interstitial Lung Disease,The natural history and outcome of RB-ILD have not been systematically evaluated. This limited case series presents long-term outcome data.
  April 2007 ,Agency for Healthcare Research and Quality (AHRQ),One in 3 US Children Lives With at Least 1 Adult Smoker,These children may face increased risk for respiratory and other conditions.
  April 2007 ,Medscape Pharmacists,Buprenorphine Offers Alternative to Methadone for Opioid Dependence,Patients now have another option for dealing with opioid dependence outside the traditional methadone clinic.
  March 2007 ,Medscape Pediatrics,Reports of Dextromethorphan Abuse in Adolescents Increase From 1999-2004,"Dr. William Basco comments on a study published in the Archives of Pediatrics and Adolescent Medicine in December, 2006."
  March 2007 ,Medscape Psychiatry,Overcoming Obstacles for GLBT Clients Receiving Mental Healthcare,Must a clinician be GLBT to work effectively with GLBT clients? How can clinicians overcome prejudice and stereotypes? What makes a clinical setting GLBT-affirming? Learn answers to these and more.
  February 2006 ,Medscape Psychiatry,Substance Use in Adolescence and Young Adulthood,Is use of alcohol and/or tobacco in teenage boys a gateway to use of cannabis or other drugs?
  February 2007 ,Medscape Psychiatry,AAAP 2006 Annual Meeting Highlights,"Update your knowledge on optimization of pharmacotherapy for alcohol dependence, based on highlights of the 2006 AAAP annual meeting."
  January 2007 ,Medscape Allergy & Immunology,Asthma Cases Continue to Rise: Why?,"Is asthma a syndrome rather than a single, distinct entity, and are multiple factors responsible for the rising epidemic? These questions are investigated in this study."
  January 2007 ,Medscape Psychiatry,The 58th Institute on Psychiatric Services Annual Meeting,"Learn opposing views about role of MAOA genotype on antisocial behavior, how to treat resistant bipolar depression, whether to switch or augment drugs for antidepressant nonresponders, and much more."
  July 2008 ,Medscape Psychiatry,Highlights of the 2008 Mental Health America Conference,How can we prevent serious mental illness? What lessons does cancer prevention teach about schizophrenia? Can business leaders promote mental health in the community?
  June 2008 ,Medscape Neurology,The Changing Paradigm of Pain Policy: Effects on Clinical Care,Physicians are in conflict about aggressively treating their patients in pain while following federal and state opioid prescribing policies.
  June 2008 ,Medscape Neurology,State Opioid Prescribing Policy: Illinois,A summary of opioid prescribing policies for the state of Illinois.
  June 2008 ,Medscape Neurology,State Opioid Prescribing Policy: Ohio,A summary of opioid prescribing policies for the state of Ohio.
  June 2008 ,Medscape Neurology,State Opioid Prescribing Policy: Florida,A summary of opioid prescribing policies for the state of Florida.
  June 2008 ,Medscape Neurology,State Opioid Prescribing Policy: Texas,A summary of opioid prescribing policies for the state of Texas.
  June 2008 ,Medscape Pediatrics,Smoking in Movies Linked to Smoking in Children?,A study published in the January 2008 issue of Pediatrics looks at whether children are influenced by on-screen smoking.
  May 2008 ,The Medscape Journal of Medicine,Nicotine Replacement Therapy Does Help Smokers to Quit,Dr. George Lundberg discusses the benefits of nicotine replacement therapy.
  May 2008 ,Medscape Med Students,"Solution to ""Was It the Drinking Binge?""",See if you took the right steps in diagnosing this patient case.
  May 2008 ,Medscape Ophthalmology,Alcohol and AMD,Is increased alcohol consumption a risk factor for AMD?
  May 2008 ,The Medscape Journal of Medicine,Abuse of Medications for the Treatment of ADHD: A Survey,This article evaluates prescription and illicit stimulant abuse in the treatment of ADHD. The results suggest that long-acting stimulants may have lower abuse potential than short-acting agents.
  May 2008 ,Medscape Med Students,Was It the Drinking Binge?,"A 32-year-old white woman presents to the emergency department with ""seizures"" following an alcohol binge. What's the differential diagnosis?"
  April 2008 ,Medscape Genomic Medicine,"Smoking, Lung Cancer and Genetics: New Findings",Dr. Eric Topol discusses recently published results of genome-wide association studies regarding the genetics of smoking addiction and lung cancer.
  February 2008 ,Medscape Family Medicine,Expert Witness,Dr. Brown is asked to be an expert witness in a DUI case.
  January 2008 ,Medscape Pharmacists,Does Quetiapine Produce False-Positive Methadone Tests?,Recent reports have alleged false-positive methadone blood tests attributed to quetiapine.
  December 2007 ,Medscape Psychiatry,Highlights of the 59th Institute on Psychiatric Services,"Can people with schizophrenia recover? How does symptom reduction differ from skills expansion? Recovery is a process, not an endpoint, so how can clinicians tell if programs are recovery-oriented?"
  September 2007 ,Medscape General Surgery,Can You Tell if an Injured Patient Has Been Drinking?,"Commentary on identifying substance abuse in trauma patients, from a study published July 2007 in the Archives of Surgery."
  September 2007 ,Medscape Psychiatry,97th Meeting of the American Psychopathological Association,"Does immigration affect psychopathology? Under stress, who reacts with steeling vs sensitization? Gender differences in aggression narrow with age while internalization widens."
  January 2009 ,Medscape Pediatrics,Breast-Feeding and Smoking,A study published in Ambulatory Pediatrics looked at the interplay between the desire to breast-feed and the desire to smoke.
  January 2009 ,Medscape General Surgery,Are US Trauma Centers Screening All Patients for Alcohol Status?,"Commentary on a study on the current status of alcohol screening and intervention programs at trauma centers in the US, published November 2008 in the Journal of the American College of Surgeons."
  January 2009 ,Medscape General Surgery,Does Smoking Cessation Affect the Frequency of Postoperative Complications?,"Commentary on a study on the effects of perioperative smoking cessation on postoperative results, published November 2008 in the Annals of Surgery."
  January 2009 ,Medscape Nurses,"Nurses Journal Scan, December 2008","Don't miss recent literature summaries on homeless youth, alternatives to litigation, and an update on the new world of nanotechnology."
  December 2008 ,The Medscape Journal of Medicine,"Reader Responds to ""Seven Pharmacotherapies Do Promote Smoking Abstinence""",A reader discusses the need to systematically study human health hazards of nonconventional methods of using tobacco.
  December 2008 ,Medscape Neurology,Evaluation of State Pain Policy,The Pain and Policies Study Group currently evaluates each state's pain policy on the basis of the principle of balance.
  December 2008 ,Medscape Neurology,Overuse of Opioids,How do you manage a patient who has obvious opioid overuse and dependency yet he or she does not want to stop taking opioids?
  December 2008 ,Medscape Neurology,Opioid Use and Medicaid,Medicaid has systems in place to detect fraud or abuse of medications by people who should not have them.
  December 2008 ,Medscape Neurology,Overuse of the ED for Pain Medications,Hospital-specific guidelines influence pain medication use in the ED.
  October 2008 ,The Medscape Journal of Medicine,Seven Pharmacotherapies Do Promote Smoking Abstinence at 6 and 12 Months,Dr. George Lundberg talks about pharmacotherapies that do promote smoking abstinence.
  October 2008 ,Medscape Cardiology,A Conversation With NYC's Director for CVD Prevention and Control,"In this video commentary, Dr. Black discusses New York City's approach to CVD prevention and control with Sonia Angell, MD, the Director of the City's program."
  October 2008 ,Medscape Oncology,Another Good Reason Not to Smoke,"In this video blog, Dr. Maurie Markman reports on a study suggesting that smoking may potentiate the carcinogenic effect of high-risk HPV infection in women."
  October 2008 ,Medscape Neurology,Is Prescription Drug Abuse Increasing?,Prescription drug abuse is on the rise.
  October 2008 ,Medscape Psychiatry,Highlights of the APA 116th Annual Convention,"APA '08: Learn about coping strategies for midlife, community diversion programs for first-time offenders, and new approaches toward drug dependence."
  September 2008 ,Society of Hospital Medicine,The Ongoing Debate of Beta Blockers for Cocaine Chest Pain,"Until randomized trial data exist, the AHA currently does not recommend giving beta-blockers in patients with cocaine associated chest pain."
  September 2008 ,Medscape Neurology,"An Expert Interview With James A. Inciardi, PhD","Diversion of opioids, defined as the transfer of prescription drugs from a lawful to an unlawful channel of distribution, is discussed."
  August 2008 ,Medscape Emergency Medicine,Cocaine-Associated Chest Pain and Myocardial Infarction,Dr. Amal Mattu reviews the AHA's recent scientific statement regarding the management of cocaine-associated chest pain and myocardial infarction and provides key takeaways for emergency clinicians.
  August 2008 ,Medscape Nurses,Allowing an Intoxicated Patient to Drive,Can you be sued if you allow an intoxicated patient to drive home from an appointment?
  August 2008 ,Medscape Neurology,Laws and Regulations Governing Pain Relief With Opioids,Healthcare practitioners are concerned about prescribing opioids for pain management. This concern has led to a public health problem of uncontrolled pain.
  September 2009 ,Medscape Nurses,Nicotine and Depression,"The relationship is still unclear, but there are ways to help smokers with depression."
  September 2009 ,Medscape HIV/AIDS,An HIV Patient With Substance Abuse,"An initial drug regimen that is simple, well tolerated, and usually effective failed in this patient because of ongoing problems with drug abuse and inadequate social support."
  September 2009 ,Medscape Internal Medicine,Chronic Obstructive Pulmonary Disease,"In this first of a 3-part series of articles, Dr. Staton outlines the clinical patterns of COPD and the steps in diagnosing this debilitating disease."
  August 2009 ,Medscape Family Medicine,Physicians Are Talking About: The Physician-Patient Relationship Up in Smoke,Should smokers have the same right to healthcare as nonsmokers? Medscape Physician Connect members discuss the obligation of doctors to noncompliant patients.
  July 2009 ,Medscape Neurology,Michael Jackson and Chronic Pain,Michael Jackson suffered from chronic pain and an untimely death at age 50.
  July 2009 ,Medscape General Surgery,The Effect of Preoperative Smoking Cessation on Postoperative Complications,"Commentary on a study on whether smoking cessation prior to surgery reduces postoperative complications, published May 2009 in the British Journal of Surgery."
  June 2009 ,Medscape Nurses,Monthly Summaries of Nursing Research,"End-of-life issues for dialysis patients, smoking cessation and depression, reducing STIs, and how organizational factors influence patient satisfaction are the subject of June's nursing research summaries."
  June 2009 ,Medscape General Surgery,A Review of Hidradenitis Suppurativa,"Commentary on a study on the etiologic, pathologic, and therapeutic aspects of hidradenitis suppurativa, published April 2009 in the British Journal of Surgery."
  June 2009 ,Medscape Ob/Gyn,"Hormone Therapy, Smoking, and Lung Cancer","Should menopausal women who smoke not use hormone therapy? In this video blog, Dr. Andrew Kaunitz discusses the results of a presentation from the 2009 American Society of Clinical Oncology meeting."
  May 2009 ,Medscape Neurology,   Pharmacists and Controlled Substances Prescriptions,Pharmacists are responsible to fill valid prescriptions.
  April 2009 ,Medscape Psychiatry,Inhalant Use Disorders Among Delinquent Adolescents,How are inhalant use disorders and antisocial behavior in young adults related to each other?
  April 2009 ,Medscape Neurology,Prescribing Opioids Over the Internet ,Federal law now prohibits online prescribing if there is no patient contact.
  April 2009 ,Medscape Psychiatry,Integrated Treatment of Substance Use Disorders and Comorbid Conditions - A Literature Review,"Although experts favor integrated treatment of substance use disorders and comorbid conditions, there have not been any systematic reviews published until now."
  April 2009 ,Medscape Nephrology,What to Do With Difficult Dialysis Patients?,"In this video blog, Jeffrey Berns, MD, from the University of Pennsylvania School of Medicine, talks about noncompliant, threatening, and abusive patients."
  March 2009 ,Medscape Oncology,Smoking-Related Second Cancers After Cervical Cancer,"Long-term surveillance after treatment for cervical cancer is advised due to a high incidence of smoking-related second cancers, reports Dr. Maurie Markman in this video blog."
  March 2009 ,Medscape Psychiatry,"Psychiatry & Mental Health Viewpoints, February 2009","February 2009 Viewpoints reviews maintenance treatment of adolescent bipolar disorder, children with developmental disabilities, and a decrease in adolescent cannabis use."
  March 2009 ,Medscape Neurology,"Part I of an Expert Interview With Steven Passik, PhD","Concerns regarding opioid abuse have hindered availability of effective new agents for pain relief, and clinicians need to help patients optimize function, given whatever level of pain control they achieve."
  March 2009 ,Medscape Pharmacists,Does Cigarette Smoking Require Warfarin Dosing Adjustments?,Limited information is available regarding the effect of cigarette smoking on warfarin requirements.
  January 2009 ,Medscape Neurology,Laws to Protect Physicians Who Refuse to Treat Pain,"With emphasis on customer satisfaction in healthcare, providers may worry about not issuing or honoring a controlled substance prescription when they question the patient's need for the drugs."
  November 2008 ,American Academy of Emergency Medicine,Bring on the Pain: A New Tool to Combat Drug Seeking in the ED,"Dr. Michael Pulia discusses his experience with the Prescription Monitoring Program, a database being utilized in some states to prevent treating patients that enter the ED with drug-seeking behavior."
  March 2010 ,Medscape Neurology,"Medical Marijuana: Efficacy, Safety, and Potential for Misuse",Dr. Lynn Webster discusses the therapeutic role of marijuana and synthetic THC compounds.
  March 2010 ,Medscape Neurology,Preventing Narcotic Misuse,"Dr. Lynn Webster discusses the need for better collaboration among prescribers, pharmacies, and law enforcement to curb the misuse of narcotics."
  March 2010 ,Medscape Pediatrics,The Effects of Tobacco on the Fetal Brain,More data with which to convince pregnant women to stop smoking.
  March 2010 ,Medscape Family Medicine,Cases in CAM: Milk Thistle for the Liver -- Any Evidence?,A balanced summary of the evidence regarding silymarin (milk thistle) for treatment of liver disease and skin conditions.
  February 2010 ,Medscape Pharmacists,How Is Zolpidem Dependence Managed?,"Zolpidem use can result in abuse, dependence, and withdrawal, often necessitating medical intervention."
  February 2010 ,Medscape Family Medicine,Physicians Are Talking About:  Selective Serotonin Reuptake Inhibitors and the Choice to Numb Out,"Results of a recent study show that some patients experience ""blunted"" emotions when taking SSRIs. Medscape Physician Connect members discuss their experiences -- both professional and personal."
  February 2010 ,Medscape Cardiology,We Quit Smoking and Got Fat. So How Long Will Americans Live?,"Henry Black, MD, reports on a NEJM study that looks at trends in life expectancy and asks whether the negative effects of obesity will outweigh the positive effects of smoking cessation.   "
  January 2010 ,Medscape Psychiatry,Web-based Screening and Intervention Program May Reduce Drinking in University Students,"In this Medscape Psychiatry Minute, Dr. Peter Yellowlees talks about how a Web-based screening and intervention program reduces drinking in university students and could be implemented widely."
  January 2010 ,Medscape Internal Medicine,What Should We Do About Medical Marijuana?,"In Dr. Sandra Fryhofer's column, ""Staying Well,"" she discusses the challenging issues surrounding medical marijuana from the point of view of a professional and a mother."
  January 2010 ,Medscape Gastroenterology,Alcoholic Liver Disease,Don't miss this succinct review of the diagnosis and management of alcoholic liver disease.
  December 2009 ,Medscape Neurology,War on Drugs,Doctors who prescribe opioids are targets of discipline and investigation.
  December 2009 ,Medscape Public Health,Teen Prescription and Over-the-Counter Drug Abuse,"Read this eye-opening article about generation Rx, and check your medicine cabinet."
  November 2009 ,Medscape Internal Medicine,Physician Impairment due to Substance Use Disorders,A family physician starts self-prescribing narcotics abuse after a bike accident.
  November 2009 ,Medscape Internal Medicine,Part 2: The Case of the Emergency Room Physician Who Burned Out: Diagnosing and Treating His Substance Abuse,"In part 2 of the new series on the Impaired Physician, substance abuse develops in Dr. X. Is it now time to turn him in?"
  November 2009 ,Medscape Internal Medicine,"Part 1: The Case of the Emergency Department Physician Who Burned Out: Risk Factors, Impact, and Early Interventions","In part 1 of the new series on The Impaired Physician, Dr. X shows signs of burnout that put his personal and professional life at risk. Would you turn him in?"
  November 2009 ,Medscape Neurology,Opioid Contracts in Primary Care,Opioid contracts are not prevalent in primary care.
  November 2009 ,Medscape Internal Medicine,Use of Methadone in Chronic Pain Management--A Video Lecture from CSAT/SAMHSA,"An important video lecture on prescribing methadone for chronic pain, from the Center for Substance Abuse Treatment, Substance Abuse and Mental Health Services Administration"
  October 2009 ,Medscape Neurology,Chronic Pain in Primary Care,Primary care physicians are reluctant to prescribe opioids.
  July 2010 ,Medscape Neurology,Prescription Monitoring Programs: Do They Work?,How well do prescription monitoring programs detect and solve doctor shopping for prescription pain medication?
  July 2010 ,Medscape Public Health,A Tough One to Chew On: Smokeless Tobacco and Teens,Learn about all of the trendy -- and dangerous -- forms of smokeless tobacco that are tempting our teens.
  June 2010 ,Medscape Emergency Medicine,How Do Emergency Physicians Respond to Statewide Prescription Monitoring Data?,PMP systems can help emergency physicians differentiate between chronic pain and substance abuse disorders.
