Date,Source,Headlines,Teaser
  May 2008 ,Medscape Psychiatry,AHA Recommendations on Cardiovascular Monitoring in ADHD and Heart Disease,"The AHA has recommended ECGs for children/adolescents being considered for, and in some cases, already receiving, stimulant agents for ADHD. What are the clinical implications of this recommendation?"
  April 2008 ,The Medscape Journal of Medicine,"""Jake Leg,"" Other Poisonings, Physicians as Canaries, and the FDA","Emily Friedman, an independent health policy and ethics analyst, reminds us why doctors must be ""canaries"" and the FDA must act."
  April 2008 ,The Medscape Journal of Medicine,Drug Safety Relies on YOU to Find and Report Adverse Reactions,"Judith K. Jones, MD, PhD, President & CEO, The Degge Group, Ltd., Arlington, Virginia, explains why and how to report adverse drug events."
  March 2008 ,The Medscape Journal of Medicine,"Part 3: A Reader Responds to ""Integrative Medicine""",A reader writes favorably about the integration of Eastern and Western medicine.
  March 2008 ,The Medscape Journal of Medicine,"Part 2: Reader's and Authors' Responses to ""Integrative Medicine""",A reader and the authors discuss complementary and alternative medicine.
  March 2008 ,Medscape Rheumatology,Early Rheumatoid Arthritis: The Potential Role for Biologic Therapy,"Three key questions concerning the use of biologic therapy in early rheumatoid arthritis are presented and discussed by Arthur Kavanaugh, MD."
  February 2008 ,Medscape Rheumatology,Probenecid for Gout: A Personal View,"Arthur Kavanaugh, MD, presents his personal view on the use of probenecid for the treatment of gout."
  January 2008 ,Medscape Pharmacists,Should Patients With Asthma Receive Beta-Blockers for Heart Problems?,"Given the risk for bronchospasm associated with beta-blockers, should patients with asthma be taking these medications?"
  January 2008 ,The Medscape Journal of Medicine,"Readers Respond to ""Integrative Medicine: Sorting Fact From Fiction""",Two readers further discuss the issue of integrative medicine.
  January 2008 ,Medscape Pharmacists,Do Antihistamines Relieve Drug-Induced Bone Pain?,Anecdotal reports suggest that nonsedating antihistamines ease bone pain associated with granulocyte colony-stimulating factor drugs. Does evidence support this practice?
  January 2008 ,The Medscape Journal of Medicine,Pharmacologic Treatment of ADHD: Driving Patients to Successful Outcomes,"More accurate diagnosis of ADHD and the development of new formulations of proven drugs, plus a new class of drugs, are transforming the clinical picture of ADHD in the United States."
  December 2007 ,Medscape Pharmacists,Are Duloxetine's Side Effects Dose Related?,"A patient with depression and fibromyalgia pain experiences sleepiness, fatigue, and dizziness after her dosage of duloxetine is increased to 120 mg. Is this because of the higher dosage?"
  February 2009 ,Medscape Cardiology,Life-Threatening Condition (III),What life-threatening condition does this ECG tracing indicate?
  February 2009 ,Medscape Pharmacists,Does Folic Acid Reduce the Toxicity of Methotrexate?,"When used to treat rheumatoid arthritis, low-dose methotrexate may cause adverse effects related to folate antagonism and/or folate deficiency."
  February 2009 ,Medscape Diabetes & Endocrinology,Rosiglitazone vs Pioglitazone: Cardiac Risk or Benefit?,Did this study answer the unresolved questions about rosiglitazone's safety?
  February 2009 ,Medscape Ob/Gyn,IUDs: Trumping Myths With Evidence,"Why aren't more women in the United States using IUDs as a contraceptive method? In this video blog, Dr. Andrew Kaunitz clarifies the areas of confusion that have prevented wider use of IUDs."
  January 2009 ,Medscape Pharmacists,What Can Be Done to Prevent Moxifloxacin-Induced Anxiety?,"Moxifloxacin is known to be anxiogenic, but how common is this side effect?"
  January 2009 ,Medscape Pharmacists,When Is Skin Testing for Penicillin Allergy Indicated?,"Many patients report penicillin allergies, but who is really allergic, and who needs skin testing?"
  January 2009 ,Medscape Ob/Gyn,Which Menopausal Progestational Agent Is Safest?,"In this video blog, Dr. Andrew Kaunitz discusses use of combination hormone therapy in menopausal women as well as which progestin may pose less risk for breast cancer."
  January 2009 ,Medscape Pharmacists,Preservative-Containing Drugs and the Central Nervous System,Serious adverse reactions may occur if medications that contain preservatives are inadvertently administered into the central nervous system.
  January 2009 ,Medscape Neurology,Current and Emerging Adjunctive Antiepileptic Therapies,The 62nd Annual Meeting of the American Epilepsy Society included presentations of prospective and retrospective clinical data on monotherapy and adjunctive therapy for epilepsy.
  January 2009 ,The Medscape Journal of Medicine,Clear Cell Adenocarcinoma of the Ovary Related to In Utero DES Exposure,This report describes the first clinical case of clear cell adenocarcinoma of the ovary linked to early diethylstilbestrol exposure in utero.
  January 2009 ,Medscape Ob/Gyn,Kaunitz on Women's Health-Safer Approach to Prescribing Menopausal Estrogen,Dr. Andrew Kaunitz discusses the safest treatment options for vasomotor symptoms during menopause in this video blog.
  January 2009 ,Medscape Family Medicine,Efforts to Reduce Unnecessary Antibiotic Prescribing: Are They Worth It?,This Best Evidence Review weighs in on a study from the journal Medical Care on interventions to reduce unnecessary antibiotic prescribing.
  December 2008 ,Medscape Psychiatry,Antipsychotics and Akathisia,Dr. Nathan E. Lavid discusses the likelihood that certain antipsychotic medication induces akathisia.
  December 2008 ,The Medscape Journal of Medicine,Esomeprazole Prevents Aspirin-Induced Ulcers,George Lundberg discusses how esomeprazole prevents aspirin-induced ulcers.
  December 2008 ,Medscape Nurses,"Contraindications, Intramuscular to Subcutaneous Depo-Provera",What should I consider before switching adolescent girls from IM Depo-Provera to the new subcutaneous preparation?
  November 2008 ,The Medscape Journal of Medicine,Drug Interactions in Patient Causes Simvastatin-Induced Rhabdomyolysis,This case report describes a patient with a 12-year history of simvastatin use who presented with rhabdomyolysis.
  November 2008 ,The North American Menopause Society (NAMS),Lower Risk for Gallbladder Disease With Transdermal Hormone Therapy,Oral hormone therapy increases women's risk of gallbladder hospitalizations and procedures. What are the risks and benefits of transdermal hormone therapy?
  October 2008 ,Medscape Pulmonary Medicine,Inhaled Anticholinergics in Patients With COPD,Dr. Andrew Shorr discusses recent studies from JAMA and NEJM that focus on inhaled anticholinergics used in the treatment of COPD.
  August 2008 ,Medscape General Surgery,Adverse Events in the Hospital Setting: How Safe Is Your Operating Room?,"Commentary on a study on in-hospital adverse events, published June 2008 in Quality and Safety in Health Care."
  October 2009 ,Medscape Psychiatry,The Gospel on Antipsychotic Drugs According to CATIE,Dr. Lieberman discusses the efficacy of antipsychotic drugs in patients with schizophrenia in his latest video blog.
  September 2009 ,Medscape Psychiatry,Olanzapine may be an Effective Long-term Treatment for Bipolar Disorder,Dr. Peter Yellowlees reviews a study examining the efficacy and safety of olanzapine in the long-term treatment of patients with bipolar disorder.
  September 2009 ,Medscape Gastroenterology,Postoperative Prevention of Crohn's Disease,"In his latest video blog, David A. Johnson, MD, explores the use of the purine analogs AZA and 6MP in the prevention of postoperative recurrence in Crohn’s disease. Are they safe and effective?"
  September 2009 ,Medscape Pharmacists,Does Coenzyme Q10 Relieve Statin-Induced Myopathy?,Does coenzyme Q10 alleviate muscle tenderness or spasm associated with statin therapy?
  September 2009 ,Medscape Diabetes & Endocrinology,ADA 2009: Retracting Fears Over Glitazone Risks,"In this video blog, Dr. Arthur Vinik highlights research from this year’s American Diabetes Association meeting which allayed concerns about cardiovascular risks associated with glitazone therapy."
  September 2009 ,Medscape Pulmonary Medicine,Current Concepts in Intensive Care Unit Sedation,"A structured approach to sedation has been shown to reduce complications, ICU stay, and overall healthcare costs, but achieving a balance between adequate sedation and toxicity can be complex."
  September 2009 ,Medscape Genomic Medicine,Genetic Variant Predicts Risk for Radiation Pneumonitis in NSCLC,Dr. Maurie Markman comments on a study published in the JCO describing the use of a TGF-beta1 gene variant to predict the risk for radiation pneumonitis in patients with NSCLC.
  August 2009 ,Medscape Oncology,How Safe Is the HPV Vaccine?,Dr. Maurie Markman highlights the results of a surveillance study on the safety of the HPV vaccine in his latest video blog.
  August 2009 ,Medscape Ob/Gyn,Quadrivalent HPV Vaccine: Not Just for Younger Women,Should quadrivalent HPV vaccine be used in older women up to their mid-forties? Dr. Andrew Kaunitz discusses the latest research results and potential adverse effects in this video blog.
  August 2009 ,Medscape Radiology,Are Radiologists Knowledgeable About the Management of Severe Contrast Material-Induced Allergic Reactions?,Commentary on a study of radiologists' level of knowledge regarding the use of epinephrine in the acute management of severe contrast material-induced allergic reactions.
  July 2009 ,Medscape HIV/AIDS,The Best Time to Start Treatment in HIV,"In this video blog, Paul E. Sax, MD reviews 2 new papers that offer practical, clinical guidance on the always relevant question -- when to start treatment in HIV."
  July 2009 ,Medscape Diabetes & Endocrinology,Can We Now Dismiss Concerns Over Rosiglitazone?,"The RECORD study suggests that this agent may be safer than previously thought for glycemic control in diabetes, but clinicians must continue to weigh the risks and benefits."
  July 2009 ,Medscape HIV/AIDS,Management of Long-Term HIV in a Patient Allergic to NNRTIs and Sulfa,"This very treatment-experienced HIV patient should have had long-term virologic suppression with 2 new classes of drugs, but response was only short term. Andrew R. Zolopa, MD, offers guidance on this complicated case."
  July 2009 ,Medscape Pulmonary Medicine,Corticosteroids in the Treatment of Sepsis and Septic Shock,"In this video blog, Dr. Andy Shorr addresses the risks and benefits and influence of dose and duration of corticosteroids in the treatment of severe sepsis and septic shock."
  July 2009 ,Medscape Diabetes & Endocrinology,What Should We Tell Patients About Insulin Glargine?,"Some patients with diabetes are panicking about reports that insulin glargine (Lantus®) may be associated with an increased risk for cancer. In this video blog, Dr. Anne Peters discusses how clinicians can best address those concerns."
  July 2009 ,Medscape Diabetes & Endocrinology,On the RECORD: Rosiglitazone Safer Than Previously Thought,": In this video blog, Dr. Anne Peters discusses findings of the RECORD trial, which compared the cardiovascular risks for rosiglitazone with a combination of metformin and sulfonylureas."
  April 2009 ,Medscape Rheumatology,How Should Dry Mouth Be Treated?,"When dry mouth (xerostomia) is a patient's only symptom and the patient doesn't have associated disease, should a medication be prescribed?"
  April 2009 ,Medscape Pharmacists,Can Bladder Anticholinergics Be Used Long-Term?,"Bladder anticholinergics are first-line therapy for urge urinary incontinence, but their side effects may prompt some patients to discontinue therapy."
  March 2009 ,Medscape Cardiology,ACE Inhibitors and Angiodema -- Veterans Affairs Database,Dr. Henry Black says that not all critical information comes from clinical trials. He cites a VA study on angioedema -- the only side effect from an antihypertensive that can be fatal with one pill
  March 2009 ,Medscape Pharmacists,How Does Mirtazapine Induce Weight Gain?,"This antidepressant is associated with weight gain in patients who take it, but what is the mechanism of action, and can the weight gain be avoided?"
  February 2010 ,Medscape Family Medicine,Ibuprofen or Acetaminophen With Codeine -- Which Is Better in Children?,"Pain management in children has seriously lagged behind that of adults, but we are getting there, one study at a time."
  February 2010 ,Medscape Pediatrics,Response to Influenza A (H1N1) Vaccine by Age,"A single microgram dose of vaccine without adjuvant produces an adequate immune response in some, but not all, age groups."
  February 2010 ,Medscape Cardiology,Naproxcinod -- Does This New Drug Mean That Safe Pain Relief Is at Hand?,"Henry Black, MD, adds his knowledge to the results of a study comparing naproxcinod to naproxen and whether it means that we will finally be able to relieve chronic pain safely."
  February 2010 ,Medscape Gastroenterology,Aspirin Use and GI Ulcer Bleeding: Harming or Helping Patients?,"In this video blog, David A. Johnson, MD, discusses a recent study that compared the effects of aspirin continuance vs withdrawal on patients with acute upper GI ulcer bleeding."
  January 2010 ,Medscape Oncology,Low-Dose Aspirin: When Does the Benefit Outweigh the Risks?,"Should aspirin use be discontinued in patients who develop peptic ulcer bleeding? In this video blog, Dr. Maurie Markman reviews a study that assesses the benefits and risks impacting that decision."
  January 2010 ,Medscape Infectious Diseases,"2009-2010 H1N1: What's New This Week -- January 25, 2010","Pandemic H1N1 is winding down. John Bartlett, MD, comments on new data and the past week's H1N1 news and provides guidance to practicing clinicians."
  January 2010 ,Medscape Pharmacists,What Is the Difference Between Zometa® and Reclast®?,Clinicians wonder why multiple zoledronic acid products are available.
  January 2010 ,Medscape Ophthalmology,Retinal Vein Occlusions: Could Recent Developments Be Practice-Changing?,"In this video blog, David M. Brown, MD, provides a commentary about retinal vein occlusion treatment, focusing on recent clinical trial data as well as newly approved drug devices."
  January 2010 ,Medscape Neurology,A 65-Year-Old Woman With Possible Seizures,Test your knowledge with this imaging case challenge of a 65-year-old woman seeking a second opinion for possible seizures.
  January 2010 ,Medscape Infectious Diseases,"2009-2010 H1N1: What's New This Week -- January 11, 2010","As pandemic influenza wanes, we are learning more about it. John Bartlett, MD, comments on new data and the past week's H1N1 news and provides guidance to practicing clinicians."
  January 2010 ,Medscape Infectious Diseases,"2009-2010 H1N1: What's New This Week -- January 4, 2010","As experts try to predict what influenza will do in the new year, John Bartlett, MD, comments on new data and the past week's H1N1 news and provides guidance to practicing clinicians."
  December 2009 ,Medscape Business of Medicine,Malpractice Dangers for Psychiatrists,"Psychiatrists face many malpractice risks, including patient suicide, relations with patients, duty to warn, and medication side effects."
  December 2009 ,Medscape Infectious Diseases,"2009 H1N1: What's New This Week -- December 14, 2009","Although H1N1 is waning, John Bartlett comments on the past week's H1N1 news and provides guidance to practicing clinicians."
  December 2009 ,Medscape Infectious Diseases,"2009 H1N1: What's New This Week -- December 7, 2009",John Bartlett comments on the past week's H1N1 news and provides guidance to practicing clinicians.
  December 2009 ,Medscape Infectious Diseases,"2009 H1N1: What's New This Week -- December 1, 2009",John Bartlett comments on the past week's H1N1 news and provides guidance to practicing clinicians.
  November 2009 ,Medscape Ob/Gyn,Triggering With Gonadotropin-Releasing Hormone Agonist in Hyperresponders,"A commentary on the benefits and risks of triggering ovulation with GnRHa in hyperresponding patients, published October 2009 in Human Reproduction."
  October 2009 ,Medscape Pulmonary Medicine,Pneumonia Risk in COPD Patients With Corticosteroids? ,"In this video blog, Andy Shorr, MD discusses a recent article in Lancet by Sin and colleagues on the risk for pneumonia in conjunction with corticosteroid use by patients with COPD."
  October 2009 ,Medscape Ob/Gyn,Using SERMs to Prevent Breast Cancer,What are the benefits and risks of SERMs in the primary prevention of invasive breast cancer in high-risk women? Dr. Andrew Kaunitz discusses the results of a systematic review in this video blog.
  October 2009 ,Medscape Pharmacists,FDA Watching 19 Drugs for Safety Risks,Safety reports issued by the Food and Drug Administration can alert clinicians to potential safety issues.
  October 2009 ,Medscape Pharmacists,What Risk Factors Are Associated With Antithyroid Drug-Induced Agranulocytosis?,"Although rare, agranulocytosis associated with propylthiouracil and methimazole may be related to patient factors and drug dosing."
  June 2010 ,Medscape Pharmacists,How Is Opiate-Induced Constipation in Children Treated?,Pediatric patients requiring opiates are at risk for constipation. What can clinicians do to manage this often-serious condition?
  June 2010 ,Medscape Family Medicine,Finally -- Effective Oral Treatments for Multiple Sclerosis?,"This review covers the recent findings on fingolimod and cladribine, which may ease some of the challenges that patients face with multiple sclerosis therapies."
  May 2010 ,Medscape Pharmacists,Why Do Beta-Lactams Cause Rashes?,"What causes rashes associated with beta-lactam use? Are all rashes ""allergic"" in nature?"
  April 2010 ,Medscape Psychiatry,Tardive Dyskinesia: A Problem That Has Not Gone Away,Dr. Leslie Citrome discusses a new study comparing the rate of TD between atypical and typical antipsychotics.
  April 2010 ,Medscape Gastroenterology,Mixing Antiplatelet Agents and Proton-Pump Inhibitors,"Antiplatelet therapy and PPI use ""mayhem"" -- reassurance for clopidogrel, but is aspirin the new fly in the ointment?"
  April 2010 ,Medscape Pharmacists,Why Must Doxil® Be Administered by IV Infusion?,A clinician wonders why doxorubicin can be given by IV push while Doxil® cannot.
  March 2010 ,Medscape Pharmacists,How Does Levalbuterol (Xopenex®) Compare With Albuterol?,"Does levalbuterol, the active enantiomer of albuterol, have any advantages over albuterol in treating respiratory conditions?"
  March 2010 ,Medscape Gastroenterology,Clopidogrel and Proton-Pump Inhibitors: News on the Noise,"The debate continues about whether the concurrent use of clopidogrel and PPIs is helpful or harmful. David A. Johnson, MD, discusses a provocative new study on the issue in his video commentary."
  March 2010 ,Medscape HIV/AIDS,A Trial of Vicriviroc in Treatment-Experienced HIV-Positive Patients,"Paul E. Sax, MD, describes research presented at CROI 2010 looking at the use of vicriviroc in treatment-experienced patients with endpoints of viral suppression, safety, and efficacy."
  March 2010 ,Medscape Oncology,Best Evidence Interview: Use of Some SSRIs With Tamoxifen Increases Mortality in Breast Cancer Patients,"This best evidence interview with Catherine Kelly, MD, discusses a highly rated study on the potentially dangerous interaction between SSRIs and tamoxifen in cancer patients."
  March 2010 ,Medscape Public Health,Medications as Modifiable Contributors to Weight Gain,Could your patients' medications be reducing their success at weight management? Find out in this comprehensive review.
  March 2010 ,Medscape Psychiatry,Antipsychotic Use in Youth,The use of antipsychotics in young patients is on the rise. Dr. Christoph Correll explores this controversial issue and reviews the efficacy and safety of antipsychotics in children and adolescents.
  March 2010 ,Medscape Family Medicine,Amitriptyline vs Pregabalin for Painful Diabetic Neuropathy,Dr Charles P. Vega discusses new research comparing amitriptyline with pregabalin for painful diabetic neuropathy.
  March 2010 ,Medscape HIV/AIDS,Once-Daily vs Twice-Daily Darunavir/Ritonavir (DRV/r): A Comparison,"Paul E. Sax, MD, reviews a paper presented at CROI 2010 that evaluated once-daily vs twice-daily DRV/r in treatment-experienced HIV-positive patients. Which worked best?"
  March 2010 ,Medscape Psychiatry,Ziprasidone vs Other Atypical Antipsychotics for Schizophrenia,Dr. Peter Yellowlees talks about the comparative efficacy and tolerability of ziprasidone compared with 5 other atypical antipsychotic agents.
  March 2010 ,Medscape Pharmacists,Should Omeprazole or Clopidogrel Be Substituted When Given Concomitantly?,"An ""Ask the Expert"" panelist answers readers' questions about the interaction between clopidogrel and PPIs."
  March 2010 ,Medscape Diabetes & Endocrinology,Hyperthyroidism: What Is New Regarding Treatment and the Use of Antithyroid Agents?,You won't want to miss this discussion of the pros and cons of antithyroid drugs.
  February 2010 ,Medscape Pediatrics,Treating Irritability in Children and Adolescents With Autism,Valuable randomized trial data for physicians and families who are considering placing an autistic child on aripiprazole.
  February 2010 ,Medscape Family Medicine,Physicians Are Talking About:  Selective Serotonin Reuptake Inhibitors and the Choice to Numb Out,"Results of a recent study show that some patients experience ""blunted"" emotions when taking SSRIs. Medscape Physician Connect members discuss their experiences -- both professional and personal."
  February 2010 ,Medscape Diabetes & Endocrinology,Are Oral Antidiabetics Associated With Different Adverse Outcomes?,"Common oral therapies for diabetes may be associated with different rates of MI, CHF, and all-cause mortality."
  August 2010 ,Medscape Pediatrics,Ethosuximide for Children With Epilepsy: Winning the Test of Time,This excellent study compared the older drug ethosuximide with valproic acid and lamotrigine. The results surprised even the investigators.
  August 2010 ,Medscape Gastroenterology,Proton Pump Inhibitor Use and Clostridium difficile Infections,Does an increased risk for C difficile infection warrant abandoning PPI therapy?
  August 2010 ,Medscape Cardiology,An Interesting Year for FDA Watchers -- What Should They Do Next About Rosiglitzone? ,"Henry Black, MD, reviews the rosiglitazone saga and asks how can we make decisions about this drug when we don't have the information?"
  August 2010 ,Medscape Pediatrics,A 10-Year-Old Boy With Acute Postoperative Pain: Opioid Prescribing,"In this case-based approach, the authors lay out the steps for assessing and managing acute pain in a young child."
  August 2010 ,Medscape Pharmacists,Can Vancomycin Be Used Effectively Without Risk for Nephrotoxicity?,New guidelines from the IDSA have prompted more aggressive dosing of vancomycin. But with the higher doses come increased concerns of adverse events.
  August 2010 ,Medscape Business of Medicine,"For ""Junk Science"" Read: ""I Don't Like the Results"" -- A Statistical Take on the ARBs and Cancer Study","Andrew Vickers, MD, uses his statistical knowledge to weigh in on the controversy over the study linking angiotensin-receptor blockers and cancer."
  August 2010 ,Medscape Pharmacists,Can the Duration of Aromatase Inhibitor Therapy Exceed 5 Years?,Does extended-duration aromatase inhibitor therapy provide additional benefits in preventing breast cancer recurrence?
  August 2010 ,Medscape HIV/AIDS,AIDS 2010: Comparing an Investigational NNRTI With Efavirenz,"Paul E. Sax, MD provides a review of a highly anticipated study at AIDS 2010. Learn about the efficacy and tolerability of the investigational NNRT rilpivirine (TMC-278) as compared with efavirenz."
  August 2010 ,Medscape Med Students,Student-Led Movement Tackles Medical Errors,"Students are not just discussing the errors that can harm our patients, they're organizing a social movement about preventing them."
  August 2010 ,Medscape HIV/AIDS,"Heterosexual HIV Transmission, Risk for MI From HAART",John Bartlett selects and reviews the top infectious disease and HIV articles published this month.
  August 2010 ,Medscape Dermatology,Hypervitaminosis A and Bone Fractures,"Hypervitaminosis A might not cause bone fractures, but the evidence on toxicity is far from complete."
  August 2010 ,Medscape Family Medicine,"Best Evidence Review: Muscle Cramps -- Painful, Common, and Neglected","Is quinine safe for leg cramps? If not, does anything work?"
  July 2010 ,Medscape Emergency Medicine,Treating the Intense Pain of Renal Colic,This is the first reported clinical trial of intravenous acetaminophen either in renal colic or in the ED.
  July 2010 ,Medscape Rheumatology,DHEA Treatment for Fatigue in SLE?,Dr. Kevin Deane discusses a recent study assessing the efficacy of dehydroepiandrosterone in treating fatigue associated with lupus.
  July 2010 ,Medscape Pharmacists,Avoiding Respiratory Depression With Opiate Use,When should clinicians be concerned about respiratory depression in patients already receiving opioids?
  July 2010 ,Medscape Diabetes & Endocrinology,"TZDs: Managing Fracture Risk -- In Men, Too",Dr. Anne Peters discusses ways to address the fracture risk associated with thiazolidinediones that are used to treat diabetes.
  June 2010 ,Medscape Neurology,Valproic Acid During Pregnancy: Risk for Congenital Malformations,Dr. Laurie Barclay discusses a new study investigating the risk for congenital malformations in children of mothers exposed to valproic acid during the first trimester of pregnancy.
  June 2010 ,Medscape Family Medicine,Antibiotic Uses and Challenges -- A Comprehensive Review From NRCWF,This important in-depth review from National Research Center for Women & Families is intended to help physicians prescribe appropriate antibiotics for patients with specific conditions.
  June 2010 ,Medscape Neurology,Do Antiepileptic Drugs Lead to Suicide?,Should clinicians be concerned about reports of increased risk for suicidality in patients being treated for epilepsy?
  June 2010 ,Medscape Psychiatry,Can Aripiprazole Help Patients on Clozapine Lose Weight?,Dr. Leslie Citrome discusses a new study investigating the affects of adjunctive aripiprazole on body weight in patients with schizophrenia.
  November 2010 ,Medscape Ob/Gyn,Recent Reports on Estrogen and Lung Cancer: What Are the Latest Data?,Two recent reports assessed use of hormone therapy on lung cancer outcomes in postmenopausal women. Dr. JoAnn Manson discusses implications of the findings and how they might influence counseling.
  November 2010 ,Medscape Nephrology,Use of ARBs Needs to Be Balanced Against Risk for New Cancer,Dr. Lynda Szczech comments on a meta-analysis indicating that use of angiotensin-receptor blockers is associated with an increased risk for lung and prostate cancer.
