Date,Source,Headlines,Teaser
" May, 2002 ",Medscape Medical News,Manual Therapy Best Alternative Treatment for Neck Pain Relief,"In a randomized trial, manual therapy was better than physical therapy or general practitioner care."
" May, 2002 ",Medscape Medical News,Heat Better Than OTC Medications for Low-Back Pain,Effect lasts 2 days after the continuous heat-wrap treatment.
" May, 2002 ",Medscape Medical News,'Pain Relief Ball' Cuts Opioid Use After Gynecologic Surgery,It may be the new standard of care for postoperative pain control.
" May, 2002 ",Medscape Medical News,Intradiscal Electrothermal Therapy Benefits Low Back Pain,The therapy is an effective alternative to spinal fusion or chronic pain management.
" May, 2002 ",Medscape Medical News,CT Scan Catches Life-Threatening Problems in Patients With...,All 7 of the patients who died in the study did not receive an early CT scan.
" June, 2002 ",Southern Medical Journal,Sports Medicine Approach to Low Back Pain,Is bed rest an effective therapy for low back pain?
" July, 2002 ",Medscape Medical News,Aerobic Exercise Reduces Fibromyalgia Symptoms,It was observed to be better than relaxation/flexibility training.
" July, 2002 ",Medscape Medical News,Patient-Controlled Analgesia Linked to GI Surgical Infections,"Infection rate was higher with the pump, but a causal relationship was not established."
" July, 2002 ",Medscape Nurses,Monthly Summaries of Nursing Research,"Review new nursing research on cancer and depression, fibromyalgia, nurse staffing, and much more."
" August, 2002 ",Medscape Medical News,Newborns Need Better Pain Management,Repeated painful stimuli condition infants to anticipatory pain and hyperalgesia.
" August, 2002 ",Medscape Medical News,Epidural Analgesia in Labor Not Linked to Postpartum Back Pain,Function and mobility were similar to those in women given other forms of pain relief.
" September, 2002 ",Medscape Medical News,Dextromethorphan Improves Analgesia After Cancer Surgery,The NMDA receptor antagonist reduces postoperative pain with less sedation and reduced need for morphine.
" September, 2002 ",Medscape Nurses,NINR -- September 2002,"Exercise, exercise! Good for those with HIV, adolescents, and postcardiac patients. New summaries from NINR on exercise and many additional topics."
" October, 2002 ",Medscape Medical News,"Opioids, Tricyclics Helpful in Postherpetic Neuralgia","Patients preferred opioids, but both classes of drugs relieved pain without much impairment of cognitive function."
" October, 2002 ",Medscape Medical News,"Diabetic Neuropathy, Gastropathy Respond to New Treatments","Isosorbide dinitrate spray reduces neuropathic pain and burning, and sildenafil improves gastric emptying."
" October, 2002 ",Medscape Medical News,Pregabalin Improves Pain and Fatigue Symptoms in Patients With Fibromyalgia,Patients treated with pregabalin 450 mg/day showed significant improvement in their endpoint mean pain score and were more likely to experience a 50% reduction in pain from baseline.
" October, 2002 ",Medscape Nurses,Monthly Summaries of Nursing Research,"Menopause, pain management, exercise, family coping, minor brain injury. Read these research summaries, and many more, in this month's report."
" October, 2002 ",Medscape Medical News,Extended-Release Tramadol Reduces Symptoms of Chronic Knee Pain,Filing for FDA approval of the extended-release version of the analgesic is likely take place in mid-2003.
" October, 2002 ",Medscape Neurology,Reports From the 56th Annual Meeting of the AACPDM,"Learn about new therapies for the physical complications of cerebral palsy, what works, and what doesn't."
" October, 2002 ",Medscape Medical News,Implantable Intrathecal Drug Delivery System Fights Cancer Pain,"IDDS controls pain better than comprehensive medical management alone, with less toxicity and increased survival."
" November, 2002 ",Medscape Medical News,"End-of-Life Care: A Newsmaker Interview With Judith R. Peres, MSW","First state-by-state 'report card' gives mostly bad grades on palliative care, as many dying patients and their families suffer needlessly."
" November, 2002 ",Medscape Medical News,"Patient-Controlled Sedation for Colonoscopy Safe, Effective","Compared with standard IV sedation, this technique was as effective and slightly safer."
" November, 2002 ",Medscape Medical News,Morphine Mouthwash Relieves Pain of Oral Mucositis,"Compared with magic mouthwash, it was better at reducing pain and shortening functional impairment with fewer adverse effects."
" November, 2002 ",Medscape Neurology,The Problem of (Managed) Pain,"Decades after the first calls for improved pain management and its subsequent iterations, we are still where we've always been with pain management -- suspicious, impatient, and ineffective."
" December, 2002 ",Medscape Medical News,Radiofrequency Ablation Effective for Pain Associated With Osteolytic...,Fifty of the 62 patients achieved a high degree of pain relief and 45% had complete pain remission during the 6 month follow-up.
" January, 2003 ",Pediatric Nursing,Pain Measurement Tools in African-American Children,African American children have specific preferences for pain intensity tools.
" January, 2003 ",Journal Watch,Sweet Baby James: Oral Glucose Reduces Pain in Newborns,Recent studies show that reducing the pain of procedures in neonates has long-term benefits.
" January, 2003 ",Medscape Med Students,"Letter - Regarding ""Bitter Pills to Swallow""",A psychologist and chronic pain sufferer reacts to a recent story.
" January, 2003 ",Medscape Nurses,Monthly Summaries of Nursing Research,"Cancer, fatigue, pregnancy, pediatrics, osteoporosis, menopause -- read research summaries on all these topics and many more, from the NINR."
" January, 2003 ",Medscape Neurology,"January/February 2003: Pain, Revisited",A previous column on pain management elicited a huge response that promises to be just the beginning of an ongoing discussion.
" January, 2003 ",Medscape Medical News,Duct Ectasia Linked to Mastalgia Severity,"The degree of duct dilation is associated with the intensity of pain, and the site of duct dilation is positively correlated with the site of pain."
" February, 2003 ",Medscape Medical News,New Standard of Care for Painful Bone Metastases,"For palliation, single-fraction radiotherapy was equally efficacious and less expensive than multiple-fraction therapy."
" February, 2003 ",Medscape Medical News,Synvisc and Corticosteroid Injections Equally Effective for Knee OA,But both treatments received a significantly worse response in women compared with men.
" February, 2003 ",Medscape Psychiatry,Conference Report From the Addiction Psychiatry Meeting,Seleted reports from the Addiction Psychiatry Meeting
" February, 2003 ",Medscape Medical News,"Steroid Injections Safe, Effective Long-term in Knee Osteoarthritis","Over two years, this treatment for pain management had no apparent deleterious effects in a randomized, double-blind trial."
" March, 2003 ",Medscape Medical News,Alpha-Lipoic Acid Helpful in Diabetic Neuropathy,This antioxidant rapidly and significantly reduced neuropathic sensory symptoms and pain in a double-blind trial.
" March, 2003 ",Medscape Medical News,Pain is Undertreated in ESRD Patients,"Preliminary data show that one-third of ESRD patients are in ""severe"" pain."
" March, 2003 ",Medscape Medical News,Gabapentin Plus Valacyclovir Effective for Management of Acute Zoster Pain,Researchers report efficacy and tolerability at lower doses of gabapentin than has previously been seen.
" March, 2003 ",Medscape Radiology,Private Practice Decisions: Case III: Right-Sided Abdominal Pain,"Symptoms associated with this perplexing entity include pain, congestive heart failure, persistent gross hematuria, and hypertension. Can you clinch the diagnosis?"
" March, 2003 ",Medscape Medical News,Levorphanol Effective in Neuropathic Pain,"Countering the opinion that neuropathic pain is opioid-resistant, higher doses of this mu agonist are more effective, but the benefit is limited by more adverse effects."
" March, 2003 ",CTisus,"CT Quiz of the Month, March 2003 - Evaluation of Back Pain",The best diagnosis in this patient with back pain is:
" March, 2003 ",Pediatric Nursing,Clinical Validation of FLACC: Preverbal Patient Pain Scale,"Learn about the reliability, validity, and clinical use of a pain scale in preverbal children."
" March, 2003 ",Clinical Drug Investigation™,Pain Management Options for Gynaecomastia,"Gynaecomastia is a benign proliferation of male breast tissue, often accompanied by pain or sensitivity (mastodynia)."
" April, 2003 ",Medscape Medical News,Capsaicin Patch Eases Postherpetic Neuralgia Pain,"A one-hour application reduced the pain by 33% for up to one month, according to a presentation at the American Academy of Neurology 55th annual meeting."
" April, 2003 ",Medscape Medical News,Manual Therapy Best for Neck Pain,Low-velocity passive range of motion technique was both more effective and more cost-effective than traditional physiotherapy or general practitioner care.
" April, 2003 ",Journal of Hospice and Palliative Nursing,Difficulties in Managing Pain at the End of Life,"When caring for a dying patient whose severe pain cannot be relieved, clinicians are faced with a critical clinical challenge."
" April, 2003 ",Medscape Radiology,MEDLINE Abstracts -- Radiology in the Emergency Medicine Setting,"A snapshot of the evolving role of imaging in the emergency medicine setting for a plethora of key clinical applications, ranging from trauma assessment to the evaluation of CNS disorders."
" April, 2003 ",Medscape Radiology,"Krinsky's Case Challenge, Case XII: Episodic Finger Pain",This condition is a common disorder among the operators of hand-held vibrating tools. The interactive video proffered by Dr. Krinsky holds the clue to clinching the diagnosis.
" April, 2003 ",CTisus,Case 8: Foot Pain Assessment,"State-of-the art CT applications for imagers and referring physicians from the teaching files of Elliot Fishman, MD, Johns Hopkins University Medical Center."
" April, 2003 ",Journal of Midwifery & Women's Health,Update on Non-Obstetric Surgical Conditions in Pregnancy,"Because pregnancy often masks abdominal complaints, effectively assessing abdominal pain in pregnant women can be difficult."
" April, 2003 ",Medscape Radiology,"Private Practice Decisions: Case IV: Abdominal Pain, Weight Loss","In this case of a 23-year-old man who reported  symptoms to his primary caregiver that included fatigue  and weight loss, MRI was essential to clinical  management."
" May, 2003 ",Spine,Association of Backpack Use and Back Pain in Adolescents,Recent worldwide attention has focused on the role of backpacks in the development of adolescent nonspecific low back pain.
" May, 2003 ",Spine,Heavy Bags Lead to Back Pain in Children,"In August 1996, the Ministry for Education in Austria decided that schoolbags were not allowed to weigh more than 10% of a child's body weight."
" May, 2003 ",Pediatric Nursing,FLACC Behavioral Pain Assessment Scale,Learn more about assessing pain in infants and young children.
" May, 2003 ",CTisus,Pelvic Pain,The concern of this patient's primary caregiver was that her sudden onset of pelvic pain was a sign of potential malignancy. CT scans were ordered to rule out a serious condition...
" June, 2003 ",Medscape Medical News,Radiographs as Good as MRI for Most Patients With Low Back Pain,"Magnetic resonance imaging increases the cost by increasing the number of spine operations, but the outcomes are the same for both imaging procedures."
" June, 2003 ",Medscape Medical News,Peripheral Neuropathy Underdiagnosed,"Findings point to a need for routine testing, researchers say."
" June, 2003 ",Medscape Medical News,Spinal Manipulation Better Than Sham Therapies for Low Back Pain,"This technique is neither better nor worse than conventional treatments, and massage therapy may be the only manual therapy to lower healthcare costs."
" June, 2003 ",Applied Radiology Online,Pain and Palpable Mass,35 year old male presents with pain and a palpable mass behind his lower leg.
" June, 2003 ",Spine,Physical Impairment Index,"Several studies have confirmed the generally low correlations among pain, disability, work status, and physical impairment in patients with low back pain (LBP)."
" June, 2003 ",Pain Management Nursing,Development and Testing of PATCOA to Assess Pain in Older Adults,"Older patients, especially those experiencing acute confusion, are vulnerable to inadequate pain management. In this group, the traditional practice of relying on self-reported pain assessment instruments may be a barrier to effective practice."
" June, 2003 ",Dermatology Nursing,Assessing Pain in Older Adults,Many older adults have chronic pain. Try these simple and easy-to-administer pain assessment tools that have been tested with the elderly.
" June, 2003 ",CTisus,CT is US: Evaluation of Foot Pain,"In this case from the teaching files of Dr. Elliot Fishman, Johns Hopkins University Medical Center, this patient was referred for imaging because of symptoms of foot pain."
" June, 2003 ",Applied Radiology Online,Back Pain,55 year old presents complaining of back pain.
" July, 2003 ",Spine,Large-Array Surface Electromyography In Low Back Pain,Low back pain affects an estimated 30 million working Americans each year.
" July, 2003 ",Medscape Medical News,Transdermal Ketoprofen Reduces Delayed-Onset Muscle Soreness,"Systemic absorption of this NSAID was minimal in a small controlled trial, with no observed effects on postexercise function or reported adverse reactions."
" July, 2003 ",Southern Medical Journal,Septic Discitis,"Septic discitis is a rare cause of back pain, accounting for less than 0.01% of cases in the primary care setting."
" July, 2003 ",Medscape Medical News,Osteopathic Manipulation No Better Than Sham Therapy for Chronic Back Pain,"In a randomized trial, both osteopathic manipulation and sham manipulation were better than no therapy, but there was no difference between actual therapy and sham therapy."
" July, 2003 ",Spine,Osteopathic Manipulative Treatment for Chronic Low Back Pain,"It is estimated that 15% to 20% of the U.S. population experiences low back pain annually, and that at any given time, 2% of the population is disabled because of back problems."
" August, 2003 ",Nature Medicine,Attacking Pain at Its Source: New Perspectives on Opioids,"The first step in pain treatment is usually pharmacologic, along with cognitive and behavioral approaches in more chronic stages."
" August, 2003 ",Pharmacotherapy,Acetaminophen Intoxication and Length of Treatment,Acetaminophen is one of the most commonly administered analgesic and antipyretic drugs among children and adults worldwide.
" September, 2003 ",Spine,Muscle Relaxants for Nonspecific Low Back Pain,Muscle relaxants are one of the many treatments currently employed in the management of nonspecific low back pain (LBP).
" September, 2003 ",Pain Management Nursing,Evaluation of Web Sites on Management of Pain in Children,Learn about the best web sites for parents of children with pain.
" September, 2003 ",Medscape Medical News,Continuous Combined Hormone Therapy May Control Endometriosis Pain,"A prospective, self-controlled trial showed that long-term continuous oral contraceptive use may be appropriate for women with pain refractory to cyclic therapy."
" September, 2003 ",Medscape Medical News,Magnetized Insoles No Better Than Nonmagnetized for Heel Pain,"In a randomized, double-blind, placebo-controlled study, both groups reported subjective improvements in their symptoms."
" September, 2003 ",Medscape Medical News,Muscle Training No Better Than Relaxation Training for Chronic Neck Pain,A randomized controlled trial of dynamic muscle training and relaxation training showed no significant difference between treatment groups.
" September, 2003 ",Medscape Radiology,MEDLINE Abstracts: Vertebroplasty for Compression Fractures,"This feature postulates a fresh perspective on the role of one of the fastest growing procedures in the interventional radiology arena, vertebroplasty."
" September, 2003 ",Pain Management Nursing,Prevalence of Sleep Disturbance in Adults,Learn how pain and sleep are related and how to assess sleep in the clinical setting.
" October, 2003 ",Medscape Medical News,Electro-Acupuncture Effective for Anesthesia During in Vitro Fertilization,This alternative pain relief method during egg collection is more cost-effective and requires less recovery time than conventional medical anesthesia.
" October, 2003 ",Medscape Medical News,Half of Elderly Patients With Painful Neuropathy Receive Inappropriate Meds,Experts advise physicians to follow recommendations set forth by the American Geriatric Society.
" October, 2003 ",Medscape Medical News,"Laser-Assisted Penetration of Topical Anesthetic Safe, Effective","In a double-blind trial in adults, the Er:YAG laser followed by lidocaine cream significantly reduced the pain of hypodermic needle insertion."
" October, 2003 ",Medscape Transplantation,Postoperative Pain Management in the Addicted Patient?,What are the current recommendations regarding  postoperative pain management in previously addicted  patient?
" October, 2003 ",Medscape Urology,"Pain, Medications, and Impotence","How do you treat ED in patients with reflex sympathetic  dystrophy and who take multiple medications as well  as use electrical stimulation for pain control, but who  fail sildenafil therapy?"
" October, 2003 ",Medscape Radiology,MEDLINE Abstracts: Utility of MRI in Managing Low Back Pain,This feature showcases the latest milestones in the  use of MRI to diagnose and help manage low back  pain.
" October, 2003 ",Medscape Medical News,Teriparatide Reduces Fracture-Related Back Pain Over Long Term,"In addition to less pain, significantly fewer women who had taken teriparatide had new vertebral fractures."
" November, 2003 ",CTisus,Pain in a 30-Year-Old Man,Another entry in the referring physicians' primer to state-of-the art CT scanning in the management of a plethora of disorders....
" November, 2003 ",Medscape Medical News,Perioperative COX-2 Inhibitors Improve Outcome of Knee Replacement Surgery,"In a randomized controlled trial, rofecoxib significantly reduced pain, analgesic use, and sleep disturbances, and increased postoperative range of motion."
" November, 2003 ",Nature Medicine,Breaking the Pain Barrier,"Some of the worst types of pain comes from no defined source, and can flare up in response to normally innocuous stimuli such as brushing of the skin or contact with clothing."
" November, 2003 ",Pain Management Nursing,Accuracy of Emergency Nurses in Assessment of Patients' Pain,Is there a significant difference between patients' and nurses' ratings of pain intensity?
" November, 2003 ",Medscape Medical News,Medium-Firm Mattress May Improve Low-Back Pain,Results of a new study challenge the conventional wisdom that a firm mattress will improve back pain.
" November, 2003 ",Medscape Medical News,"Fire, Extreme Heat Potential Risks in Anesthesia Machines With...",Use of a dessicated carbon dioxide absorbent is linked to fire or extreme heat in the respiratory circuit of anesthesia machines.
" November, 2003 ",Medscape Medical News,Self-Management Helpful for Low Back Pain,"In a randomized trial, group classes, exercise sheet handouts, and telephone follow-up helped inner-city patients manage their pain and improve function."
" November, 2003 ",Medscape Neurology,October/November 2003: Reefer Madness,Is a grandmother with cancer who smokes pot a criminal? What about a talk-show host with an opiate addiction? Pain-relief practices and regulations need reevaluation by the larger medical community.
" December, 2003 ",Pain Management Nursing,The Pain of Childbirth: Perceptions of Culturally Diverse Women,"Understanding the meaning of pain, women's perceptions of pain, and culturally bound pain behaviors is fundamental  for nurses to facilitate satisfying birth experiences."
" December, 2003 ",CTisus,Assessing Back Pain,Do you use CT scanning in your practice in the setting of lower back pain? Access this quiz case to sharpen your imaging expertise....
" December, 2003 ",Wounds,Pain in Pressure Ulcers,"Pressure ulcers are the most frequent types of chronic lesions and continue to represent a great challenge to healthcare workers in Brazil in terms of their prevalence, incidence, prevention, and treatment."
" December, 2003 ",Pediatric Nursing,Pediatric Management Problems,"Karlos is a 6 year-old African American boy with right-sided leg pain, which has been present for several days. What is your assessment?"
" January, 2004 ",Cancer Nursing,Postoperative Arm Massage: Women With Lymph Node Dissection,"Pain relief, comfort, support, relaxation -- a study of the benefits of post-op arm massage."
" January, 2004 ",Seminars in Reproductive Medicine,Aromatase and Endometriosis,Pilot studies have shown that aromatase inhibitors can successfully suppress endometriosis and associated pelvic pain.
" January, 2004 ",Seminars in Reproductive Medicine,Aromatase and Leiomyoma of the Uterus,"This article reviews the important role that aromatase plays in leiomyomas tissue and its growth, while focusing on the its therapeutic implications."
" January, 2004 ",Medscape Nurses,Summaries of Nursing Research,"New research reports focus on CVD risk reduction, chronic pain, managing HIV symptoms, lung cancer, women in prison, and more."
" January, 2004 ",Journal Watch,'The Pain Was Relieved by Nitro': Helpful Information?,Relief with nitroglycerin is thought by some to be characteristic of anginal chest pain. What is the prognostic value of this clinical observation?
" January, 2004 ",Current Medical Research and Opinion,Efficacy of Rofecoxib and Nimesulide in Controlling Pain,"Rofecoxib, the selective cyclo-oxygenase-2 (COX-2) inhibitor or coxib, is a potent, orally active analgesic indicated for the management of acute and chronic pain."
" January, 2004 ",Medscape Medical News,Intrathecal Ziconotide Effective in Treating Pain From Cancer or AIDS,"In a randomized controlled trial, half of patients responded to this therapy compared with 17.5% of the placebo group."
" January, 2004 ",Spine,"Prolotherapy Injections, Saline Injections, and Exercises for","Prolotherapy is a treatment for chronic nonspecific low-back pain that involves a protocol of ligament injections, exercises, and vitamin and mineral supplements."
" February, 2004 ",Medscape Medical News,Mepartricin Helpful in Chronic Pelvic Pain Syndrome,"In a randomized controlled trial, this drug significantly improved symptoms; the effect may be related to the drug's role in decreasing estrogen levels and their concentration in the prostate."
" February, 2004 ",Medscape Medical News,IV Lidocaine Helpful for Mechanical Allodynia,Modality-specific antihyperalgesic effects of this drug suggest that patients with pain from peripheral nerve injury may respond to local anesthetics and other sodium-channel blockers.
" February, 2004 ",Current Medical Research and Opinion,Radiotherapy Plus Either Transdermal Fentanyl or Paracetamol,"Pain is one of the most common and feared symptoms associated with cancer, and can have a substantial impact on patient's activities, interpersonal interactions and overall quality of life."
" February, 2004 ",Medscape HIV/AIDS,"Bartlett HIV/AIDS Review: February 15, 2004","Dr. Bartlett reviews data on liver transplants in HIV-positive persons, viral load and prognosis, cost-effectiveness of PEP for sexual exposure, and intrathecal ziconotide for refractory pain."
" February, 2004 ",Medscape Medical News,Valproic Acid Not Effective for Polyneuropathic Pain,Total pain ratings in the valproic acid and placebo groups at week 4 were similar.
" March, 2004 ",Medscape Medical News,Dexamethasone Offers Short-term Pain Relief in Mononucleosis,"Based on a randomized, double-blind trial, more than one dose may be needed to relieve sore throat pain, but this benefit may not surpass the potential risk."
" March, 2004 ",Pain Management Nursing,Evaluation of the Pain Resource Nurse Role,How does the pain resource nurse role work in pediatric settings?
" March, 2004 ",Current Medical Research and Opinion,Use of Transdermal Fentanyl Without Prior Opioid Stabilization,Pain is the most common symptom of cancer and pain severity usually increases with disease progression.
" March, 2004 ",Medscape Medical News,Celiac Block Reduces Pain of Pancreatic Cancer,"In a randomized trial, this procedure did not improve quality of life or survival."
" March, 2004 ",Medscape Medical News,Transdermal Fentanyl Not as Constipating as Other Long-Duration Opioids,"In a retrospective study, patients receiving this drug had a lower risk of developing constipation compared with those receiving oxycodone CR or morphine CR."
" March, 2004 ",Medscape Medical News,Prosthetic Disc Replacement May Be Better Than Fusion,"At one year, patient satisfaction and range of motion in the prosthetic disc group were significantly higher, but commentators have reservations."
" March, 2004 ",Medscape Medical News,Steroid Injections No Better Than Placebo for Back Pain,A Canadian study showed no difference in outcomes between the two groups at any time on any of the measures.
" March, 2004 ",Medscape Medical News,Transdermal Analgesia Equivalent to IV Morphine,A randomized trial demonstrates that patient-controlled analgesia (PCA) with fentanyl provides postsurgical pain control equivalent to that of a standard intravenous morphine PCA pump regimen.
" March, 2004 ",Medscape Nurses,National Institute of Nursing Research,"Nursing research topics include rating nursing homes, predicting lymphedema, caregivers for people with dementia, bedrest and pregnancy, pain in children with leukemia, and more."
" March, 2004 ",Pain Management Nursing,Coping in Older Adults Experiencing Chronic Pain,Older people appear to be open to diverse pain management options in an effort to feel better.
" April, 2004 ",Journal of Hospice and Palliative Nursing,The Rule of Double Effect and Its Role in Facilitating Good,"What are the practical implications, when we titrate morphine to manage dying patients? symptoms of pain or suffering? Is there ethical justification, when this action also hastens death?"
" April, 2004 ",Pharmacotherapy,Pharmacokinetics and Dose-Proportionality of Oxymorphone,The undertreatment of patients with chronic malignant and nonmalignant pain remains an important clinical issue.
" April, 2004 ",Medscape Neurology,"New Content, New Topics Fill Buckets to Overflowing","So far, 2004 is shaping up to be the ""Year of the Brain"" at Medscape, with quite a few new features joining old favorites."
" April, 2004 ",Medscape Neurology,Advanced Pain Management Techniques,Neurostimulation of the central and peripheral nervous systems is playing a vital role in the treatment of various intractable pain conditions.
" April, 2004 ",Medscape Medical News,"Pain Control: A Newsmaker Interview With James N. Thompson, MD",The Federation of State Medical Boards recommends that undertreatment of pain be considered a practice violation similar to overtreatment.
" May, 2004 ",Annals of Family Medicine,Patient Pain in Primary Care,"Pain is a complex clinical phenomenon which in most cases is a symptom when it occurs acutely, but a disease when it becomes chronic."
" May, 2004 ",Current Medical Research and Opinion,Utilization of Zonisamide in Patients With Chronic Pain,Nearly 1.4 million people in the United States have epilepsy - the prevalence being approximately 5 persons per 1000 in the population.
" May, 2004 ",Medscape Medical News,Pregabalin May Be Helpful in Postherpetic Neuralgia,"In a randomized trial, this drug reduced pain and improved sleep and mood disturbances; however, it is not yet approved by the FDA."
" June, 2004 ",Medscape Orthopedics,"An Expert Interview With Dr. John Sarno, Part I: Back Pain","""I found that large numbers of people in whom pain was being attributed to some structural abnormality actually had a totally different disorder...it had to do with the stresses in patients' lives."""
" June, 2004 ",Medscape Orthopedics,"An Expert Interview With Dr. John Sarno, Part II","""In my experience...they wouldn't get better if the structural abnormality was responsible for their symptoms. They would get better by being educated, which is what I do."""
" June, 2004 ",Medscape Medical News,Lidocaine Patch Safe and Effective for Diabetic Neuropathic Pain,"The patch reduces pain, improves quality of life, and may allow tapering of other pain medication."
" June, 2004 ",Pain Management Nursing,The Cognitive Effects of Opioids,The cognitive effects of opioids have a direct impact on the success of therapy. This comprehensive review describes the latest research and the clinical implications of opioid therapy.
" June, 2004 ",Pain Management Nursing,Range Orders in the Management of Acute Pain,"Flexibility in dosing and clinical decision-making leads to individualized, safe, and effective pain management."
" June, 2004 ",Current Medical Research and Opinion,Oxymorphone ER and Oxycodone CR in Patients With Cancer Pain,Adult patients with cancer who were taking oxycodone CR were readily converted to oxymorphone ER and required half the milligram dose to stabilize their pain.
" June, 2004 ",Pharmacotherapy,Meperidine is Alive and Well in the New Millennium,"A classic case of normeperidine toxicity, and to present institution-specific data on meperidine usage patterns and the frequency of adverse drug reactions."
" June, 2004 ",Journal of the American Geriatrics Society,Nursing Home Residents With Persistent Pain,"Pain in nursing home residents is often under treated and overlooked. One-third of residents experience moderate, daily pain."
" June, 2004 ",Spine,High Fear-Avoiders of Physical Activity,It is widely recommended that patients with back pain need be encouraged to resume normal activities as soon as possible.
" July, 2004 ",American Journal of Critical Care,Timing Chest Tube Removal With Peak Analgesic Effect,"For effective pain reduction, there is benefit to timing chest tube removal with peak analgesic effect."
" July, 2004 ",Journal Watch,NSAIDs Better Than Opioids For Acute Renal Colic,"NSAIDs achieve slightly better pain relief, reduce need for rescue analgesia, and produce less vomiting than opioids. They should be considered first-line analgesics in acute renal colic patients."
" July, 2004 ",Medscape Medical News,"RF Ablation Followed by Bone Cement Injection Relieves Pain, Achieves...","One week after radiofrequency ablation followed by vertebroplasty with bone cement, all patients with refractory pain reported reduced pain scores."
" August, 2004 ",Medscape Medical News,Effectiveness of Topical NSAIDs in Osteoarthritis Limited to 2 Weeks,"Topical NSAIDs are less effective than oral NSAIDs in the first week, equal to placebo at one month."
" August, 2004 ",Medscape Nurses,Nursing Research:  August 2004,"Review the latest research on pain, Alzheimer's disease, stress and caregivers, prevention of diabetes, and more, in summaries from NINR."
" August, 2004 ",Medscape Neurology,Treatment for Meralgia Paresthetica,What are the possible interventions for this type of neuropathic pain?
" August, 2004 ",CTisus,Choices for Flank Pain,The question the oncology team asked of the radiologist to answer was are there metatastatic lesions present in a kidney in this patient? Can you solve this clinical dilemma?
" September, 2004 ",Pain Management Nursing,Guided Imagery With PMR to Reduce Chronic Osteoarthritis Pain,"Consider an easy-to-teach, easy-to-use self-management intervention for the pain and mobility difficulties associated with osteoarthritis."
" September, 2004 ",Pain Management Nursing,Home Treatment of Pain - Children & Adolescents With SCD,"Learn to help families prevent SCD pain at home whenever possible. When pain occurs, implement strategies to reduce pain intensity and duration."
" September, 2004 ",Applied Radiology Online,Right Wrist Pain,A 14-year-old girl with right wrist pain is referred by her primary care physician for an imaging work-up.The radiographic findings correlate with the most advanced stage of this disease....
" September, 2004 ",Medscape Medical News,Vioxx Pulled From Global Market,"Merck & Co., Inc., has announced a voluntary withdrawal of rofecoxib (Vioxx) from the U.S. and worldwide market due to safety concerns of an increased risk of cardiovascular events, including heart attack and stroke."
