Date,Source,Headlines,Teaser
  December 2008 ,Dermatology Nursing,How To Reduce Your Risks When Providing Botulinum Toxin,Take a look at the cases that have been filed involving botulinum toxin.
  December 2008 ,Pediatric Pharmacotherapy,Improving Pediatric Medication Safety Part II,The Joint Commission Sentinel Event Alert (SEA) on preventing medication errors in children highlighted several key suggestions for improving medication safety.
  December 2008 ,Urologic Nursing,Analysis Following Nephrectomy After Extracorporeal Shockwave Lithotripsy,An adverse event after a routine extracorporeal shockwave lithotripsy set this root cause analysis into motion. What were the findings?
  December 2008 ,Urologic Nursing,Tubing Misconnections - A Systems Failure With Human Factors,There have been reports of failures to connect the correct tubing for years. This article reviews the implications for nursing practice to include the redesign of systems to accommodate human factors.
  November 2008 ,Nursing Economics,Nurse Labor Effects of Residency Work Hour Limits,Have nurses compensated for reduced resident workloads?
  January 2009 ,AccessMedicine from McGraw-Hill,Preventing Preventable Errors,Simple algorithms and checklists can prevent many errors in the hospital and save lives.
  October 2008 ,The Journal of Neuroscience Nursing,Electromagnetic Incompatibility Concerns for Deep Brain Stimulators,Can theft detectors and security screening devices cause deep brain stimulators to turn on or off?
  December 2008 ,American Journal of Clinical Pathology,Effectiveness in Detecting Surgical Pathology Error,Why did this review detect a higher proportion of errors? How can this review be used to effectively design error reduction initiatives?
  January 2009 ,The Medscape Journal of Medicine,Surgical Audit of Inadvertent Parathyroidectomy During Total Thyroidectomy,"This study reports and discusses the incidence, risk factors, and clinical relevance of inadvertent parathyroidectomy during thyroidectomy."
  December 2008 ,American Journal of Health-System Pharmacy,Medication Administration Through Enteral Feeding Tubes,"Incorrect medication administration may result in clogged feeding tubes, lower drug efficacy, increased adverse effects, or drug-formula incompatibilities. Do you know appropriate techniques?"
  October 2008 ,HIV Medicine,Switching From Suppressive Protease Inhibitor-based Regimens to Nevirapine,Is switching from suppressive PI- to NVP-based regimens  virologically and immunologically safe?
  October 2008 ,HIV Medicine,"Viral Efficacy, Safety Parameters Improved, Reduced Dose Stavudine",Can a reduced-dose of stavudine be effective with improved safety parameters?
  December 2008 ,American Journal of Health-System Pharmacy,Bar-Code Medication Administration: A Systems Perspective,"Bar-coding medicine, which started as one person's dream is now an integrated and accepted process within Veterans Affairs, with the goal of improving patient safety and reducing medication errors."
  December 2008 ,International Journal for Quality in Health Care,Patients'/Family Members' Experiences of Open Disclosure Post-Adverse Event,Interviews were conducted with patients and family members about the disclosure process following adverse events. What were their principal concerns on the disclosure and resolution of adverse events?
  October 2008 ,American Journal of Health-System Pharmacy,Prevention of Intravenous Drug Incompatibilities in an ICU,Avoiding adverse drug interactions is particularly vital in the ICU setting.
  December 2008 ,International Journal for Quality in Health Care,Content Analysis of Patient Complaints,How might a standard taxonomy be used to analyze inpatient complaints? Could this standardized system be adopted in a wide array of health service institutions?
  September 2008 ,BMC Clinical Pharmacology,How Often Do Physicians Review Medication Charts on Ward Rounds?,"In different studies, adverse drug events in hospitals have been reported in 0.7% to 6.5% of cases. What role do chart reviewals play in prescribing errors?"
  October 2009 ,BMC Surgery,Laparoscopic Versus Open Left Lateral Segmentectomy,A comparison of laparoscopic versus open left lateral segmentectomy of the liver found similar morbidity rates for both procedures and a reduced postoperative opiate need in laparoscopic patients.
  October 2009 ,Gastroenterology,Endoscopist-Directed Administration of Propofol,This article focuses on updating the safety experience of endoscopist-directed propofol sedation and estimating the cost of using anesthesia specialists for endoscopic sedation.
  September 2009 ,ISMP Medication Safety Alert!® Acute Care Edition,Ohio Government Plays Whack-a-Mole With Pharmacist ,Read about an Ohio pharmacist who was sentenced to prison for his role in a fatal medication error.
  May 2009 ,Nursing Economics,Churn: Patient Turnover and Case Mix,The absence of ward-level metrics compromises the ability of nursing unit and ward managers to meet their own efficiency and quality standards.
  July 2009 ,Critical Care,Using Medical Emergency Teams to Detect Preventable Adverse Events,Investigators used medical emergency team (MET) calls to systematically identify preventable adverse events in an academic tertiary care hospital and described their surveillance results.
  July 2009 ,ISMP Medication Safety Alert!® Acute Care Edition,Misidentification of Alphanumeric Symbols in Both Handwritten and Computer-Generated Information,What are the most common errors that you should know about?
  October 2008 ,The Annals of Pharmacotherapy,Medication Reconciliation at Hospital Discharge: Evaluating Discrepancies,"How often do medical discrepancies occur at hospital discharge, and what can we do to prevent them?"
  April 2009 ,The Hospitalist,Night-shift Solutions,Is telemedicine the right fit for your HM group?  Read about the pros and cons before you make a decision.
  March 2009 ,Southern Medical Journal,Grapefruit Juice and Verapamil: A Toxic Cocktail,"Upon persistent questioning, it was finally discovered that, the patient had been drinking large quantities of grapefruit juice during the days preceding her admission."
  May 2009 ,BMC Clinical Pharmacology,Errors and Omissions in Hospital Prescriptions: A Survey of Prescription Writing,Doctors often write prescriptions that are almost illegible. Find out how this affects the percentage of medication errors made today.
