Date,Source,Headlines,Teaser
  December 2003 ,CTisus,Assessing Back Pain,Do you use CT scanning in your practice in the setting of lower back pain? Access this quiz case to sharpen your imaging expertise....
  August 2005 ,Applied Radiology Online,Right Flank Pain,A 37-year-old women with a history of recurrent kidney stones presents with right flank pain.  Q: The most likely diagnosis in this instance is:
  July 2005 ,Medscape Nurses,NINR Summaries: July 2005,"This month's NINR summaries look at the costs of premature babies, computerized triage systems, alternative pain control methods, gender barriers in MI patients, and more."
  July 2005 ,Medscape Neurology,"A Canadian Thought-Leader Perspective From John Bowering, MD",Learn about quality-of-life issues and newer treatment modalities for neuropathic pain and spasticity associated with several common neurodegenerative diseases.
  April 2005 ,Medscape Rheumatology,Scleromerma and Progressive Digital Gangrene,A 35-year-old patient with a history of more than 10 years of scleroderma presented with intolerable finger pain and progressive digital gangrene. How should he be treated?
  April 2005 ,Medscape Neurology,Understanding and Managing Pain in Adults,From APS 2005: The problem of opiate abuse continues to drive research to enhance understanding of this complicated issue.
  April 2005 ,Medscape Neurology,Toward Solving the Puzzle of Pediatric Pain,"From APS 2005: New studies examine the influence of anxiety, anticipation, and parents on a child's experience of pain, with sometimes surprising results."
  April 2005 ,Medscape Neurology,Highlights of the 21st Annual Meeting of the AAPM,Dr. David Caraway discusses the advances and controversies in interventional pain management reported at the recent AAPM annual meeting.
  April 2005 ,Medscape Neurology,Novel Analgesics and Formulations Highlight Day 1,"At AAPM 2005, the first poster session of the conference highlighted research on novel agents and novel formulations to maximize benefits and minimize side effects."
  April 2005 ,Medscape Neurology,Clinical Perspectives on Pain Management Advances Highlight Day 2,"On the second day of AAPM 2005, the focus was on breakthrough pain, localized delivery systems, and the relationship between depression and pain."
  April 2005 ,Medscape Neurology,New Strategies for Pain Management: Highlights of Day 3,Day 3 of AAPM 2005 was largely devoted to studies involving innovative uses for existing analgesics and other agents not typically used for the treatment of pain.
  March 2005 ,Applied Radiology Online,Flank Pain and Recurrent Fevers,"A 41-year-old woman presents with flank pain and recurrent fevers. In this case, the fractured stone sign implies...."
  February 2005 ,Medscape Nurses,NINR: February 2005,"Topics this month include depression, end-of-life issues, children and lipids, pain, and COPD."
  February 2005 ,Applied Radiology Online,Left Shoulder Pain and Arm Numbness,A 44-year-old man presents to his primary caregiver with left shoulder pain and arm numbness. A finding that predicts a poor outcome related to this condition is:
  February 2005 ,Applied Radiology,Radiological Case of the Month: Ureteropelvic Junction,A 30-year-old woman presents to her primary-care physician with a 2-year history of intermittent right ﬂank pain....
  June 2006 ,Medscape Pharmacists,Combining Duragesic Patches With Other Pain Medications,Is it acceptable to combine transdermal fentanyl (Duragesic patch) with either methadone or oral transmucosal fentanyl citrate (OTFC [Actiq]) for breakthrough pain?
  June 2006 ,Medscape Internal Medicine,Persistent Pain and Palliative Care,Chronic pain and end-of-life care: a comprehensive review from ACP 2006.
  June 2006 ,Medscape Internal Medicine,Reforming Primary Care: A Comprehensive Strategy From the American College of Physicians,Is the collapse of primary care imminent? A comprehensive plan to prevent this from ACP 2006.
  June 2006 ,Applied Radiology,Scheuermanns Disease and Melkersson-Rosenthal Syndrome,A 47-year-old woman presented to the rheumatology clinic for evaluation of her back pain.
  May 2006 ,Medscape Neurology,22nd Annual Meeting of the American Academy of Pain Medicine,Read key findings on pain and its treatment from the 22nd Annual Meeting of the American Academy of Pain Medicine.
  April 2006 ,Medscape Pharmacists,Perioperative Opiate Tapering,Is it appropriate to taper an opioid-dependent patient off opioids prior to surgery?
  March 2006 ,Medscape Pharmacists,Combining Long-acting Opioids for Pain Management,"OxyContin and methadone work on different opioid receptors, so could the combination of these agents be clinically advantageous?"
  March 2006 ,Medscape General Surgery,Viewpoint: Chewing Away Pain for a Speedier Recovery,Commentary on a study published February 2006 in the Archives of Surgery
  March 2006 ,Medscape Pharmacists,A Clinical Guideline for Managing Neuropathic Pain,"Clinical pharmacy consults improved the appropriate use of gabapentin at a VA hospital, but many prescriptions fell outside the guideline protocol."
  March 2006 ,Medscape Pharmacists,Combining Methadone With Other Opioids,Why am I seeing more and more patients with prescriptions for massive amounts of pain medication who are taking methadone plus narcotics?
  February 2006 ,Medscape Pharmacists,Viewpoint: Pain Management Often Inadequate,A new study reveals a wide variety of prescribing patterns that can leave patients vulnerable to unnecessary pain.
  February 2006 ,Medscape General Surgery,Meperidine Use in Older Surgical Patients,Commentary on a study published in January 2006 in the Archives of Surgery.
  January 2006 ,Medscape Urology,Perineal Pain During Ejaculation,What is the likely explanation for this patient's deep perineal pain during ejaculation?
  November 2005 ,Medscape Rheumatology,Methotrexate in Patients With Scleroderma/CREST Syndrome,Is there any benefit of using methotrexate in patients with arthralgias in scleroderma/CREST syndrome?
  October 2005 ,Medscape Nurses,NINR Summaries:  October 2005,"Review the latest research on teens with diabetes, low birthweight infants and their mothers, high blood pressure, pain in the elderly, and more, in this month's NINR summaries."
  October 2005 ,Medscape Rheumatology,Treatment for Pigmented Villonodular Synovitis With Swelling,"A woman presents with right knee villonodular synovitis. Three years ago she underwent synovectomy, followed by right knee pain with impressive swelling. What are the best therapeutic options?"
  October 2005 ,Applied Radiology Online,Knee Pain,A 23-year-old women presents to her primary care physician with pain in the right knee following injury during a skiing accident.  Q: What is the associated abnormality?
  September 2005 ,Medscape Nurses,Monthly Summaries of Nursing Research: September 2005,"Topics this month include adolescents' use of alternative therapies, preventing heat loss in preterm infants, ethnic differences in cardiovascular risks, pediatric pain management, and more."
  September 2005 ,Medscape General Surgery,Groin Pain and Infected Teeth,"When confronted with pain and unexplained fever, consider everything!"
  May 2007 ,Medscape Nurses,NINR: April 2007,"Topics this month include management of hypertension, pain management in sickle cell disease, immune effects of stress and depression, hemodialysis patients and sleep, and more."
  April 2007 ,Medscape Neurology,"Pain, Opioids, and Addiction: An Urgent Problem for Doctors and Patients","Read highlights from the joint meeting of the National Institute on Drug Abuse and the American Medical Association on opioid prescribing, chronic pain, and prescription drug abuse."
  March 2007 ,Medscape Med Students,ChronicBabe Weathers Changes in Her Life,A blogger compares her recent upheavals to living with chronic illness.
  February 2007 ,Medscape Med Students,"ChronicBabe Offers Alternative to ""Whining"" About Illness","Patients with chronic illnesses have a right to feel bad about their diagnoses, but this Web site offers resources and encouragement to help them move on."
  January 2007 ,Medscape Orthopedics,"Why, Orthopaedic Surgery?","In his second reFLEXIONS and rePERCUSSIONS: Goodley Intentions, Paul Goodley, MD, continues his exploration of the state of the state in orthopaedics by simply asking, ""Why orthopaedic surgery?"""
  January 2007 ,Medscape General Surgery,How Safe Are Opiates for Patients With Acute Abdominal Pain?,"Commentary on a study published October 11, 2006 in JAMA."
  November 2006 ,Medscape Gastroenterology,Impact of Opiate Analgesics in Patients With Acute Abdominal Pain,"David A. Johnson, MD, provides clinical commentary on a recent article published in JAMA on the impact of opiate use on physicians' assessment of patients with acute abdominal pain."
  November 2006 ,Medscape Pharmacists,Checklist Helps Identify Inappropriate Opioid Use,A new tool can help clinicians identify patients being treated for chronic pain who may be addicted to pain medications.
  October 2006 ,Medscape Pharmacists,Off-label Ketamine Use Studied for Pain Management,"Ketamine offers options for managing pain in patients who do not respond to standard pain therapies, but data are lacking about possible adverse effects."
  September 2006 ,Medscape Rheumatology,Diagnosing and Treating Fibromyalgia in a Patient With RA,"Fibromyalgia is a chronic musculoskeletal pain disorder of unknown etiology. In this expert interview, Daniel Clauw, MD, presents valuable insight into the current state of knowledge on this disease."
  September 2006 ,Medscape Pharmacists,Viewpoint: Morphine-Ketorolac Combination Superior for Renal Colic,"The acute, excruciating pain of renal colic was relieved more quickly and effectively with a combination of pain medications than with either drug alone."
  September 2006 ,Medscape Pharmacists,Viewpoint: Unexpected Adverse Effects Seen With Morphine,"An observational study found less familiar adverse effects, such as myoclonus, with chronic administration of morphine for cancer pain."
  September 2006 ,Medscape Pharmacists,Inappropriate TCA Prescribing Found for Pain in the Elderly,Concomitant diseases and advanced age may contraindicate the use of tricyclic antidepressants for neuropathic pain.
  July 2006 ,Medscape Psychiatry,Anxiety Disorders Association of America 26th Annual Conference,Why do those with anxiety not seek treatment? Can a computer help deliver CBT? Does motivational interviewing improve outcomes for children with OCD? All this and more.
  July 2006 ,Medscape Nurses,NINR: July 2006,"Review the latest research on trauma during vaginal birth, mammography in black women, research and clinical practice, music and pain, CVD in black women, and hypersensitivity in preterm infants."
  June 2006 ,Medscape Nurses,NINR: June 2006,"This month's summaries from NINR highlight nurse staffing in nursing homes, BMD and menopause, dyslipidemia, opioids in men, sleep in preterm infants, and more."
  June 2006 ,Medscape General Surgery,Postsurgical Pain: A Viewpoint,"Commentary on a study on postsurgical pain published May 13, 2006 in The Lancet."
  June 2006 ,Medscape Family Medicine,Conservative Measures for Low Back Pain,"Commentary on a review of low back pain published January 26, 2006 in Spine."
  May 2008 ,Medscape Nurses,"Nurses Journal Scan, March 2008","Highlights include APN prescribing, the management of pain, identifying mild cognitive impairment, insomnia, and the differences of NPs and PAs providing diabetes care."
  April 2008 ,American Nurses Credentialing Center,Managing Pain at the End-of-Life,My Magnet Story Essay Series: Nurses can learn from patients by listening to their wishes.
  April 2008 ,Medscape Gastroenterology,Management of Pain in Chronic Pancreatitis,The management of pain in chronic pancreatitis ranges from oral enzyme supplementation to neurosurgery; the approach depends on the pathophysiology of the pain.
  March 2008 ,Medscape Nurses,Postoperative Pain in Children,"What is the preferred method of treating pediatric pain following minor surgery, such as an appendectomy?"
  February 2008 ,Medscape Pharmacists,What Is the Maximum Safe Dose of Opioids?,Clinicians must consider a number of patient characteristics when dosing opioid pain medications.
  February 2008 ,Medscape Nurses,"Nurses Journal Scan, January 2008","Summary topics include school-based health centers, reducing pain in IM injections, NPs and oral cancer detection, and macular degeneration."
  February 2008 ,Medscape Orthopedics,Goodley Intentions: Resurrecting Traction,"As I stated in a previous issue, pain must be seen as a liar. In every case, its location must never be casually accepted as the site of its origin."
  January 2008 ,Medscape Pharmacists,Can Fentanyl Patches Be Replaced Sooner to Improve Pain Control?,"The approved dosing interval for transdermal fentanyl is 72 hours, but some pain specialists are shortening that period to provide adequate pain relief."
  October 2007 ,Medscape Pharmacists,What's the Best Pain Management Strategy for Neonates?,What types of analgesics are recommended for use in neonates postoperatively? What routes of administration can be used?
  September 2007 ,Medscape General Surgery,Opioids or Epidural Analgesia after Surgery,Commentary on a study epidural versus parenteral opioid analgesia published June 2007 in the British Journal of Surgery
  September 2007 ,Medscape Orthopedics,Injection Therapies -- Revelations and Reflections,"From cortisone injections to prolotherapy and nerve blocks, Dr. Goodley contends with the orthopod's role in this area of pain treatment."
  July 2007 ,Medscape Nurses,NINR: May 2007,"New research looks at staffing and patient outcomes, giving bad news in the ICU, kids and pain meds, and supporting caregivers of hospice patients."
  July 2007 ,Cochrane Review Abstracts,Cochrane Review Abstracts,A Cochrane Review Abstract: Evidence Based Medicine reviews based primarily on meta-analysis of controlled clinical trials.
  July 2007 ,Cochrane Review Abstracts,Cochrane Review Abstracts,A Cochrane Review Abstract: Evidence Based Medicine reviews based primarily on meta-analysis of controlled clinical trials.
  July 2007 ,Cochrane Review Abstracts,Cochrane Review Abstracts,A Cochrane Review Abstract: Evidence Based Medicine reviews based primarily on meta-analysis of controlled clinical trials.
  July 2007 ,Cochrane Review Abstracts,Cochrane Review Abstracts,A Cochrane Review Abstract: Evidence Based Medicine reviews based primarily on meta-analysis of controlled clinical trials.
  July 2007 ,Cochrane Review Abstracts,Cochrane Review Abstracts,A Cochrane Review Abstract: Evidence Based Medicine reviews based primarily on meta-analysis of controlled clinical trials.
  June 2007 ,Medscape Pediatrics,Pain Relief in Children With Musculoskeletal Pain: Which Medication?,"A study published in Pediatrics in March 2007 compares acetaminophen, ibuprofen, and codeine for the treatment of acute musculoskeletal pain."
  May 2007 ,Medscape Orthopedics,Examining for Pains in the Neck,Neck pain is complex and can be frustrating to both patient and clinician. Dr. Goodley provides some practical principles to improve understanding of examination approaches to pain in the neck.
  October 2008 ,The Medscape Journal of Medicine,Postoperative Ketamine Can Reduce Morphine Consumption and Nausea,Dr. George Lundberg talks about using ketamine after major surgery.
  October 2008 ,Medscape General Surgery,Does Warm Humidified Insufflation Affect Pain After Laparoscopy?,"Commentary on a study on the effect of warm humidified CO2 insufflation on pain after laparoscopic surgery, published August 2008 in the British Journal of Surgery."
  September 2008 ,Medscape Neurology,"An Expert Interview With James A. Inciardi, PhD","Diversion of opioids, defined as the transfer of prescription drugs from a lawful to an unlawful channel of distribution, is discussed."
  September 2008 ,The Medscape Journal of Medicine,Prednisolone and Naproxen Both Work for Pain Relief in Acute Gout,Dr. George Lundberg discusses prescribing prednisolone and naproxen for pain relief in acute gout.
  September 2008 ,Medscape Med Students,"What Makes an ""Ideal"" Healthcare Provider?","A patient with rare, chronic diseases has collected stories from other patients to provide valuable insights for the healthcare professions."
  September 2008 ,American Academy of Emergency Medicine,Organizations Offer Roads to Improve Pain Management Care in ED,"Al Rothstein of the Israeli Medical Association discusses future goals of improving pain management in the ED, the chief complaint of 70% of all US patient visits."
  August 2008 ,Medscape Neurology,Laws and Regulations Governing Pain Relief With Opioids,Healthcare practitioners are concerned about prescribing opioids for pain management. This concern has led to a public health problem of uncontrolled pain.
  July 2008 ,The Medscape Journal of Medicine,"Reader Reply to ""Sterile Water Is Better Than Acupuncture for Labor Pain""",A reader further discusses the use of sterile water as an alternative to acupuncture to relieve labor pain.
  July 2008 ,Medscape Pharmacists,Optimizing Pain Control With Fentanyl Patches,This column answers common questions about the appropriate use of fentanyl transdermal patches.
  July 2008 ,Medscape General Surgery,What Are the Long-Term Effects After Major Trauma?,"Commentary on 2 studies of the long-term effects on pain and general health after major trauma, published March 2008 in the Archives of Surgery and April 2008 in The Journal of Trauma."
  June 2008 ,Medscape Neurology,The Changing Paradigm of Pain Policy: Effects on Clinical Care,Physicians are in conflict about aggressively treating their patients in pain while following federal and state opioid prescribing policies.
  June 2008 ,The Medscape Journal of Medicine,Sterile Water Is Better Than Acupuncture in Relieving the Pain of Labor,Dr. George Lundberg talks about the benefits of sterile water injections for pain relief during labor.
  June 2008 ,Medscape Neurology,State Opioid Prescribing Policy: Ohio,A summary of opioid prescribing policies for the state of Ohio.
  June 2008 ,Medscape Neurology,State Opioid Prescribing Policy: Illinois,A summary of opioid prescribing policies for the state of Illinois.
  June 2008 ,Medscape Neurology,State Opioid Prescribing Policy: Texas,A summary of opioid prescribing policies for the state of Texas.
  June 2008 ,Medscape Neurology,State Opioid Prescribing Policy: Florida,A summary of opioid prescribing policies for the state of Florida.
  June 2008 ,Medscape Emergency Medicine,Analgesic Effect of Pain Medications,"Dr. Sergey Motov explores the ceiling effects of analgesics commonly used in the ED: acetaminophen, ibuprofen, and opioids."
  June 2008 ,Medscape Nurses,NINR: May 2008,The National Institute of Nursing Research summarizes research on educational programs and pain management and teens and metabolic syndrome.
  May 2008 ,Medscape Pharmacists,Can Opiates Be Administered by Nebulizer?,"Some clinicians are using nebulized morphine to treat pain and breathlessness in patients with COPD and CHF, but is there evidence to back that up?"
  May 2008 ,Medscape Nurses,NINR: March 2008,"Research highlights include topics such as high blood pressure, gender differences in the perception of MI symptoms, pain, palliative care, and premature birth."
  January 2009 ,Medscape Family Medicine,Does Responsible Care Include Helping a Patient to Die?,Should doctors be allowed to help terminally ill patients die? This question is provoking heated debate in the Medscape Physician Connect discussion boards.
  January 2009 ,Medscape Family Medicine,Commentary on NSAIDs and Manipulation Ineffective for Acute Low Back Pain,"Carlo DiMarco, DO, President, American Osteopathic Association, comments on a Best Evidence Review of spinal manipulation and low back pain."
  January 2009 ,Medscape Pharmacists,Does Calcitonin Help Relieve Neuropathic Pain?,Is there evidence that supports the use of salmon calcitonin in treating neuropathic pain?
  January 2009 ,Medscape Neurology,Laws to Protect Physicians Who Refuse to Treat Pain,"With emphasis on customer satisfaction in healthcare, providers may worry about not issuing or honoring a controlled substance prescription when they question the patient's need for the drugs."
  January 2009 ,Medscape Med Students,"Living With Chronic Illness, Not Suffering From It",A popular blog authored by women with chronic diseases empowers patients to live life to the fullest.
  January 2009 ,Medscape Emergency Medicine,Are Patients in the Emergency Department Adequately Treated for Pain?,Inadequate analgesia is a common problem. How often do patients with pain in the emergency department desire and receive analgesics?
  January 2009 ,Medscape Med Students,How Do Couples Cope When One Partner Has a Chronic Illness?,"Illness can be an unwanted third party in a relationship, introducing personal stresses on top of medical challenges."
  January 2009 ,Medscape Rheumatology,Lowering Serum Urate in Patients With Hyperuricemia and Gout,How does febuxostat's mechanism of action differ from allopurinol's? Is febuxostat superior to allopurinol for reducing uric acid levels and preventing gouty flares?
  December 2008 ,Medscape Neurology,"Neurology & Neurosurgery Journal Scan, December 2008","December 2008 Neurology Journal Scan reviews studies of statin use to prevent cardiovascular events, rituximab to treat neuromyelitis optica, young-onset dementia, and virtual-reality analgesia."
  December 2008 ,Medscape Nurses,"Monthly Summaries of Nursing Research: November, 2008","Don't miss research summaries on medication adherence, women and diabetes, pain assessment in the cognitively impaired, sleep disturbance in AIDS, and COPD and depression."
  December 2008 ,Medscape Nurses,Monthly Summaries of Nursing Research: October 2008,"Recent nursing research focused on medication adherence in heart failure, pain in children, advanced planning in people with dementia, and postoperative complications and the role of nurses."
  December 2008 ,Medscape Neurology,Evaluation of State Pain Policy,The Pain and Policies Study Group currently evaluates each state's pain policy on the basis of the principle of balance.
  December 2008 ,Medscape Neurology,Overuse of the ED for Pain Medications,Hospital-specific guidelines influence pain medication use in the ED.
  December 2008 ,Medscape Neurology,Opioid Use and Medicaid,Medicaid has systems in place to detect fraud or abuse of medications by people who should not have them.
  December 2008 ,Medscape Neurology,Overuse of Opioids,How do you manage a patient who has obvious opioid overuse and dependency yet he or she does not want to stop taking opioids?
  November 2008 ,Medscape Psychiatry,"An Expert Interview With Doug Zatzick, MD","Doug Zatzick, MD, gives an overview of PTSD, from the epidemiology to the clinical challenges of identifying and treating patients."
  November 2008 ,Medscape Nurses,NINR: July 2008,"Topics for this month include family caregivers; the nursing shortage; ""Kangaroo Care"" in the NICU; and aging, sleep, and functional decline."
  October 2008 ,Medscape Neurology,Reform of Opioid Policy,"State pain policies are outdated in a number of areas, influencing clinical decision-making and threatening to impede patient care."
  October 2008 ,Medscape Neurology,State Policies in Pain Medicine and Legal Standards for Patient Care,"State policies on pain vary from state to state; therefore, the outcome of legal action could vary between states."
  October 2008 ,The Medscape Journal of Medicine,Conservative Treatment and Surgery for Sciatica From Lumbar Disk Herniation,Dr. George Lundberg discusses how conservative treatments and surgery for sciatica from lumbar disk herniation are unsatisfactory.
  September 2009 ,Medscape Ob/Gyn,"Vulvar Pain: An Expert Interview With Catherine M. Leclair, MD","The etiology of vestibulodynia remains elusive. Learn the diagnostic steps necessary for evaluating a patient with vestibulodynia or vestibulitis, and best practices for managing this condition."
  September 2009 ,Medscape Ob/Gyn,Chronic Pelvic Pain: New Info on Surgical Treatment and Emotional Factors,"In this video blog, Dr. Andrew Kaunitz discusses the latest findings on laparoscopic uterosacral nerve ablation for chronic pelvic pain and why we should evaluate emotional factors in such patients."
  September 2009 ,Medscape Neurology,Psychogenic Pain or Peripheral Neuropathy?,"Expert David Simpson, MD, discusses diagnosing and treating painful peripheral neuropathy."
  September 2009 ,Medscape Family Medicine,How Not To Be a Drug Pusher,Are physicians to blame for the growing prescription drug abuse problem? 
  September 2009 ,Medscape Family Medicine,Hope for Patients With Chronic Pain and Depression,Is there an optimal approach for coexisting pain and depression? 
  September 2009 ,Medscape Pharmacists,Can Opioid Tolerance Be Treated by Increasing the Opioid Dose?,Treatment for reduced pain control in patients receiving long-term opioid treatment depends on the etiology of the breakthrough pain.
  August 2009 ,Medscape Orthopedics,"Prolotherapy: An Expert Interview With Paul H. Goodley, MD","Prolotherapy is a controversial nonsurgical procedure for joint pain. In this interview, Dr. Goodley describes the procedure and discusses its history and challenges."
  July 2009 ,Medscape Neurology,Michael Jackson and Chronic Pain,Michael Jackson suffered from chronic pain and an untimely death at age 50.
  July 2009 ,Medscape Neurology,Doctor Shopping for Pain Relief,Some patients feel it is necessary to visit multiple doctors to obtain adequate pain relief.
  July 2009 ,Medscape Gastroenterology,Sphincter of Oddi Dysfunction,"Patients with suspected sphincter of Oddi dysfunction are often difficult to evaluate. Review the latest on diagnosis and treatment, and learn about opportunities for further research."
  June 2009 ,Medscape Neurology,What Is the Neurologist's Role in Managing Pain?,"In this video blog, Dr. Charles Argoff discusses how an understanding of the underlying mechanisms of pain gives neurologists particular insights for patient care."
