Date,Source,Headlines,Teaser
" October, 2003 ",American Journal of Health-System Pharmacy,Pharmacists' Role in Preventing and Treating Substance Abuse,"The substance abuse problem in the United States is so severe that the owners of one New York City nightclub contracted with a private ambulance service to transport victims with ""club drug"" toxicity to emergency departments."
" October, 2003 ",Medscape Medical News,"Alcohol Dependence: An Expert Interview With Charles Bowden, MD","New research with topiramate, an anti-epileptic, offers possibilities for the treatment of alcoholism."
" October, 2003 ",Medscape Medical News,Diabetics Have Harder Time Quitting Smoking Than Other Smokers,Patients with diabetes have markedly lower smoking cessation rates than others enrolled in a multidisciplinary cessation program.
" November, 2003 ",Medscape Medical News,Positive Attitude Toward California's Smoking Ban Linked to Smoking...,The smoking cessation rate increased from 24% to 28% after the smoking ban was instituted.
" November, 2003 ",Medscape Ob/Gyn,Violence Against Women - Substance Abuse in Women,This collection considers substance abuse in women who have been exposed to violence.
" November, 2003 ",Current Opinion in Psychiatry,A Much Neglected Risk Factor In Elderly Mental Disorders,"Despite 2000 years of alcohol consumption, and several hundred years of harmful alcohol use, most publications on health effects have ignored the elderly, and most recent public concern in this field has centred on issues related to youth."
" December, 2003 ",American Journal of Public Health,Research and Practice,"Environmental tobacco smoke (ETS) contains over 4000 compounds, including several carcinogens, irritants, and toxic agents."
" January, 2004 ",CHEST,Smoking Patterns in African Americans and Whites,"Despite narrowing differences in smoking patterns between races and genders, the prevalence of COPD remains higher in whites than in African Americans, and in men than women."
" January, 2004 ",Annals of Family Medicine,Is Making Smoking Status a Vital Sign Sufficient to Increase ...,The current Tobacco Use and Dependence Clinical Practice Guideline from the US Public Health Service (PHS) provides clear evidence that identification of smokers and providing support for smoking cessation in medical practice are effective.
" January, 2004 ",Annals of Family Medicine,Diabetic Patients Who Smoke: Are They Different?,Smoking has long been known to worsen the prognosis of patients with diabetes.
" January, 2004 ",Pharmacotherapy,Epidemiology and Clinical Management of Inhaled Nitrate Abuse,"Drugs such as 3,4-methylenedioxy-meth-amphetamine (MDMA, Ecstasy), γ-hydroxybutyric acid (GHB), methamphetamine, and ketamine are popular substances of abuse in social settings such as bars and dance clubs."
" January, 2004 ",Morbidity & Mortality Weekly Report,State-Specific Prevalence of Current Adult Cigarette Smoking,"Cigarette smoking in the United States causes serious illnesses among an estimated 8.6 million persons and approximately 440,000 deaths annually, resulting in $157 billion in health-related economic costs."
" January, 2004 ",American Journal of Public Health,"Maternal Smoking in Pregnancy, Fetal Development",Smoking during pregnancy is a well-established determinant of fetal growth and risk of low birthweight.
" January, 2004 ",The British Journal of Dermatology,Cutaneous Complications of Intravenous Drug Abuse,"Intravenous drug abuse has diverse cutaneous manifestations, which are classified in this paper."
" January, 2004 ",Medscape Pulmonary Medicine,MEDLINE Abstracts: Maternal Smoking,What's new in the medical literature concerning maternal smoking?
" February, 2004 ",Morbidity & Mortality Weekly Report,Impact of a Smoking Ban on Restaurant and Bar Revenues,"Smoke-free indoor air ordinances protect employees and customers from secondhand smoke exposure, which is associated with increased risks for heart disease and lung cancer in adults and respiratory disease in children."
" February, 2004 ",Medscape Medical News,Smoking Linked to Increased Risk of Subarachnoid Hemorrhage,But risk decreases quickly after smoking cessation.
" February, 2004 ",American Heart Journal,Red Wine's Antioxidants Counteract Acute Endothelial Dysfunction,"The aim of the current study was to investigate whether red wine, with or without alcohol, influences endothelial dysfunction induced by acute cigarette smoking."
" February, 2004 ",CTisus,Imaging of a Cocaine Addict,Drug addiction can often trigger imaging findings that can have a profound impact on clinical management decisions. Another in the series of quiz cases from Johns Hopkins University....
" February, 2004 ",Medscape Medical News,"Novel Agent Effective for Weight Loss, Smoking Cessation",Three quarters of subjects receiving rimonabant lost 5% or more body weight compared with a quarter of those receiving placebo; more than one third of those receiving rimonabant quit smoking compared with about one fifth of those receiving placebo.
" March, 2004 ",Medscape Psychiatry,Keynote Address,The present and future of drug addiction research and treatment
" March, 2004 ",Medscape Psychiatry,Addiction and Reward Circuitry in the Brain,Understanding the reward system in addiction
" March, 2004 ",Medscape Psychiatry,Addiction and Behavioral Economics,The economics of addiction
" March, 2004 ",Medscape Medical News,"Transdermal, Inhaled Nicotine Replacement Similarly Effective","In this randomized trial, subgroup analysis suggested that the inhaled formulation is better for highly dependent, obese, and minority patients."
" March, 2004 ",Medscape Psychiatry,Motivation Therapy,Approaches to addiction treatment
" March, 2004 ",Medscape Psychiatry,Behavioral Parameters of Reward Incentives,Treatment of substance abuse
" March, 2004 ",Medscape Psychiatry,Treatment of Nicotine and Opioid Dependence,Treatment development for nicotine and opioid dependence
" March, 2004 ",Medscape Medical News,"Rimonabant Helps for Smoking Cessation, Weight Loss",The drug targets the endocannabinoid system and may be first to treat metabolic syndrome.
" March, 2004 ",Medscape Psychiatry,The Neurobiology of Addiction and Its Implications for Treatment -- Drug-Seeking Behavior and the Transition to Dependence,Neurobiology and treatment of addiction
" March, 2004 ",American Heart Journal,Lifestyle Determinants of High-density Lipoprotein Cholesterol,"Data was collected from the population-based epidemiologic studies in the NHLBI Family Heart Study to compare the effects of alcohol consumption, level of physical activity, and smoking habits on HDL."
" April, 2004 ",Medscape Medical News,Alcohol Use Disorders Often Undetected in Hospital Inpatients,A retrospective analysis showed that physicians are neither adequately diagnosing nor referring these patients for treatment.
" April, 2004 ",Medscape Medical News,"National Drug Policy: A Newsmaker Interview With David C. Lewis, MD",The nonpartisan Physicians and Lawyers for National Drug Policy (PLNDP) will advocate for a public health approach to federal and state substance abuse policies.
" April, 2004 ",Morbidity & Mortality Weekly Report,Effect of Ending an Antitobacco Youth Campaign on Adolescent,The majority of persons who become regular cigarette smokers begin smoking during adolescence.
" April, 2004 ",Alimentary Pharmacology & Therapeutics,Current Management of Alcoholic Liver Disease,Alcohol intake remains the most important cause of cirrhosis in the Western world.
" May, 2004 ",Medscape CRM News,Is Alcohol Consumption a Risk Factor For AF?,It might just depend on how much you drink and for how long.
" May, 2004 ",Medscape Medical News,New and Reformulated Agents Help Eliminate Craving in Patients Treated for,"A variety of drugs have proved to be effective against alcohol cravings, but the disease is undertreated in the United States."
" May, 2004 ",Current Opinion in Psychiatry,Controlled Drinking: More Than Just a Controversy,"The disease model of alcoholism and the folk wisdom promulgated by the Alcoholics Anonymous, or AA, fellowship continue to greatly influence the treatment of alcohol problems in the US."
" June, 2004 ",Medscape Medical News,'Reduced Exposure' Tobacco Products Lower Carcinogen Levels,"However, medicinal nicotine reduces exposure further, and it is therefore a safer alternative than modified tobacco products."
" June, 2004 ",Medscape Medical News,Pipe Smoking Confers Similar Risk to Cigar Smoking,"In a cohort trial, exclusive pipe smoking carried approximately the same risk of cancer and other tobacco-associated disease as cigar smoking, but less than the risks of cigarette smoking."
" June, 2004 ",American Public Health Association,Counseling Can Help Drinkers in College,"College students disciplined for alcohol abuse are heavier drinkers than their peers, but required counseling helps reduce their drinking and associated problems."
" June, 2004 ",Medscape Public Health,When Health Professionals Abuse Drugs and Alcohol,"No one is quite sure how many health professionals abuse alcohol and other substances, but a decade-old study conservatively estimated the number at about 8%."
" June, 2004 ",Medscape Medical News,Smoking Cessation Treatment Cost-Effective for Health Plans,Study researchers recommend health plans cover cessation programs; successful cessation can add an average of 7.1 years to the lives of enrollees.
" June, 2004 ",The Nation's Health,Health Effects of Smoking are More Dangerous Than Thought,"While smoking has long been linked to an array of health problems, a new report found that smoking causes diseases in almost every organ of the body."
" July, 2004 ",Southern Medical Journal,Alcohol Consumption: An Overview of Benefits and Risks,"For a person with a substance abuse disorder, alcohol consumption is likely to serve as a trigger for the compulsive behavior associated with the disease."
" July, 2004 ",Current Opinion in Psychiatry,Cannabis and Alcohol Use and Development of Mental Disorders,"This review examines what is known of the relationship between cannabis use, alcohol use and the development of various mental disorders."
" July, 2004 ",Journal of the American Board of Family Medicine,Smoking Cessation and Relapse Prevention,What programs and strategies are effective in helping pregnant women give up smoking for good?
" August, 2004 ",Seminars in Liver Disease,Alcohol and Hepatitis C,"Understand the clinical consequences of alcholism, comphrehend the current postulated mechanism of injury, and understand that 30 grams of alcohol or more daily will enhance progression."
" August, 2004 ",Seminars in Liver Disease,Diagnosis and Therapy of Alcoholic Liver Disease,"Identify at risk patients, perform testing to confirm diagnosis, and understand importance of abstention and potential for therapeutic drug options."
" September, 2004 ",Medscape Medical News,Brief Intervention Helpful for Alcohol Misuse,"In a randomized trial, a brief intervention reduced alcohol use in patients presenting to the emergency department with a history of alcohol misuse."
" September, 2004 ",Morbidity & Mortality Weekly Report,Alcohol-Attributable Deaths and Years of Potential Life Lost,"These findings emphasize the importance of adopting effective strategies to reduce excessive drinking, including screening for alcohol misuse in clinical settings."
" October, 2004 ",Laboratory Medicine,"Fatigue, Bronze-Colored Skin, and Skin Ulcerations","Case: A 51-year-old Caucasian woman with a history of hepatitis C, porphyria cutanea tarda, and tobacco and alcohol abuse, presents with fatigue, ""bronze-colored"" skin, and dorsal hand ulcerations."
" November, 2004 ",Medscape Medical News,"Counter-Marketing Campaigns, Clinician Efforts Needed to Reduce...","Despite the dismal funding climate for anti-tobacco and smoking-cessation activities, certain strategies are paying off, and clinicians' efforts can make a difference."
" November, 2004 ",Medscape Medical News,Smoking May Trigger Early Onset of Familial Pancreatic Cancer,Smoking may increase the risk of early disease onset in those with a genetic predisposition for pancreatic adenocarcinoma.
" November, 2004 ",American Journal of Health-System Pharmacy,"Pharmacotherapy, Pharmacogenomics, and Alcohol Dependence",Recent advances in molecular and behavioral genetics are guiding the development of new drugs.
" November, 2004 ",Medscape Medical News,Combating Underage Drinking Requires Multifaceted Approach,Greater awareness and more stringent regulations are needed to address a serious and growing public health issue.
" November, 2004 ",Medscape Medical News,"Smoking, High Salt Intake May Be Risk Factors for Acid Reflux","In a population-based study, alcohol, coffee, and tea intake did not increase risk; a high-fiber diet and exercise may lower the risk of gastroesophageal reflux disease."
" November, 2004 ",Medscape Medical News,"Vigabatrin Appears Safe, Effective in Methamphetamine, Cocaine Addiction","Based on an open-label study, this drug may be appropriate for treatment of these addictions."
" November, 2004 ",American Journal of Health-System Pharmacy,Alcohol Dependence Treatment,"As many neurotrasmitters are affected by alcohol, no single therapeutic agent is expected to offer substantially consistent benefit."
" December, 2004 ",Pharmacotherapy,Carisoprodol Withdrawal Syndrome,A 43-year-old man with chronic back and shoulder pain was treated with hydrocodone. He began taking excessive amounts of the drug.
" December, 2004 ",CHEST,Benchmarking Lung Cancer Mortality Rates in Smokers,A model for analyzing a population of subjects who are undergoing lung cancer screening or receiving lung cancer chemoprevention.
" December, 2004 ",Medscape General Medicine,Methamphetamine-Associated Shock With Intestinal Infarction,This article reports an unusual case of methamphetamine-associated intestinal infarction.
" December, 2004 ",CHEST,Smoking Prevalence and National Tobacco Control Legislation,"An analysis of whether the implementation of national tobacco control legislation had an association with the prevalence of smoking, and thereby, with the occurrence of smoking-related lung diseases."
" January, 2005 ",Annals of Family Medicine,Alcohol-Related Injuries: Evidence for the Prevention Paradox,"Risk of injury increases exponentially with alcohol consumption on a given occasion, but the conclusion that alcohol-related injuries are attributable primarily to heavy drinking may not be correct."
" February, 2005 ",Medscape Medical News,"FDA Safety Labeling Changes: Robinul, Altace, Zyban","The FDA has approved revisions to the safety labeling for glycopyrrolate injection (Robinul), ramipril capsules (Altace), and bupropion HCl sustained-release tablets (Zyban)."
" February, 2005 ",Medscape Medical News,"Globus Media Home Medical Tests Illegal, Untested, and May Be Inaccurate","Tests have not been evaluated for accuracy or approved by the FDA, and may produce false results."
" February, 2005 ",Medscape Nurses,Alcohol and Women's Health,There seems to be a lot of conflicting information regarding the effects of alcohol on women's health. What is the latest evidence on the benefits and risks?
" February, 2005 ",Pharmacotherapy,Enhanced Antithrombotic Effect of Warfarin,A 58-year old man was receiving long-term anticoagulation with warfarin for the prevention of ischemic stroke.
" March, 2005 ",Southern Medical Journal,Substance Abuse: Medical And Slang Terminology,Experts review the current vernacular and the medical and street utility of the drugs.
" March, 2005 ",Pharmacotherapy,Osteoporosis Screening and Education in Community Pharmacies,"In this prospective, cross-sectional study, osteoporosis screening using heel quantitative ultrasound and education in a community pharmacy were effective in detecting undiagnosed disease."
" March, 2005 ",Southern Medical Journal,Critical Care Aspects of Alcohol Abuse,Examine role of the different diagnostic studies and the management approaches to related illnesses.
" March, 2005 ",The Nation's Health,Anti-Smoking Campaign Lowers Youth Smoking Rates,"The only nationwide, independent youth anti-tobaccocampaign in the United States is in jeopardy of losing its funding,despite a new study showing its success."
" March, 2005 ",Medscape Radiology,"PET Case Cavalcade, Case XXVII: Hoarseness in an Older Woman","The cause of the FDG-avid tissue in the interatrial septum in this case is puzzling; on the basis of the available imaging features and clinical history, the diagnosis in this former smoker was..."
" March, 2005 ",American Journal of Public Health,College Binge Drinking and State Alcohol Control Policies,Previous studies of binge drinking among college students have focused on personal characteristics; this investigation assessed binge drinking in the context of the larger community.
" March, 2005 ",Pediatric Nursing,Counseling Parents to Quit Smoking,"Most parents want to quit smoking, but they need assistance. Learn how to help."
" April, 2005 ",Medscape Ob/Gyn,Cigarettes: The Other Weapons of Mass Destruction,"By 2030, the World Health Organization predicts that smoking will become the leading cause of death globally, killing 10 million persons per year, most of them in developing countries."
" April, 2005 ",Medscape Neurology,Understanding and Managing Pain in Adults,From APS 2005: The problem of opiate abuse continues to drive research to enhance understanding of this complicated issue.
" April, 2005 ",American Journal of Clinical Pathology,The Use of Protein Tyrosine Phosphatase 1B and Insulin Receptor,"Results correlated with clinical diagnoses in 70% and 88% of ASH and NASH cases, respectively."
" April, 2005 ",CHEST,Maternal and Grandmaternal Smoking Patterns,Maternal and grandmaternal smoking during pregnancy may increase the risk of childhood asthma.
" April, 2005 ",Seminars in Respiratory and Critical Care Medicine,Pathogenesis of COPD,"This article looks at exposures other than cigarette smoke that can contribute to COPD, including inflammation of the lower respiratory tract that results from asthma or other chronic disorders."
" May, 2005 ",Medscape Pediatrics,Parents and Substance Abuse,"Parents who use illegal drugs, abuse alcohol, and use tobacco put more than 35 million of the nation's children at increased risk of substance abuse and physical and mental illness."
" May, 2005 ",Medscape Medical News,Smoking Linked to Acute Rejection of Kidney Transplant,"Smokers had a 24% greater risk of acute rejection than nonsmokers, according to researchers."
" May, 2005 ",Medscape Internal Medicine,Medscape 10th Anniversary: 2000 Top Stories,"Take a look at the top healthcare stories of 2000. Read about sequencing the human genome, advances in robotics, and treatments for rheumatoid arthritis, influenza, smoking cessation, and more."
" May, 2005 ",Medscape Psychiatry,Highlights of 36th Annual ASAM,"In this report on the 36th annual ASAM conference, Thomas L. Haynes, MD, comments on presentations concerning Alcoholics Anonymous, pharmacologic treatment for alcoholism, and more."
" May, 2005 ",Current Opinion in Psychiatry,Innovative Approaches to Intervention for Problem Drinking,"What telephone, correspondence-based, and computerized interventions now enhance or substitute for practitioner-delivered treatment? How effective are they?"
" May, 2005 ",Southern Medical Journal,Isolated Intraperitoneal Bladder Rupture After Minor Trauma,A 41-year-old male presented to the emergency department with lower abdominal pain and difficulty passing urine.
" May, 2005 ",Journal Watch,Benefits of Screening for AAA,Ultrasound screening in older men can reduce long-term mortality from abdominal aortic aneurysms. United States Preventive Services Task Force reports that benefit is most evident in smokers.
