Date,Source,Headlines,Teaser
  December 2008 ,Nature Clinical Practice Rheumatology,Is Long-term Etanercept Therapy Safe and Effective in Patients With JRA?,"Juvenile rheumatoid arthritis can be difficult to treat, as not all traditional treatments are effective in patients.  Can long-term etanercept therapy provide a safe and effective treatment option?"
  December 2008 ,Urologic Nursing,Analysis Following Nephrectomy After Extracorporeal Shockwave Lithotripsy,An adverse event after a routine extracorporeal shockwave lithotripsy set this root cause analysis into motion. What were the findings?
  November 2008 ,International Journal of Impotence Research,NAION With PDE-5 Inhibitors for Erectile Dysfunction,"This article reviews the visual side effects of PDE-5 inhibitors, and examines evidence concerning the association of PDE-5 inhibitor use with nonarteritic anterior ischemic optic neuropathy (NAION)."
  November 2008 ,Expert Review of Clinical Pharmacology,Possible Dose-Side Effect Relationship of Antipsychotic Drugs,What adverse events on motor function are a cause for concern with antipsychotic drugs?
  November 2008 ,American Journal of Cardiovascular Drugs,Statin Adverse Effects,Adverse effects from statins are not rare and may signal a mitochondrial vulnerability. 
  October 2008 ,The American Journal of Gastroenterology,Erythrocyte-Mediated Delivery of Dexamethasone in Ulcerative Colitis,"Nearly 25% of patients with ulcerative colitis requiring steroids therapy become steroid-dependent after 1 year, and virtually all develop steroid-related adverse events. The authors investigate the efficacy and safety of dexamethasone 21-P encapsulated into erythrocytes."
  September 2008 ,American Journal of Health-System Pharmacy,Bupropion-induced Angioedema,"Cases of angioedema, a rare adverse effect of bupropion, have not been extensively described. What does this first published case report describing apparent bupropion-induced angioedema illustrate?"
  August 2008 ,The Medscape Journal of Medicine,Generic Fixed-Dose Combination of Tenofovir/Emtricitabine/Efavirenz in HIV,The investigators studied the effectiveness and safety of a generic fixed-dose combination of tenofovir/emtricitabine/efavirenz among HIV-1-infected patients in Western India.
  July 2008 ,Maternal and Child Health Journal,Does Use of Nicotine Replacement Therapy During Pregnancy Affect Outcomes?,What are the characteristics of the women who are prescribed or recommended nicotine replacement therapy (NRT) during pregnancy? Is NRT safe for use during pregnancy?
  June 2008 ,BMC Ophthalmology,Comparative Study of the Stability of Bimatoprost and Latanoprost , The purpose of this study was to determine the degree of molecular degradation that occurs in bimatoprost and latanoprost in a patient-use setting.
  January 2008 ,Personalized Medicine,Adverse Drug Reactions and Pharmacogenomics: Recent Advances,"Although the advancement of pharmacogenetics into clinical practice has been slower than predicted, it definitely has a place in drug development and safety predictions."
  August 2007 ,U.S. Pharmacist,Dangers of Sexual Enhancement Supplements,"Dietary supplements including sexual enhancement products are heavily promoted. Many American consumers assume this means the government has ruled them safe for use, but this is a common misconception"
  January 2007 ,Nature Clinical Practice Rheumatology,Drug Insight: resistance to methotrexate and other DMARDS,This article discusses the molecular mechanisms that might be involved in the development of resistance to DMARDS and strategies to overcome this phenomenon.
  January 2007 ,Cancer Control: Journal of the Moffitt Cancer Center,Adjuvant Chemotherapy in Elderly Patients with Lung Cancer,Survival benefits associated with adjuvant therapy may be reduced in the elderly due to poor tolerance of and toxicities from chemotherapy.
  May 2006 ,Pharmacotherapy,Adverse Drug Reactions in United States Hospitals,This study of 8 million patients hospitalized in 1998 identified high-risk diagnoses and drug classes that providers can target to minimize adverse drug reactions.
  July 2009 ,Gastroenterology,PPI Therapy Induces Acid-Related Symptoms After Therapy Withdrawal,Withdrawal of PPI therapy after 8 weeks induces acid-related symptoms in healthy volunteers. This study supports the hypothesis that rebound acid hypersecretion (RAHS) has clinical implications.
  July 2009 ,Expert Review of Neurotherapeutics,Levodopa/Carbidopa/Entacapone in Parkinson's Disease,"Read a discussion on ways to deliver levodopa in a more continuous fashion, in an effort to maintain benefit through the day and reduce the development of motor fluctuations and dyskinesias."
  June 2009 ,The Pediatric Infectious Disease Journal,Adverse Drug Events in Children Receiving Prolonged Outpatient Parenteral Antibiotic Therapy for Osteomyelitis,Fifty-one percent of the courses had an associated ADE and 32.5% of the antibiotic courses were discontinued because of ADE.
  June 2009 ,The Annals of Pharmacotherapy,Adverse Effects of Antiretrovirals in HIV-Infected Pregnant Women ,Is the risk of ARV-related adverse drug reactions increased during pregnancy?
  May 2009 ,BMC Clinical Pharmacology,The Frequency of Adverse Drug Reaction Related Admissions,How often do adverse drug reactions send patients to the hospital?
  May 2009 ,Clinical Lung Cancer,Local Stage III NSCLC of Other Than Predominantly Squamous Cell Histology,The PROCLAIM trial assessed pemetrexed/cisplatin chemotherapy plus radiation followed by consolidation pemetrexed vs other cytotoxic regimens in stage IIIA/B mostly non-squamous NSCLC.
  May 2009 ,Clinical Ovarian Cancer,Paclitaxel Hypersensitivity Reaction,Docetaxel is an alternative treatment approach for paclitaxel in women who experienced a paclitaxel-associated hypersensitivity reaction while undergoing chemotherapy for ovarian and endometrial.
  May 2009 ,Clinical Ovarian Cancer,Safety of Bevacizumab in Advanced Ovarian and Müllerian Cancers: A Review,"This review article discusses the safety of bevacizumab in advanced recurrent ovarian, fallopian, and peritoneal disease."
  May 2009 ,American Journal of Health-System Pharmacy,Methadone-Associated Q-T Interval Prolongation and Torsades de Pointes,"A baseline ECG, personal and family history of syncope, and a complete medication history should be obtained before a patient begins treatment with methadone."
  May 2009 ,American Journal of Health-System Pharmacy,Methadone-Associated Q-T Interval Prolongation and Torsades de Pointes ,Are you aware of how to prevent these fatal adverse effects? 
  April 2009 ,Journal Watch,Long-Term Antipsychotic Use in Alzheimer Disease,What is the risk for mortality from long-term use of antipsychotics in patients with dementia related to Alzheimer Disease?
  April 2009 ,American Journal of Pharmaceutical Education,Pharmacists' and Pharmacy Students' Ability to Identify Drug-related Problems Using TIMER (Tool to Improve Medications in the Elderly via Review),How useful was this TIMER in identifying drug-related problems during patient medication reviews?
  March 2009 ,Journal of the American Board of Family Medicine,Myocardial Infarction With Adderall XR and Alcohol Use in a Young Man,A 20-year-old college freshman presented to the emergency department with chest pain of 2 days' duration.
  March 2009 ,BMC Clinical Pharmacology,Effects of Simvastatin 40 mg Daily on Muscle and Liver Adverse Effects,"How safe is simvastatin, one of the most widely used drugs today for cholesterol?"
  March 2009 ,Alimentary Pharmacology & Therapeutics,Quantifying the 'Hidden' Lactose in Drugs,"Lactose intolerance affects 70% of the world population. Yet, lactose is found in many medications. The object of this study was to identify and quantify the amount of lactose in medications used for the treatment of gastrointestinal disorders, and to identify 'lactose-free' preparations."
  March 2009 ,Alimentary Pharmacology & Therapeutics,Oral Budesonide for Maintenance of Remission of Crohn's Disease,"Budesonide exhibits similar efficacy to systemic glucocorticosteroids in Crohn's disease, but with fewer adverse events. The aim of this article is to evaluate budesonide's safety profile in CD patients."
  March 2009 ,Alimentary Pharmacology & Therapeutics,Mercaptopurine Treatment in Azathioprine-Intolerant IBD Patients,A switch to mercaptopurine may be successful in many cases of azathioprine intolerance.
  March 2009 ,Southern Medical Journal,Grapefruit Juice and Verapamil: A Toxic Cocktail,"Upon persistent questioning, it was finally discovered that, the patient had been drinking large quantities of grapefruit juice during the days preceding her admission."
  March 2009 ,British Journal of Cardiology,Cardiotoxicity From Cytotoxics in the 21st Century,"Cardiotoxicity is a side effect from several cytotoxic agents, so how can treatments be planned to maximize treatment goals and minimize cardiotoxic effects?"
  March 2009 ,American Journal of Health-System Pharmacy,Evaluation of Adverse Drug Reactions Reported to a Poison Control Center,What is the likelihood of hospitalization caused by adverse drug reactions from commonly implicated therapeutic groups?
  December 2009 ,ISMP Medication Safety Alert!® Acute Care Edition,"If you know of an error ""waiting to happen,"" how can you address this type of bystander apathy?","If you know of an error ""waiting to happen,"" how can you address this type of bystander apathy?"
  December 2009 ,ISMP Medication Safety Alert!® Acute Care Edition,Scanning Multiple Pages May Contribute to Drug Omissions ,Is your institution using new technology systems that may be associated with this type of drug error?
  December 2009 ,Kidney International,Adverse Events in Community Hospitals Involving Nephrotoxic Drugs ,Adverse drug events are common in patients with impaired kidney function at community hospitals. Find out how they can be easily prevented.
  December 2009 ,Pediatric Pharmacotherapy,Vigabatrin for Infantile Spasms or Refractory Complex Partial Seizures,"Thirty years after applying for FDA approval, the anticonvulsant vigabatrin is approved, because its benefits promise to outweigh its risks in infants."
  November 2009 ,Pediatric Pharmacotherapy,Ganciclovir and Valganciclovir Use in Children,"These antiviral agents are effective for CMV infection, especially following pediatric organ transplantation, but certain precautions must be followed."
  November 2009 ,Pediatric Pharmacotherapy,Escitalopram for the Treatment of Depression in Adolescents,Escitalopram was the second SSRI approved for use in teens; how safe is this drug in the treatment of adolescent depression?
  November 2009 ,Pediatric Pharmacotherapy,Furosemide: A Review of Its Use in Infants and Children,"Lasix has been in use for a half-century, and is one of the most commonly prescribed drugs. Review the latest research about the use of lasix in pediatrics."
  November 2009 ,American Journal of Cardiovascular Drugs,Potential Interaction between Clopidogrel and Proton Pump Inhibitors,Antiplatelet activity may change when proton pump inhibitors are combined with Clopidogrel.
  October 2009 ,Journal of Viral Hepatitis,Genetic Polymorphisms With IFN-Induced Haematologic AEs in Chronic HCV,Investigators sought to identify host genetic polymorphisms associated with the efficacy or hematologic toxicity of IFN-based combination therapy in chronic hepatitis C patients.
  October 2009 ,Alimentary Pharmacology & Therapeutics,Safety Profile of Anti-TNF Therapy in IBD in Clinical Practice,"Investigators reviewed the safety profile of anti-TNF agents in all patients with Crohn disease, ulcerative colitis, and celiac disease treated with infliximab in Edinburgh from 1999 to 2007."
  September 2009 ,Cases Journal,Hypernatremia Secondary to Soluble Paracetamol Use in an Elderly Man,"Clinicians should be aware of the high sodium chloride content in soluble paracetamol, which can precipitate hypernatremia in elderly patients with impaired renal function."
  September 2009 ,ISMP Medication Safety Alert!® Acute Care Edition,Ohio Government Plays Whack-a-Mole With Pharmacist ,Read about an Ohio pharmacist who was sentenced to prison for his role in a fatal medication error.
  September 2009 ,HIV Medicine,Tenofovir-Associated Renal and Bone Toxicity,"This study describes the clinical presentation and renal and bone abnormalities related to treatment with tenofovir, and recommends screening for tenofovir-related toxicity."
  September 2009 ,AIDS,Risk for Treatment-Limiting Toxicities with Nevirapine-Containing ART,A single lab test may be all it takes to identify patients who are more likely to have to stop nevirapine-containing ART because of toxicity.
  September 2009 ,HIV Medicine,Reasons for Discontinuation of Highly Active Antiretroviral Therapy ,What is the number one reason why patients starting HAART discontinue treatment in the first year?  
  September 2009 ,The Annals of Pharmacotherapy,Ropinirole-Associated Psychotic Symptoms in an Outpatient Population,Example Teaser
  August 2009 ,Alimentary Pharmacology & Therapeutics,A Clue to Drug-Related Colitis in Adults,"Investigators attempted to quantify eosinophils in the mucosa of normal controls and to compare them with those of patients with abdominal symptoms related to ""drug colitis."""
  August 2009 ,Current Opinion in Allergy and Clinical Immunology,Selective Immediate Hypersensitivity Reactions To NSAIDs,Learn how to recognize hypersensitivity reactions in patients taking NSAIDS.
  August 2009 ,Current Opinion in Allergy and Clinical Immunology,Drug Skin Metabolites and Allergic Drug Reactions,"Recent studies about xenobiotica metabolism of the skin, and its impact on drug-allergic reactions are presented in this article."
  July 2009 ,American Journal of Clinical Dermatology,Role of Topical Calcineurin Inhibitors in Treating Seborrheic Dermatitis,This article reviews the safety and efficacy of topical calcineurin inhibitors in treating seborrheic dermatitis.
  March 2010 ,ISMP Medication Safety Alert!® Acute Care Edition,Shakespeare Was on Target--Don't Be a Borrower or Lender,"Borrowing another patient's medicine when a medication is ""missing"" can result in serious error."
  March 2010 ,American Journal of Health-System Pharmacy,Use of Erythropoietin-Stimulating Agents in Breast Cancer Patients,When should erythropoietin-stimulating agents be prescribed and how should these agents be dosed and monitored?
  March 2010 ,International Journal of Clinical Practice,Counterfeit Phosphodiesterase Type 5 Inhibitors Pose Significant Risks,"Counterfeit drugs are a growing problem, and the largest segment of the counterfeit drug market are phosphodiesterase type 5 inhibitors used in the treatment of erectile dysfunction (ED.)"
  March 2010 ,Clinical Endocrinology,Unusual Mid-shaft Fractures During Long-term Bisphosphonate Therapy,"Although existing evidence supports a good safety profile, there is concern that these agents could result in severe suppression of bone turnover with increased risk of nonvertebral fractures."
  March 2010 ,American Journal of Health-System Pharmacy,Severe Adverse Skin Reactions to Nonsteroidal Antiinflammatory Drugs,Are Stevens-Johnson syndrome and toxic epidermal necrolysis often associated with NSAIDs?
  March 2010 ,Pediatric Pharmacotherapy,Promethazine: Recommendations for Safe Use in Children,"Promethazine, once widely used for sedation in children, has been associated with toxicity and carries a black box warning. This article reviews its pharmacology and measures to maximize its safety."
  February 2010 ,Southern Medical Journal,Hemorrhagic Cystitis Induced by an Herbal Mixture,"Natural does not necessarily mean ""safe"" when it comes to herbal remedies. In this case, an herbal weight-loss product was the culprit."
  February 2010 ,Pharmacotherapy,Extended-Interval Once-Daily Dosing of Aminoglycosides for Cystic Fibrosis,An alternative aminoglycoside dosing strategy for patients with cystic fibrosis may have advantages.
  February 2010 ,American Journal of Pharmaceutical Education,Pharmacy Students' Knowledge of Black Box Warnings,When do pharmacy students learn about black box warnings and how much do they know?
  February 2010 ,HIV Medicine,Abacavir and Risk of Myocardial Infarction in HIV-Infected Patients ,Does exposure to abacavir increase the risk for myocardial infarction?
  February 2010 ,Southern Medical Journal,Warfarin-Induced Skin Necrosis,Warfarin-induced skin necrosis is a rare and potentially life-threatening complication of warfarin therapy.  This case report explores the challenges of dealing with vitamin K antagonist therapy.
  February 2010 ,Expert Review of Pharmacoeconomics & Outcomes Research,Is Oseltamivir Safe?,Is oseltamivir use associated with increased risk of abnormal behaviors and sudden death?
  January 2010 ,Pharmacotherapy,Drug Fever,Learn more about the causes and management of this common and confounding condition.
  January 2010 ,CHEST,Cardiovascular Events Associated With Ipratropium Bromide in COPD,Studies have suggested an increased risk of cardiovascular morbidity and mortality associated with the use of ipratropium bromide. The authors take a closer look at the association.
  January 2010 ,CHEST,Cardiovascular Safety of Tiotropium in Patients With COPD,"The clinical trial safety database for tiotropium has been augmented with a 4-year trial in patients with COPD, which provides an opportunity to better evaluate the cardiovascular profile of tiotropium."
  January 2010 ,Endocrine Practice,Exenatide-Induced Acute Pancreatitis,"A 64-year-old, nonalcoholic woman with NIDDM presented with a 1-month history of epigastric pain beginning 2 days after starting exenatide"
  December 2009 ,Pharmacotherapy,Upper GI Complications Associated With COX-2 Inhibitors and NSAIDs,How does naproxen compare with rofecoxib in incidence of upper gastrointestinal complications?
  December 2009 ,BMC Clinical Pharmacology,Perceptions of Doctors to Adverse Drug Reaction Reporting,A physician sample reveals deficiencies in adverse drug reporting.
  December 2009 ,Pediatric Pharmacotherapy,Serotonin Receptor Agonists for Adolescent Migraine: Focus on Almotriptan,"Although widely used in adults,  serotonin receptor agonists for adolescents with migraine are still being studied. This review summarizes what we know to date."
  December 2009 ,Current Opinion in Allergy and Clinical Immunology,Immune Mechanisms in Allergic Eye Diseases: What Is New? ,"Currently available drugs, in particular for chronic forms of disease, are inadequate and there is an urgent need for safer, more localized and effective treatment."
  April 2010 ,Clinical Breast Cancer,Rheumatic Disorders and Functional Disability With Aromatase Inhibitor Therapy,Aromatase inhibitor therapy used in breast cancer treatment can be accompanied by musculoskeletal pain and stiffness.
  April 2010 ,British Journal of Cardiology,Trimethoprim and Tented T-waves,Trimethoprim's untoward side effect may lead to arrhythmias for some.
  April 2010 ,Arthritis Research & Therapy,B-cell Depletion With Rituximab: a Promising Treatment for Sclerosis,How safe is rituximab for the treatment of sclerosis? This editorial explains the possibilities.
  April 2010 ,Pharmacogenomics,Pharmacogenetics of Dyslipidemia in HIV,"We know that antiretrovirals contribute to HIV-associated dyslipidemia, but what role do genetic variants have in contributing to this metabolic complication? "
  April 2010 ,Rheumatology,Pregabalin in Fibromyalgia: Meta-Analysis of Efficacy and Safety,Pooled clinical trial data support the efficacy and relative safety of pregabalin in patients with fibromyalgia.
  April 2010 ,International Journal of Clinical Practice,Safety and Efficacy of Treatment With Sitagliptin or Glipizide in Patients With Type 2 Diabetes Inadequately Controlled on Metformin: A 2-Year Study,Many patients with type 2 diabetes do not achieve glycemic control with a single antihyperglycemic agent. This study asseses the safety and efficacy of combination therapy.
  April 2010 ,Journal of Medical Case Reports,Ceftriaxone-Induced Toxic Epidermal Necrolysis Mimicking Burn Injury,A case of an unusual adverse reaction to Ceftriaxone therapy.
  April 2010 ,Alimentary Pharmacology & Therapeutics,Opiate-Induced Oesophageal Dysmotility,"The esophagus is susceptible to the effects of opiates, something to keep in mind when a patient on opiates presents with dysphagia"
  April 2010 ,Pharmacotherapy,Genetic Basis for Adverse Drug Effects: Calcineurin Inhibitors,Which genetic polymorphisms may be implicated in adverse effects associated with cyclosporine and tacrolimus?
  April 2010 ,Alimentary Pharmacology & Therapeutics,Infliximab Safety Profile and Long-Term Applicability in IBD,"What's the ""real world"" long-term safety profile of infliximab therapy in patients with IBD? This study provides some answers. "
  April 2010 ,Southern Medical Journal,Overuse of Acid Suppression Therapy in Hospitalized Patients,Is acid suppression therapy for ulcer prophylaxis often used unnecessarily in hospitalized patients?
  April 2010 ,ISMP Medication Safety Alert!® Acute Care Edition,Survey Shows Recession Has Weakened Patient Safety Net,How has the faltering economy affected the safety of hospitalized patients?
  April 2010 ,Headache,Triptan Exposure During Pregnancy and Risk of Major Congenital Malformation,"While migraine is common in pregnancy, triptan therapy is rarely used, as there has been no conclusive evidence on its safety. This large study evaluates triptans' safety profile in pregnant women."
  April 2010 ,Headache,Commentary: Triptan Use During Pregnancy: A Safe Choice?,"In this commentary regarding the Norwegian Mother and Child Cohort Study, the author raises important questions regarding the safety of triptan therapy for the pregnant woman and her newborn."
  April 2010 ,AIDS Clinical Care,Reduced Survival After Serious Non-AIDS Complications,"What is the best way to treat AIDS patients who develop other illnesses, like heart disease?"
  April 2010 ,Interventional Cardiology,Concomitant use of Clopidogrel and Proton-Pump Inhibitor,Is the combination of clopidogrel and proton-pump inhibitors (PPI) a potential risk for your patient? OTC PPIs may present a lurking threat.
  March 2010 ,BMC Gastroenterology,A Candidate Probiotic With Unfavourable Effects in Subjects With IBS ,A potential probiotic unexpectedly demonstrates untoward effects in a trial of IBS patients. 
  March 2010 ,ISMP Medication Safety Alert!® Acute Care Edition,Oral Syringes: A Risk-Reduction Strategy That Has Not Been Fully Utilized,Review strategies to promote oral syringe use and eliminate use of parenteral syringes for oral medications.
  March 2010 ,Journal of Midwifery & Women's Health,Antidepressant Medication Use in Pregnancy,Appropriate management of depression during pregnancy can be challenging. This article reviews the safety of antidepressant use in the perinatal period.
  March 2010 ,Dermatitis,Multifocal Fixed Drug Eruption Due to Celecoxib,A case of multifocal drug reaction from celecoxib is reported.
  June 2010 ,Rheumatology,Rheumatology: The Role of High-dose Intravenous Immunoglobulin,This review examines the continued utility of high-dose immunoglobulin in treating rheumatological disorders.
  June 2010 ,Breast Cancer Research,Management of Anastrozole-Induced Bone Loss in Breast Cancer ,Preventive treatment for those at risk for bone loss may minimize adverse effects of anastrozole.
  June 2010 ,American Journal of Clinical Dermatology,Botanicals in Dermatology: An Evidence-Based Review,"As botanical-based cosmetics are being more widely used, patients are asking for plant-based therapeutic products as complementary dermatologic therapy."
  June 2010 ,Dermatitis,Allergic Contact Dermatitis From Antihemorrhoidal Ointments,A patient presents with perianal dermatitis after prolonged use of various antihemorrhoidal preparations
  June 2010 ,The Pediatric Infectious Disease Journal,Oseltamivir for Treatment of Influenza in Infants Less Than One Year,Is the antiviral agent oseltamivir a safe and effective treatment for influenza in infants under one year old?
  May 2010 ,International Journal for Quality in Health Care,Adverse Events Experienced by Homecare Patients: A Literature Review ,Greater attention is needed to address adverse events experienced by homecare patients.
  May 2010 ,AIDS Clinical Care,Cyclosporine in Acute and Early HIV Infection,How does cyclosporine affect HIV outcomes when added to a treatment regimen?
  May 2010 ,Expert Review of Vaccines,Switching from OPV to IPV: are we behind the schedule in Latin America?,What is the best and most efficient polio vaccine available worldwide?
  May 2010 ,American Journal of Health-System Pharmacy,Estimating Aminoglycoside and Creatinine Clearance in Underweight Patients,Does the Cockcroft-Gault equation provide a superior estimation of creatinine clearance in underweight patients compared to other equations?
  May 2010 ,International Journal of Clinical Rheumatology,Clinical Efficacy of TNF-a Inhibitors: an Update,"New drug therapies for the rheumatic diseases are being discovered. This new study looks closely at TNF-a inhibitors, and outlines their efficacy in the treatment of rheumatoid arthritis and other diseases."
  May 2010 ,Morbidity & Mortality Weekly Report,Isoniazid-Associated Liver Injuries From Treatment for Latent TB Infection,"Isoniazid remains the treatment of choice for latent tuberculosis infection, but it is associated with hepatotoxicity. This study examines the incidence of severe liver injury with isoniazid therapy."
  May 2010 ,AIDS Clinical Care,Drug Interactions Involving Antiretrovirals,Watching out for drug interactions in HIV therapy is of the upmost importance.
  May 2010 ,The Annals of Pharmacotherapy,Adverse Drug Events in Adult Patients Leading to ED Visits,"How commonly are adverse drug events responsible for ED visits, and which drugs are most often involved?"
  May 2010 ,Faculty of 1000,High Versus Low Dosing Of Oral Colchicine For Early Acute Gout Flare,The common current practice of giving a high dose regimen of colchicine every hour for 6 hours for the early treatment of acute gout flare should be abandoned.
  May 2010 ,Alimentary Pharmacology & Therapeutics,Sedation in Digestive Endoscopy: The Athens International Position Statements,What is the latest professional consensus on the use of sedation in endoscopy?
  May 2010 ,Headache,Clonazepam for Refractory Headache: Benefit and Risk,"Migraine often coexists with anxiety and depression, but studies of headache preventives rarely address these patients. Is there a role for Clonazepam and benzodiazepines in migraine prophylaxis?"
  May 2010 ,Pediatric Pharmacotherapy,Clopidogrel for Platelet Inhibition in Pediatric Patients,Does Clopidogrel provide a safe alternative to aspirin for inhibition of platelet aggregation in pediatric patients at risk for venous thrombosis? 
  May 2010 ,HIV Therapy,Rituximab Therapy for HIV-associated Multicentric Castleman Disease,"How effective is rituximab for HIV-associated diseases, specifically multicentric Castleman disease?"
  May 2010 ,Journal of Viral Hepatitis,Chronic Hepatitis C Treated by Pegylated Interferon Alpha-2b and Ribavirin,How important is dosage in hepatitis C patients being treated with pegylated interferon and ribavarin?
  July 2010 ,Current Opinion in Rheumatology,How Early Should Ankylosing Spondylitis be Treated With a Tumor Necrosis Factor-blocker?,"Anti TNF agents are effective in the treatment of ankylosing spondylitis, but when is the most effective time to start therapy? This study explores the issue."
  July 2010 ,Arthritis Research & Therapy,Clinical Effectiveness of Biologics in Clinical Practice,What types of biologic therapies are most effective in the treatment of rheumatoid arthritis?
  July 2010 ,Environmental Health Perspectives,Triclosan Comes Under Scrutiny,"This new review takes a close look at the antimicrobial agent, triclosan, and its potential toxicity."
  July 2010 ,The British Journal of Dermatology,Differential Gene Expression in Drug Hypersensitivity Reactions,What are the molecular mechanisms underlying the pathogenesis of cutaneous manifestations of drug hypersensitivity?
  July 2010 ,Critical Care,ICU-Acquired Infection as a Side Effect of Sedation,"Sedation is a significant contributing factor for infection among mechanically ventilated patients, but is infection a side effect of sedation?"
  July 2010 ,Headache,Efficacy and Safety of Naproxen Sodium in the Acute Treatment of Migraine,Is naproxen sodium of therapeutic benefit in the treatment of acute migraine attacks?
  July 2010 ,American Journal of Health-System Pharmacy,Systemic Corticosteroids in the Treatment of Acute Exacerbations of COPD,Differences in dosing of corticosteroids exist between the literature and guidelines for COPD exacerbations.
  July 2010 ,Expert Review of Neurotherapeutics,Psychopharmacology of Pediatric Bipolar Disorder,This comprehensive literature review evaluates the safety and effectiveness of psychotropic medications in children and adolescents with pediatric bipolar disorder.
  July 2010 ,Expert Review of Anti-Infective Therapy,Management of Cardiovascular Implantable Electronic Device Infections,What is the best approach to treating infections arising from cardiovascular implantable electronic devices?
  July 2010 ,Pediatric Pharmacotherapy,Pediatric Cardiopulmonary Resuscitation: A Review of Medications ,What are the most common and effective medications used in pediatric cardiopulmonary resuscitation?
  June 2010 ,Alimentary Pharmacology & Therapeutics,Rifaximin for the Treatment of Travellers' Diarrhoea,"What is the best way to treat traveler's diarrhea? This review looks at different options, including fluid therapy, and various antibiotics."
  June 2010 ,American Journal of Health-System Pharmacy,Effects of an ADE Alert System on Outcomes in Community Hospitals,How does implementation of an ADE alert system affect inpatient cost and mortality rates?
  June 2010 ,Dermatitis,Vitamin E and Allergic Contact Dermatitis,How prevalent is vitamin E-induced allergic contact dermatitis?
  June 2010 ,The Annals of Pharmacotherapy,Ceftriaxone and Calcium Therapy in Adult Critical Care Patients,Did this combination result in adverse outcomes in a critically ill population?
  June 2010 ,Alimentary Pharmacology & Therapeutics,Depression and Treatment With Antidepressants Associated With GERD,A double dose of doom: Anti-depressant induced GERD should be avoided.
  June 2010 ,The Annals of Pharmacotherapy,Evaluation of Bleeding Risk in Patients Exposed to Therapeutic UFH or LMWH,What predictors are associated with increased bleeding risk in patients receiving UFH or LMWH?
