Date,Source,Headlines,Teaser
" November, 2004 ",Wounds,Development of Antimicrobials - In-Vitro & In-Vivo Assessments,How do both in-vitro and in-vivo models provide essential and successful outcomes in the development of antimicrobial agents?
" January, 2005 ",Medscape Infectious Diseases,"Bartlett Infectious Diseases Review: November 30, 2004","Dr. Bartlett reviews the latest on community-acquired MRSA, Hep B, influenza, pneumonia, diabetic foot infections, surgical infections, TB, pneumococcal bacteremia, SARS, anthrax, polio, & more."
" January, 2005 ",Medscape Infectious Diseases,"Bartlett Infectious Diseases Review: December 31, 2004","Dr. Bartlett reviews the latest on influenza, gemifloxacin, drug resistance, poliomyelitis vaccination/epidemiology, S aureus & C difficile in pseudomembranous intestinal diseases, & more."
" January, 2005 ",Medscape Medical News,Isolation Practices May Not Be Needed for ICU Patients With MRSA,Findings from a prospective study suggest that guidelines to reduce spread of methicillin-resistant Staphylococcus aureus in intensive-care units should therefore be reassessed.
" February, 2005 ",American Journal of Health-System Pharmacy,Microbial Contamination Rates for USP Compounding,"Of 539 evaluations at a single institution, 28 (5.2%) resulted in preparations that yielded microbial growth."
" February, 2005 ",Medscape Infectious Diseases,"Bartlett Infectious Diseases Review: January 31, 2005","Dr. Bartlett reviews the latest on SARS, influenza, hep B, infective endocarditis, daptomycin against MDR-GPC, acute bronchitis, MRSA, polio & pneumococcal vaccination, relapse of TB, and more."
" April, 2005 ",Medscape Infectious Diseases,"Bartlett Infectious Diseases Review: April 15, 2005","Dr. Bartlett reviews the latest data on the 2004-2005 US flu season, impact of pneumococcal vaccination on macrolide resistance, heptavalent cholera vaccine, and more."
" May, 2005 ",Medscape HIV/AIDS,"Bartlett Infectious Diseases Review: May 15, 2005","Dr. Bartlett reviews the latest on flu vaccination efficacy in various age groups, new pneumonia treatment guidelines from ATS/IDSA, antifungal treatment, E coli outbreaks, and more."
" May, 2005 ",American Journal of Health-System Pharmacy,Telithromycin: The First Ketolide.,Does this new antimicrobial have a role in the antibiotic arsenal?
" June, 2005 ",Emerging Infectious Diseases,Statewide Program to Promote Appropriate Antimicrobial Drug Use,"In 1999, Wisconsin initiated an educational campaign for primary care clinicians and the public to promote judicious antimicrobial drug use. Learn about its impact on clinician knowledge and beliefs."
" June, 2005 ",Medscape Infectious Diseases,5th Intl Symposium on Antimicrobial Agents & Resistance,"ISAAR 2005: In this report based on his plenary lecture, Robert Daum, MD, describes recent data concerning community-acquired methicillin-resistant Staphylococcus aureus."
" June, 2005 ",Medscape Infectious Diseases,"Bartlett Infectious Diseases Review: May 31, 2005","Dr. Bartlett reviews pertussis prev/tx, purpura fulminans due to S aureus, tx for Legionnaires disease, impact of vancomycin resistance on enterococcal bacteremia, entecavir for HBV, and much more."
" July, 2005 ",Journal Watch,"The More Antibiotics We Have, the More We Use",How much does clever marketing drive antibiotic overuse?
" July, 2005 ",Pharmacotherapy,Aspirin Resistance: An Evaluation,"About 26 million Americans take aspirin daily to prevent heart attacks, but how many are actually receiving a benefit?"
" July, 2005 ",Pharmacotherapy,Gram-Positive Resistance,"New antibiotics provide valuable alternatives to vancomycin, but their use should be limited to resistant infections."
" July, 2005 ",Medscape Infectious Diseases,"Bartlett Infectious Diseases Review: July 15, 2005","John Bartlett, MD, reviews the latest on C difficile colitis & diarrhea, avian influenza, treatment of CAP, risk of respiratory syncytial virus infection in high-risk populations, and more."
" August, 2005 ",Topics in Advanced Practice Nursing eJournal,Biofilm,"Bacteria on catheters excrete a sticky substance that anchors them together and to the catheter surface, forming a biofilm that is more resistant to antimicrobials."
" August, 2005 ",Medscape Infectious Diseases,Highlights of the 16th ISSTDR Meeting,"Dr. Myron Cohen reviews the most critical clinical, epidemiologic, and basic scientific data from this key biennial meeting on sexually transmitted diseases."
" August, 2005 ",Emerging Infectious Diseases,Treatment of Antimicrobial-resistant Neisseria gonorrhoeae,These authors evaluated cost-minimizing strategies for both diagnosis and treatment of gonorrhea in women.
" August, 2005 ",Emerging Infectious Diseases,"Pseudomonas aeruginosa, Staphylococcus aureus, & Fluoroquinolone",Few long-term multicenter investigations have evaluated the relationships between aggregate antimicrobial drug use in hospitals and bacterial resistance. These authors measured fluoroquinolone use fro
" August, 2005 ",Nature Clinical Practice Urology,Treatment of Uncomplicated Cystitis in Women,Widespread use of antimicrobials continues to promote the problem of antimicrobial resistance. Increasing resistance to trimethoprim/sulfamethoxazole and fluoroquinolones prompted one team of researchers to investigate amoxicillin/clavulanate as an alternative treatment for acute uncomplicated cystitis.
" August, 2005 ",Pharmacotherapy,Clinical Decision Support Systems - Antimicrobial Stewardship,Information technology can play an important role in reducing hospital infections and antibiotic resistance.
" August, 2005 ",Critical Care Medicine,Prevent Antimicrobial Resistance in the ICU,A review of the current literature for strategies in reducing the emergence of antimicrobial resistance among bacteria in the ICU.
" September, 2005 ",American Journal of Clinical Pathology,Real-Time PCR  and MSRA From Positive Blood Culture Bottles,PCR detection yields rapid (2-3 hours) results and accurate identification of S aureus directly from signal-positive blood culture bottle samples.
" September, 2005 ",American Public Health Association,Plan Needed to Protect Against Importation Of Infectious Disease,"Intercepting microbial threats at the nation's airports, seaports & borders needs strategic leadership & a comprehensive plan to meet the challenges posed by emerging diseases & bioterrorist threats."
" September, 2005 ",Medscape Infectious Diseases,"Bartlett Infectious Diseases Review: September 30, 2005","Dr. Bartlett reviews the latest on new antimicrobials and vaccines, MRSA, pneumonia, traveler's diarrhea, meningococcal disease, malaria, vCJD, rabies, HBV, pertussis, endocarditis, and more."
" September, 2005 ",Pharmacotherapy,"Analysis of Ceftriaxone, Gatifloxacin, and Levofloxacin",How do these antimicrobial regimens compare on target attainment? Read the full-text article for a careful analysis.
" October, 2005 ",Medscape Pharmacists,Vancomycin Duration of Treatment,How long should a patient receive vancomycin therapy? A number of patient factors must be considered.
" October, 2005 ",Emerging Infectious Diseases,Vancomycin and Home Health Care,Recommendations for prudent vancomycin use are often overlooked when selecting antimicrobial drugs for home infusion. The public health impact of this practice remains unknown.
" October, 2005 ",Emerging Infectious Diseases,Antimicrobial Drug Resistance: Prediction Is Very Difficult,This review discusses the predictable future of the relationship between antimicrobial drugs and bacteria.
" October, 2005 ",Emerging Infectious Diseases,Antibacterial Cleaning Products and Drug Resistance,This group examined whether household use of antibacterial cleaning and hygiene products is an emerging risk factor for carriage of antimicrobial drug-resistant bacteria on hands of household members.
" November, 2005 ",Medscape Infectious Diseases,Highlights of the IDSA 43rd Annual Meeting,"Dr. John G. Bartlett reviews the hottest topics from this year's IDSA meeting -- avian influenza, a new epidemic strain of C difficile, community-acquired MRSA, and new antibiotics."
" November, 2005 ",Journal of the American Board of Family Medicine,Calling Acute Bronchitis a Chest Cold,A cold by any other name?
" January, 2006 ",Medscape Infectious Diseases,Antibacterial Drug Resistance: December 2005,Dr. Bartlett reviews the literature and comments on the latest data on the epidemiology of drug-resistant bacterial infections and antibiotic selection for patients with cystic fibrosis.
" January, 2006 ",Medscape Infectious Diseases,Highlights of American Society of Tropical Medicine and Hygiene,"Dr. Kevin Kain reviews key data from the meeting: blood-borne parasites and blood safety; toxoplasmosis; neurocysticercosis; prevention, diagnosis, and treatment of malaria; and more."
" January, 2006 ",Pharmacotherapy,Impact of a Piperacillin-Tazobactam Shortage,"A 2002 shortage of this antibiotic was associated with significant changes in antimicrobial prescribing. Could there be lessons for formulary changes, too?"
" January, 2006 ",Pharmacotherapy,Issues With Fluoroquinolones and Doxycycline,Which should be considered as a first-line antibiotic in the management of pathogens in case of a bioterrorism attack?
" February, 2006 ",Medscape Infectious Diseases,Bacterial Infections: February 2006,"Dr. John G. Bartlett reviews the role of PVL-producing MRSA in necrotizing pneumonia, antibiotic chemoprophylaxis, a clinical trial of a new levofloxacin delivery system for CAP, and more."
" February, 2006 ",Emerging Infectious Diseases,"Antimicrobial Drug Resistance, Regulation, and Research","The authors discuss approaches that can aid decision making on treating resistant infections, and outline measures that agencies may employ to control resistance and promote drug development."
" March, 2006 ",Emerging Infectious Diseases,Identifying and Quantifying Genotypes in Polyclonal Infections,This strategy can be used for studies of infection with multiple pathogens of the same species and for rapid identification of select agents that have been genetically modified to increase virulence.
" March, 2006 ",Medscape Family Medicine,Don't Prescribe Antibiotics -- Just Treat the Pain,Commentary on a study published December 2006 in Annals of Family Medicine
" March, 2006 ",Medscape Medical News,Highlights From MMWR: Rate of TB Decline Slows in US and More,The CDC has reported on trends in US tuberculosis rates and health risk disparities between foreign- vs US-born adults.
" March, 2006 ",Medscape Infectious Diseases,Bacterial Infections: March 2006,"Dr. Bartlett reviews bacterial infections in selected patient populations and selected sites: foot infections in patients with diabetes, neutropenic cancer patients, tsunami survivors, and more."
" March, 2006 ",Medscape Infectious Diseases,Antibiotic Resistance: March 2006,"Dr. Bartlett reviews recent trends in antibiotic resistance, including increased resistance to certain antibiotics over time, risk factors for MRSA bacteremia, and nasal carriage of MRSA."
" March, 2006 ",Medscape Infectious Diseases,Clostridium difficile: March 2006,"Dr. John G. Bartlett reviews the recent literature on the toxin-variant, fluoroquinolone-resistant epidemic strain of Clostridium difficile."
" April, 2006 ",American Journal of Health-System Pharmacy,A Pharmacoeconomic Approach to Antimicrobial Decision-Making,"Instead of considering only drug acquisition costs, a more realistic approach also weighs local resistance patterns, pharmacodynamics, and dosing regimens."
" May, 2006 ",Emerging Infectious Diseases,Beijing/W Genotype Mycobacterium tuberculosis & Drug Resistance,This study confirms that Beijing/W genotype TB is an emerging pathogen in several areas and a predominant endemic strain in others; it is frequently associated with drug resistance.
" May, 2006 ",Medscape HIV/AIDS,Community-Associated MRSA Infections: May 2006,"Dr. John G. Bartlett reviews literature on the treatment and epidemiology of methicillin-resistant Staphylococcus aureus (MRSA), including community-associated strains as nosocomial pathogens."
" May, 2006 ",Emerging Infectious Diseases,Mycobacterium tuberculosis and Rifampin Resistance,"Learn more about this assay that enabled earlier diagnosis of MTBC and rifampin resistance, compared with culture-based techniques."
" May, 2006 ",Wounds,Newer Antistaphylococcal Agents,Review the current agents available for S. aureus--still a challenge for clinicians.
" June, 2006 ",Pediatric Pharmacotherapy,Pediatric Pharmacotherapy,"This edition reviews the antimicrobial spectrum and pharmacology of ertapenum, and described outcomes of studies conducted in pediatric populations by the manufacturer."
" June, 2006 ",Medscape Infectious Diseases,Antimicrobials: June 2006,"Dr. John G. Bartlett reviews the literature on the antibiotic and antifungal pipeline, new data on telithromycin, and a comparative antibiotic trial in febrile neutropenic patients with cancer."
" July, 2006 ",Medscape Infectious Diseases,Tuberculosis: July 2006,Dr. John G. Bartlett reviews recent tuberculosis literature: new information on interferon-gamma assay for diagnosis and new data on causes of drug resistance patterns.
" July, 2006 ",American Journal of Health-System Pharmacy,Tigecycline: A New Glycylcycline Antimicrobial Agent,The first approved agent in a new class of antimicrobials is available for the treatment of resistant gram-negative and gram-positive infections.
" July, 2006 ",Pharmacotherapy,Dalbavancin: A Novel Lipoglycopeptide Antibacterial,This novel agent currently in Phase III trials could provide an important alternative in treating resistant gram-positive infections.
" July, 2006 ",Medscape Infectious Diseases,Bacterial Infections: July 2006,Dr. John G. Bartlett reviews the recent literature: an overview of community-acquired bacterial meningitis in adults and a rare case of bacteremia due to a metronidazole-resistant Prevotella strain.
" August, 2006 ",Medscape Pediatrics,Viewpoint: Does It Really Take Longer Not to Prescribe Antibiotics?,"Talking parents out of receiving unnecessary antibiotics for their children may take less time than anticipated, according to a study in the May 2006 issue of Ambulatory Pediatrics."
" August, 2006 ",Emerging Infectious Diseases,Carbapenem Resistance in Klebsiella pneumoniae,The goal of this study was to conduct a rapid assessment whether testing methods were capable of consistently detecting KPC-mediated carbapenem resistance in fresh clinical isolates of K. pneumoniae.
" August, 2006 ",Medscape Pediatrics,Acute Pharyngitis in Children: Properly Managed?,A study published in Pediatrics examines how physicians diagnose and treat pharyngitis.
" August, 2006 ",Journal Watch,Staphylococcal Infections  --  From the Surface to the Depths,"The strain of MRSA responsible for skin and soft-tissue infections sensitive to several antimicrobials including Bactrim and rifampin. But, surgical drainage is most important."
" August, 2006 ",AIDS Clinical Care,Updated Guidelines for Treatment of STDs,Changes reflect increasing antibiotic resistance for some infections and new treatment options for others.
" September, 2006 ",Medscape Infectious Diseases,Bacterial Infections: September 2006,"Dr. John G. Bartlett reviews recent literature: effect of pneumococcal vaccination on reducing disease and resistance, treatment of recurrent Clostridium difficile, cholera treatments, and more."
" October, 2006 ",Medscape Pediatrics,Intrapartum Antibiotic Use Linked to E coli Infection?,A study published in the July issue of Pediatrics looks at the use of intrapartum prophylactic antibiotics in mothers at high risk for GBS.
" October, 2006 ",Medscape Pharmacists,Wait-and-See Approach for Otitis Media Means Fewer Prescriptions Filled,Asking parents to wait 2 days to fill antibiotic prescriptions for their children with otitis media could help reduce antibiotic overuse and resistance.
" November, 2006 ",The Pediatric Infectious Disease Journal,Pneumococcal Conjugate Vaccine in Children with Acute Otitis Media,"Implementation of PCV7, combined with a reduction in antibiotic use, appears to have a strong impact on the carriage of penicillin nonsusceptible pneumococci in children with AOM."
" January, 2007 ",Annals of Family Medicine,Watchful Waiting versus Antibiotics for Acute Otitis Media,Does watchful waiting hold up economically compared to antibiotics for otitis media?
" January, 2007 ",The Annals of Pharmacotherapy,Empiric Antimicrobial Strategies for Cellulitis in the Era of MRSA,When should drugs that are active against MRSA be incorporated into empiric therapy of cellulitis?
" January, 2007 ",Pharmacotherapy,Antimicrobial Susceptibility in Community- and Hospital-Associated MRSA,Determining patients at risk and selecting the most appropriate antimicrobial therapy are critical for a successful outcome.
" February, 2007 ",Journal Watch,"Microbial Resistance After Exposure to Macrolides: Rapid, Pervasive","Study dramatically demonstrates rapid emergence and long persistence of resistant bacteria in people exposed to antibiotics, with obvious implications for public health."
" February, 2007 ",Pharmacotherapy,"Treatment of Invasive, Multidrug-Resistant Staphylococcus aureus Infections","Although vancomycin represents the gold standard, reports of increasing resistance underscore the need for alternative therapies."
" February, 2007 ",PLoS Medicine,Antiviral Resistance and the Control of Pandemic Influenza,Resistance can reduce the benefits of anti-viral agents during a pandemic influenza.  What can be done?
" March, 2007 ",Medscape Infectious Diseases,GI Bacterial Infections: Commentary by Dr. John G. Bartlett   March 2007,"Dr. Bartlett reviews treatment for Clostridium difficile diarrhea and colitis, Klebsiella oxytoca as a possible causative organism of antibiotic-associated hemorrhagic colitis, and more."
" March, 2007 ",Medscape Medical News,Risk for Invasive MRSA Multiplied 100-Fold in Dialysis Patients,Healthcare providers should follow guidelines to prevent MRSA transmission and antimicrobial resistance.
" March, 2007 ",Morbidity & Mortality Weekly Report,Invasive Methicillin-Resistant Staphylococcus aureus Infections,"Dialysis patients are especially vulnerable to infections, frequently those caused by antimicrobial-resistant organisms, including methicillin-resistant Staphylococcus aureus (MRSA)."
" March, 2007 ",American Journal of Critical Care,Antimicrobial Control Policies and Hospital and Infection Characteristics,"This study assessed antimicrobial resistance monitoring and correlated resistance rates with control policies, attitudes and practices, and implementation of CDC guidelines."
" April, 2007 ",Medscape Pediatrics,Nonvaccine Serotypes Have Become the Most Common Pneumococcal Isolates in U,"Since the introduction of the 7-valent pneumococcal conjugate vaccine in the United States, overall resistance of nonvaccine serotypes has increased."
" April, 2007 ",Medscape Infectious Diseases,C difficile Literature: Commentary by Dr. John G. Bartlett  -- April 2007,In this review and commentary: a retrospective analysis of risk factors for death in people with fulminant C difficile-associated colitis and antibiotic management of second-relapse CDAD.
" April, 2007 ",Medscape Infectious Diseases,MRSA Literature: Commentary by Dr. John G. Bartlett -- April 2007,"Strains of community-acquired methicillin-resistant Staphylococcus aureus from a wide variety of settings across the United States were remarkably similar, with still-evolving resistance."
" May, 2007 ",Emerging Infectious Diseases,Antimicrobial Drugs and Community-acquired CDAD,"CDAD risk increased 3-fold with use of any antimicrobial agent and 6-fold with use of fluoroquinolones. Still, only 7% were exposed to a fluoroquinolone and only 37% were exposed to any antimicrobial."
" May, 2007 ",Medscape Infectious Diseases,MDR/XDR TB: Commentary by Dr. John G. Bartlett -- April 2007,"In this review and commentary, analysis of multidrug- and extensively drug-resistant TB portends ominous findings and serious implications for public health."
" June, 2007 ",Journal Watch,Fluoroquinolones No Longer Recommended for Empirical Gonorrhea Treatment,"Fluoroquinolones have been considered the empirical gonorrhea therapies of choice because of their ease of use and high efficacy. However, quinolone-resistant N. gonorrhoeae has been rising."
" June, 2007 ",The Annals of Pharmacotherapy,Tigecycline: A Novel Broad-Spectrum Antimicrobial,"Little resistance has been reported thus far with this agent, and clinicians should follow guidelines for its use in order to minimize developing resistance."
" June, 2007 ",Medscape Pulmonary Medicine,The Emergence and Impact of Extensively Drug-Resistant Tuberculosis,The CDC issued its first federal quarantine order since 1963 for a patient with XDR-TB. Where did this disease come from and how can we treat it?
" June, 2007 ",Nature Clinical Practice Cardiovascular Medicine,Native Triple-Valve Endocarditis Caused by Penicillin-Resistant Streptococc,Multiple-valve infective endocarditis in a patient with known but untreated ventricular septal defect is described in this case study.
