Date,Source,Headlines,Teaser
  August 2010 ,Medscape Neurology,Idebenone in Friedreich's Ataxia?,Dr. Laurie Barclay discusses a recent trial evaluating the efficacy of idebenone on neurological function in patients with Friedreich's ataxia.
  August 2010 ,Medscape HIV/AIDS,AIDS 2010: Comparing an Investigational NNRTI With Efavirenz,"Paul E. Sax, MD provides a review of a highly anticipated study at AIDS 2010. Learn about the efficacy and tolerability of the investigational NNRT rilpivirine (TMC-278) as compared with efavirenz."
  August 2010 ,Medscape Pediatrics,Predicting Diabetes in Childhood: More Gold From the Bogalusa Heart Study,"Gerald Berenson, MD, describes the latest substudy on prediabetes from the Bogalusa Heart Study and warns that this important 38-year initiative needs funds or will end."
  July 2010 ,Medscape Oncology,Clinical Trials: A WEIRD and Cautionary Tale,A recent anthropology study prompts Dr. Kathy Miller to question the practice of generalizing clinical trial results achieved in a subset of patients to a wider population.
  July 2010 ,Medscape Oncology,Do You Want a Cola or a Cure?,"Dr. Miller reports that US funds for cancer research amount to 69 cents per person per week. Put another way, cancer research dollars amount to one sixth of what Americans spend on soft drinks."
  April 2011 ,CenterWatch,Staff and Partner Hostility During Clinical Trials,Your colleagues and staff may be annoyed about conducting clinical trials. Here's how to deal with hidden or overt negative response.
  April 2011 ,Medscape Business of Medicine,Society Introduces Template for Peer Reviewers Uneasy With Stats,"Dr. Andrew Vickers provides a template for journal editors who wish to assist totally unqualified peer reviewers. Once again, with apologies to The Onion."
  April 2011 ,CenterWatch,Choosing the Right Clinical Trial: Dealing With Malpractice Risks,"Choosing the wrong clinical trial can create difficulties, including a malpractice risk."
  April 2011 ,Medscape Critical Care,Benefits of Early Tracheotomy After Cardiac Surgery,The timing of tracheotomy in patients requiring prolonged mechanical ventilation is the subject of a randomized controlled trial.
  April 2011 ,Medscape Oncology,Placebos: Can Their Contents Affect Clinical Trials?,"Dr. Maurie Markman reports on a study which found that a high percentage of clinical trials do not list the contents of placebos, raising questions about the results of placebo-controlled trials."
  April 2011 ,Medscape Oncology,Clinical Trials and Tribulations: The Future of Cancer Research,"Dr. Robert Comis, Group Chair of ECOG, discusses the role of cooperative groups in cancer research and the toll that inadequate funding could have on the future of cancer research."
  April 2011 ,Medscape Gastroenterology,Is Vitamin E Beneficial in Children With NASH?,The recently completed TONIC trial offers data to answer this question.
  March 2011 ,Medscape Family Medicine,Tiotropium: A Safe Solution for Long-Acting Asthma Control?,Dr. Charles P. Vega discusses the results of a recent study of tiotropium as a step-up therapy for adults with uncontrolled asthma.
  March 2011 ,Medscape Dental & Oral Health,Periodontal Treatment and Preterm Birth,"Marjorie Jeffcoat, DMD, ponders the value of a meta-analysis on a subject that combines ""apples and oranges."""
  March 2011 ,Medscape Psychiatry,Research Fraud: An Editor's Responsibility?,"In the wake of the autism controversy, pediatric psychiatrist and journal editor Dr. Fred Volkmar discusses the roles and responsibilities of editors in vetting the information they publish."
  February 2011 ,Medscape Oncology,Are You as Smart as This Fourth Grader?,Dr. Kathy Miller wants to recruit to her staff a fourth-grade student who won top honors in a science fair for her discovery in regard to patients who receive chemotherapy.
  February 2011 ,Medscape Genomic Medicine,PARP Inhibition in Triple-Negative Breast Cancer,Dr. Maurie Markman reviews a recent paper from The New England Journal of Medicine looking at the potential benefits of iniparib in the treatment of triple-negative breast cancer.
  February 2011 ,CenterWatch,Clinical Trials: Opportunity or Burden?,"If you're thinking about conducting clinical trials within your medical practice, here's how to decide whether the financial and patient-care rewards outweigh the potential challenges."
  February 2011 ,Medscape Business of Medicine,Negative Research Results? There's a Cure,"With apologies to The Onion, Dr. Andrew Vickers describes a study that confirms the value of hiding studies with negative results in your dresser drawer. "
  February 2011 ,Medscape Business of Medicine,Five Ways to Control Oncology Drug Costs,"Oncology practices face many challenges, but getting a grip on drug costs can help boost the bottom line."
  February 2011 ,Medscape Cardiology,Legacy Effect of Hypertensive Trials: When the Unblinded See,"Henry Black, MD, comments on the legacy effect and what happens to all of the patients when hypertension trials end."
  February 2011 ,Medscape Business of Medicine,Lorcaserin -- Rejected by FDA for Being Too Safe?,Andrew Vickers educates us on statistics by examining the reasons why the FDA rejected lorcaserin. 
  January 2011 ,Medscape Cardiology,Antihypertensive Drugs and Dementia -- Some Good News,Dr. Jeffrey Lieberman compares the mechanisms of action of existing antipsychotic drugs and postulates where drug development needs to go. 
  January 2011 ,Medscape Psychiatry,Antipsychotics: In Search of the Holy Grail,Dr. Jeffrey Lieberman compares the mechanisms of action of existing antipsychotic drugs and postulates where drug development needs to go.
  January 2011 ,Medscape Neurology,New Treatments for Neuropathic Pain,New research on transient receptor potential channel and cannabinoid receptor agonists brings hope for promising neuropathic pain treatments.
  October 2011 ,Medscape Nephrology,Sulodexide -- Another Hope for Diabetic Nephropathy Blasted,Jeffrey Bern comments on recent studies that have put to rest any notion of benefits from sulodexide for diabetic kidney disease.
  September 2011 ,Medscape Neurology,An Effective Warfarin Alternative?,"In his first Medscape video commentary, Dr. Hans-Christoph Diener discusses the investigational drug apixaban as a possible alternative to warfarin for stroke prevention in patients with atrial fibrillation."
  September 2011 ,Medscape Diabetes & Endocrinology,How Does Linagliptin Compare With Other DPP-4 Inhibitors?,Linagliptin is the latest addition to the array of medications available to treat type 2 diabetes. Dr. Anne Peters describes its role in the overall armamentarium.
  September 2011 ,Medscape Oncology,Broader Implications of Vemurafenib Approval,"Dr. Maurie Markman looks at the recent FDA approval of vemurafenib for melanoma and considers its potential impact on future genomic clinical trials, drug costs, and more."
  August 2011 ,Medscape Business of Medicine,Patients Wait for Cures While Journals Fuss About Font Sizes,"Using 3 short cases, Dr. Andrew Vickers describes the frustration that some authors face when submitting articles for journal publication."
  August 2011 ,Medscape Oncology,"Too Many Tumors, Too Little Unity","Dr. John Marshall recommends that advocacy groups in pancreatic cancer, colorectal cancer, gastric cancer, etc unite under the banner of GI cancer to lobby more effectively for public support."
  July 2011 ,Medscape Oncology,Summer Reading:  One Doc's Required List,"Dr. Bruce Cheson designates 2 award-winning, nonfiction books as compulsory reading for his oncology fellows and recommends the titles to Medscape viewers as rewarding summer reading."
  July 2011 ,Medscape Oncology,Objective Response Rates: No Such Thing,A study in the variability of tumor measurements on repeat CT scans suggests to Dr. Kathy Miller that objective response rates in clinical trials may be anything but. 
  July 2011 ,Developments to Watch,Welcome to Developments to Watch,This series of video programs highlights research at Sanford-Burnham Medical Research Institute and how it will affect clinical practice in the coming years.
  June 2011 ,Medscape Oncology,Clinical Trials: What Needs to Change?,Four researchers in the field of medical oncology discuss the complex problems facing the conduct of clinical trials in the current regulatory and economic environment.
  June 2011 ,Medscape Cardiology,Huge Databases and Meta-Analyses: Can We Trust Them to Treat? ,Henry Black and Andrew Vickers discuss studies based on large databases and meta-analyses and whether they have a place on clinical decision-making. 
  June 2011 ,Medscape Cardiology,Your Patient Is at 21% Risk for Something -- Now What? ,Henry Black and Andrew Vickers discuss risk stratification and how to decide whether and how to treat patients at relatively low risk. 
  June 2011 ,Medscape Oncology,And Then There Were 5,"Dr. Robert Comis, Group Chair of ECOG, discusses ongoing changes in the cooperative groups and in other stakeholders involved in clinical cancer research."
  May 2011 ,Medscape Cardiology,Player on First! Can a Markov Model Get Him to Second?,Henry Black and Andrew Vickers discuss the Markov statistical model and whether results that come out of these computations can be used for practice.
  May 2011 ,Medscape Cardiology,Warning! Media Distorts Results With Alarming Headlines!,"Henry Black and Andrew Vickers discuss how the media typically simplifies complex research findings which, given the increasing sophistication of clinical trials, can be very troublesome."
  May 2011 ,Medscape Psychiatry,Psychiatric Diagnosis: Where's the Science?,Dr. Nassir Ghaemi discusses the shortcomings of the DSM classification system and how the NIMH Research Domain Criteria could improve psychiatric diagnosis.
  May 2011 ,Medscape Cardiology,Heading for the Beach and the Intention to Treat ,"Henry Black and Andrew Vickers discuss ""Intention to treat"" using an analogy of driving to the beach. Does it count if you turn back?"
  May 2011 ,Medscape One-on-One,"Art Caplan on Ethics and Clinical Trials, The Stem Cell Debate, and More","Internationally renowned bioethicist Arthur L. Caplan, PhD, talks with Eli Y. Adashi, MD, about the ethics of clinical trials overseas and other hot button issues of debate in medicine."
  May 2011 ,Medscape Cardiology,Imputation -- Filling the Gaps in the Data,Black and Andrew Vickers discuss imputation and how it works when a trial lacks all the data. 
  May 2011 ,Medscape Dental & Oral Health,Periodontitis in Pregnancy,Dr. Jeffcoat describes how clinical trials assess treatment effects and how this relates to the question of periodontal treatment and its effect on preterm births.
  April 2012 ,Medscape Nephrology,Dapagliflozin and Glucosuria: Weight Loss and Risks,"When is glycosuria a good thing? Lynda Szczech, MD, clarifies the clinical development history of a novel SGLT2 inhibitor."
  February 2012 ,Developments to Watch,Understanding the Diabetic Heart,Molecular studies of cardiac dysfunction in patients with diabetes have opened new avenues of research on the intersection of these diseases. How might this affect management of the diabetic heart?
  February 2012 ,Medscape Neurology,A Big Step Forward for Epilepsy Trials,A new consortium aims to facilitate more effective and efficient antiepileptic drug development.
  February 2012 ,Medscape Oncology,Do Unpublished Data Need an Expiration Date?,Dr. Bruce Cheson says that study data can be updated for years at meetings before the results are published. Should there be a limit to such updating to prevent premature data from dying on the vine? 
  February 2012 ,Medscape Business of Medicine,Too Many Restrictions on Using Animals for Medical Research,"The NIH will no longer fund medical research on chimps, but a bioethicist argues that there is still a case for using animals in medical research as long as it is done humanely."
  January 2012 ,CHOP Expert Commentary,What's New in Pediatric Oncology?,Read about some of the important information presented at the International Society of Pediatric Oncology annual meeting.
  January 2012 ,Developments to Watch,The Mosaic of Diabetes,"Many organs beyond the pancreas are involved in the pathophysiology of diabetes. How does this view of the ""mosaic"" of diabetes change the way we look at the disease?"
  January 2012 ,Medscape Rheumatology,Sjogren's Syndrome: An Update on Diagnosis and Management,Dr. Robert Fox provides an update on diagnosing and managing Sjogren's Syndrome based on data presented at the 2011 American College of Rheumatology Annual Meeting.
  January 2012 ,Medscape Oncology,Clinical Trial Woes: Where Are the Drugs?,Dr. Bruce Cheson describes the bureaucratic complications and glacial pace of clinical trials in the United States as they relate to lymphoma research.
  December 2011 ,Developments to Watch,Exercise in a Pill?,New ways of looking at fat metabolism and muscle action in obesity have improved our understanding of the mechanisms behind the benefits of exercise. Is exercise in a pill the next step?
  December 2011 ,Medscape Oncology,China: Cancer Research Rises in the East,"China's quality of cancer research and governmental intention to open doors to drug and technology companies will see her emerge as a global contributor to cancer research, says Dr. David Kerr."
  December 2011 ,Medscape Diabetes & Endocrinology,Diabetes Mega-Trials: ‘We Are Entering a New Era of Thinking’ ,"Results from ACCORD and other landmark trials have generated a new paradigm for treating patients with type 2 diabetes, reports Dr. Leszek Czupryniak, President of Diabetes Poland."
  December 2011 ,Medscape Rheumatology,The State of Osteoarthritis: Where We Are and What to Expect,What have been the biggest advances in osteoarthritis in recent years? And what's around the corner?
  December 2011 ,Developments to Watch,Finding the Right Drug for the Right Disease,Advances in drug screening and drug discovery are changing the way we move new agents from bench to bedside.
  November 2011 ,Medscape Urology,MDV3100: New Variable in Already Complex Equation?,"Although new therapies for prostate cancer are always welcome, they further complicate the challenges that clinicians face in advising and managing patients, notes Dr. Gerald Chodak."
  November 2011 ,Medscape Pediatrics,Game Changers in Pediatrics 2011,A quick tour of the year's most important new studies and guidelines in pediatrics -- a must read for everyone who cares for children!
  November 2011 ,Medscape Nephrology,2011 Top Game Changers in Nephrology,Our Medscape advisors selected and ranked top studies in 2011 that they felt had a significant impact on nephrology practice.
  November 2011 ,Medscape Oncology,What's Spooky About These Data?,Dr. Bruce Cheson finds it spooky that a well-established investigator publishes a letter in NEJM questioning data from a previously published study in which he was the senior author. 
  October 2011 ,Medscape Neurology,"Predicting Progression in MS, Plus Other Breakthroughs",Dr. Fred Lublin discusses exciting advances in the understanding of multiple sclerosis disease course and pathophysiology based on findings from this year’s ECTRIMS/ACTRIMS 5th Joint Triennial Congress. 
  October 2011 ,Developments to Watch,Tackling Diabetes and Obesity From a Different Angle,Metabolism regulation is key in heading off the development of obesity and type 2 diabetes and may prove to be a new avenue for therapeutic intervention in both of these disorders.
  June 2012 ,Medscape Genomic Medicine,Olaparib in Ovarian Cancer: Parsing the Data,A phase 2 trial of olaparib showed improvements in PFS but not OS in patients with ovarian cancer. Dr. Maurie Markman explains why.
  June 2012 ,Medscape Orthopedics,"TKA Becomes More Precise With Computers, Robots",How far will orthopedists go in robotic and computer TKA without big clinical trials?
  June 2012 ,Medscape Oncology,Exceptional Breakthroughs in Melanoma,It's another banner year for melanoma research. Dr. Kim Margolin summarizes what you might have missed at ASCO® 2012.
  June 2012 ,Medscape Neurology,A Glimpse Into Medical Reporting,How does a neurologist-writer choose what to report on from among the thousands of presentations at AAN?
  June 2012 ,Medscape Oncology,Toward a Global Oncology,"The needs of patients with cancer are the same the world over, and cancer clinicians have common aims. An international panel of experts discusses how to improve cancer care worldwide."
  June 2012 ,Medscape Psychiatry,Publication Bias in Antipsychotic Drug Trials,What does publication bias say about the effectiveness of antipsychotics and imply about the need for transparency at the FDA?
  May 2012 ,Developments to Watch,Regulating Metabolism: From Obesity to Cancer,"A better understanding of metabolism has led researchers to explore its role in diabetes, obesity, and cancer. What are the implications for clinical practice?"
  May 2012 ,Medscape Gastroenterology,Proton Pump Inhibitors: The Latest News,"Dr. David Johnson reviews the up-to-the-minute news, research, and alerts related to proton pump inhibitors, distinguishing what is sound from what is just noise."
  May 2012 ,Medscape Cardiology,Heart Failure Diagnosis: Not a Death Sentence,"Medscape interviewed Mihai Gheorghiade, MD, concerning the IMPROVE-HF study that provided support a new paradigm for how heart failure should be viewed and treated."
  May 2012 ,Medscape Psychiatry,Three Depression Therapies to Watch,Dr. Michael Thase discusses new advances in the treatment of major depressive and bipolar disorder presented at this year's American Psychiatric Association Annual Meeting.
  May 2012 ,ecancer,EURECCA: A Consensus for Rectal Cancer Treatment?,"Dr. Colette van den Broek discusses the multinational EURECCA study, which pooled data from 6597 patients with rectal cancer to develop European treatment guidelines."
  May 2012 ,Medscape Oncology,Cost-Benefit Analyses: Are We Skewed?,Dr. David Kerr reports on a provocative study that found that there is a strong bias to report favorable cost-benefit analyses when investigators have a financial link to the manufacturer of the drug. 
  May 2012 ,Medscape Infectious Diseases,Which Complementary and Alternative Therapies Merit Study?,"Paul A. Offit, MD, believes that NCCAM should reconsider funding studies of therapies that ""border on mysticism"" and focus on research based on sound biologic principles."
  May 2012 ,Medscape Nephrology,Will Industry Fund Large Dialysis Trials? ,Jeffrey Berns asks where the money will come from for funding large multicenter randomized trials on dialysis and suggests that it might come from industry.
  May 2012 ,Medscape Urology,Should HIFU Be Presented as 'Experimental'?,"A new study provides interesting data on HIFU for prostate cancer, but there are still not enough data to recommend HIFU beyond offering it as an 'experimental therapy', says Dr. Gerald Chodak."
  May 2012 ,ecancer,Treatment Options in Castration-Resistant Prostate Cancer,An expert panel at the 2012 Prostate Cancer Debate in London discusses the evolving treatment options for patients with CRPC and the need for a multidisciplinary approach to optimize survival.
  May 2012 ,Medscape Humor,Repeated Exposure to ED Ads May Cause ED,Andrew Vickers has uncovered a dubious study that found that watching too many ads on drugs for erectile dysfunction can lead to erectile dysfunction. With apologies to The Onion.
  April 2012 ,Medscape Oncology,Drug Shortages Compromise Oncology Research,Drug shortages in the United States have begun to affect oncology research and clinical trials.
  April 2012 ,Medscape Cardiology,Qsymia and the Challenges in Obesity Drug Approval,"In a 3-part series on obesity, Henry Black talks to Louis Aronne about Qsymia, a combination of phentermine and topiramate and the difficulties in studying and gaining approval for obesity drugs."
  April 2012 ,Medscape Cardiology,Where Is JNC 8? Plus: The Conundrums of Clinical Trials,Cardiologist Henry Black talks to family physician Robert Morrow about the still missing JNC 8 and whether guidelines should be dependent on clinical trials only.
  October 2012 ,Medscape Nephrology,Bardoxolone: Another Failure for Treating Diabetic Nephropathy,Jeffrey Berns comments on the latest disappointment in diabetic nephropathy: the halt of BEACON because of serious adverse effects with bardoxolone.
  October 2012 ,Medscape Diabetes & Endocrinology,"EASD Stimulates New Ideas on Diabetes Research, Treatment","Dr. Viktor Jorgens, Executive Director of the EASD, describes the vital exchange of information that occurs at the annual meeting…possibly spurring a future Nobel Prize or two!"
  October 2012 ,Medscape Oncology,Follicular Lymphoma: Watch and Wait for Better Therapies?,Dr. Bruce Cheson comments on the significance of 2 studies that show no survival advantage between watchful waiting and treatment in patients with early follicular lymphoma.
  October 2012 ,Medscape HIV/AIDS,Top Takeaway From ICAAC 2012: More Good News on Dolutegravir,Dr. Paul Sax reviews data from the SINGLE trial presented at ICAAC 2012 on the benefits of dolutegravir/abacavir/lamivudine vs tenofovir/emtricitabine/efavirenz.
  October 2012 ,Medscape Neurology,Orphan Drug Program Benefits People With Epilepsy,Orphan drug research and programs are providing hope for patients suffering from rare epileptic conditions.
  October 2012 ,Medscape Psychiatry,Dopamine and Schizophrenia: Not as Simple as We Once Thought,These findings have implications for drug development in the treatment of schizophrenia.
  October 2012 ,Medscape Infectious Diseases,Tigecycline: 'A Choice of Last Resort',"Medscape interviewed Robert A. Bonomo, MD, for clinical guidance on using the antibiotic tigecycline."
  October 2012 ,Medscape Ophthalmology,Ranibizumab Offers New Option in Diabetic Macular Edema,Dr. Baruch Kuppermann talks with Medscape about the approval of ranibizumab for diabetic macular edema and anticipates that it will become the mainstay of management for patients with this disease.
  September 2012 ,Medscape One-on-One,Three Promising Ideas in Psychiatric Drug Development,Dr. John Reed interviews NIMH Director Dr. Thomas Insel on advancements being made in the diagnosis and treatment of neuropsychiatric disorders.
  September 2012 ,Medscape Psychiatry,Psychiatric Drug Development: Hope Around the Corner?,"Three promising psychiatric drug trials were halted recently, reflecting the gloomy state of drug development in psychiatry. But help might be on the way. "
  September 2012 ,Medscape Oncology,Guidelines That Give More Bang for the Taka,"Expert clinical guidelines, says Dr. David Kerr, are of limited utility in low-income countries such as Bangladesh, and he recommends a simple way to develop logical and affordable cancer care."
  August 2012 ,Medscape Psychiatry,"Pediatric Depression: 17% of Patients, 3% of Trials","Dr. Robert Findling discusses a new paper looking at pediatric drug trials -- the lack thereof, that is."
