Date,Source,Headlines,Teaser
  January 2009 ,European Heart Journal,Effects of Annual Flu Vaccine on Winter Mortality in Elderly With CHD,"Annual flu vaccination is recommended for the elderly, but do elderly persons with chronic heart disease (CHD) have the same mortality risk as their counterparts who do not receive a flu shot?"
  November 2008 ,Medscape Internal Medicine,Pregnant Women and the Flu Vaccine,"In her latest videoblog, Dr. Sandra Fryhofer recommends that pregnant women should receive the flu shot."
  June 2008 ,Journal of Community Health,Prevalence and Correlates of Previous HBV Vaccination Among Young Drug-user,Hepatitis B vaccination is recommended for children aged 0-18 years and is required for middle school entry in many states. What are the correlates of immunization among younger and older drug users?
  April 2008 ,BMC Public Health,Evaluating HPV Vaccination Programs: Pay for Voluntary Adult Vaccination?,Should an adult human papillomavirus (HPV) vaccination program supplement childhood vaccination? Is eradication of targeted types possible for HPV vaccines with suboptimal efficacy or immunogenicity?
  March 2008 ,The Pediatric Infectious Disease Journal,Risk Factors for Meningococcal Disease in Students in Grades 9-12,Most meningococcal disease in high school students can be prevented if recommendations on use of meningococcal conjugate vaccine are implemented.
  January 2008 ,Liver International,Prophylaxsis Against Recurrance of HBV After LT: Retrospective Analysis,"Liver transplantation in patients with hepatitis B virus (HBV) infection is associated with a high rate of graft loss and poor survival, unless re-infection can be prevented. Is prophylaxis effective?"
  January 2008 ,CHEST,Influenza vaccination in subjects with alpha1-antitrypsin deficiency,Do patients with AATD in the United States receive adequate influenza vaccination regardless of age?
  January 2008 ,HIV Medicine,Efficacy of Influenza Vaccination in HIV-positive Patients,Is there reasonable evidence that influenza vaccinations are effective in HIV-positive patients?
  November 2007 ,BMC Public Health,"Personality, Psychological Stress, and Self-reported Flu Symptomatology",Does perceived stress predict self-reported influenza-like illness? What are the roles of negative affectivity and social inhibition in influenza-like illness?
  July 2007 ,AIDS Clinical Care,Febrile Respiratory Symptoms in HIV: Think Flu,HIV-infected outpatients presenting with fever and respiratory symptoms could have influenza. What is the actual incidence of the flu in such patients and what impact does flu vaccination have?
  May 2007 ,The Pediatric Infectious Disease Journal,Use of Meningococcal Vaccines in the United States,MCV4 should become a key addition to existing meningococcal disease prevention measures.
  April 2007 ,Alimentary Pharmacology & Therapeutics,Intradermal Hepatitis B Vaccine With Advanced Chronic Renal Failure,Patients undergoing dialysis usually have a poor response to conventional hepatitis B vaccination.
  September 2006 ,Pediatric Pharmacotherapy,Human-Bovine Reassortant Rotavirus Vaccine,The vaccine appears to be highly effective and well tolerated.
  August 2006 ,Alimentary Pharmacology & Therapeutics,Intradermal vs Intramuscular Vaccination Against HBV,Dialysis patients have suboptimal response towards hepatitis B virus vaccine.
  June 2006 ,Medscape Infectious Diseases,Influenza: June 2006,"Dr. John G. Bartlett reviews the literature: recent avian influenza reports from ProMED, global influenza preparedness planning -- antivirals and vaccines, influenza pathogenesis, and more."
  May 2006 ,Journal Watch,How Long Will Vaccines Against HPV Remain Effective?,HPV vaccines may reduce incidence of cervical cancer by 70% or more. Does protection last 4 years? Even longer? Does the bivalent vaccine provide cross-protection against other HPV strains?
  May 2006 ,Medscape Infectious Diseases,Smallpox: May 2006,Dr. John G. Bartlett reviews articles on smallpox from the CDC: guidance on criteria for smallpox diagnosis and expedited reporting to public health authorities and complications of vaccination.
  May 2006 ,PLoS Medicine,Epidemiology of HPV 16 and Cervical Cancer,"Using a mathematical model of transmission of HPV 16 infection and progression to cervical cancer, Ruanne Barnabas and colleagues show that HPV vaccination could significantly decrease HPV type-specific cervical cancer incidence."
  February 2006 ,Medscape Infectious Diseases,Influenza: February 2006,"Dr. John G. Bartlett reviews the literature: history of influenza pandemics, the latest data and expert opinion on pharmacologic and nonpharmacologic treatment/prevention of avian influenza, and more."
  August 2009 ,Medscape Oncology,How Safe Is the HPV Vaccine?,Dr. Maurie Markman highlights the results of a surveillance study on the safety of the HPV vaccine in his latest video blog.
  August 2009 ,Medscape Ob/Gyn,Quadrivalent HPV Vaccine: Not Just for Younger Women,Should quadrivalent HPV vaccine be used in older women up to their mid-forties? Dr. Andrew Kaunitz discusses the latest research results and potential adverse effects in this video blog.
  August 2009 ,Journal of Gastroenterology and Hepatology,Prevention of Hepatocellular Carcinoma in Hepatitis B Virus Infection,This article assesses HBV vaccination program strategies in Asia in preventing chronic HBV infection and hepatocellular carcinoma and reviews strategies in controlling liver disease in chronic HBV.
  July 2009 ,Medscape Genomic Medicine,"Determining the Genetic Origin of the 2009 A(H1N1) ""Swine"" Flu","Dr. Ali Torkamani comments on a study published in Science discussing the genetic origin of the 2009 ""swine flu"" and the implications for future flu surveillance."
  July 2009 ,Medscape Oncology,Efficacy of HPV Vaccine Confirmed for Women Over 25 Years of Age," Initial studies of HPV vaccines were conducted in very young subjects. Now, a trial confirms that infection can also be prevented in those older than 25, says Dr. Maurie Markman in this video blog."
  July 2009 ,The National Kidney Foundation,Flu Shot May be Less Effective After Transplant,"Kidney transplant patients have a weaker response to influenza immunization than healthy individuals, according to a study published in the July issue of the American Journal of Kidney Diseases."
  June 2009 ,Medscape Oncology,ASCO 2009: Expert Video Perspective on Prostate Cancer,"Find out why Dr. Christopher Logothetis reports that we are on the ""threshold of major change"" in our understanding of prostate cancer, in this report from ASCO 2009."
  June 2009 ,Medscape Public Health,"As Novel H1N1 Influenza Reaches Pandemic Level, Public Health Preparedness Efforts Build","A multidisciplinary expert panel on Human Swine Flu (H1N1) and Novel Influenza Pandemics held at NYAS drew attention to worldwide, national, and local surveillance and preparedness efforts."
  June 2009 ,Medscape Rheumatology,Vaccines in Adult Patients With Rheumatic Disease: Balancing Risks and Benefits,"Clinicians should take special precautions when immunizing patients with rheumatic disease, but they should not ignore the potential health benefits of particular vaccines."
  May 2009 ,Medscape Family Medicine,Is Adult Pneumococcal Vaccine Ineffective? A Best Evidence Review,A meta-analysis calls into question the current standard of care for use of pneumococcal vaccine in adults.
  April 2009 ,Morbidity & Mortality Weekly Report,"Influenza Activity, US, September 2008-April 2009; 2009-10 Vaccine Composition",What was the reported influenza activity during this time and what is the 2009-2010 influenza vaccine strain selection?
  April 2009 ,Morbidity & Mortality Weekly Report,Use of Northern Hemisphere Flu Vaccines by Travelers to Southern Hemisphere,What are the ACIP recommendations for influenza vaccination for persons from the northern hemisphere who are planning travel to the southern hemisphere or tropics?
  April 2009 ,Medscape Pharmacists,Is Gardasil Recommended for Young Women Already Exposed to HPV?,Many clinicians are uncertain as to whether they should recommend Gardasil vaccination to young women who have already tested positive for human papillomavirus or who have had an abnormal Pap test.
  April 2009 ,Seminars in Respiratory and Critical Care Medicine,Streptococcus pneumoniae,"Streptococcus pneumoniae is the most common cause of community-acquired pneumonia, meningitis, and bacteremia in children and adults"
  March 2009 ,Southern Medical Journal,A Re-emerging Infection?,"A 38-year-old female with a two-week history of amoxicillin use for fever, cough, and coryza presented with two days of erythematous chest macules."
  March 2009 ,Future Oncology,Promising Novel Immunotherapies and Combinations for Prostate Cancer,Therapeutic cancer vaccine research is in the active preclinical and clinical investigation stages. Novel therapies have recently come to the forefront of prostate cancer research.
  March 2009 ,Future HIV Therapy,Trials and Tribulations of HIV Vaccines,Where do we currently stand with HIV vaccines and what will the future bring?
  March 2009 ,Future Virology,Hepatitis E Vaccine: Current Status and Future Prospects,What are the latest updates on the development of the hepatitis E vaccine?
  March 2009 ,Current Opinion in Pulmonary Medicine,Prophylactic Vaccinations in COPD,"Medications to treat COPD exacerbations are limited; therefore, identifying effective ways to prevent exacerbations are needed."
  February 2009 ,Expert Review of Vaccines,Experience With Pneumococcal Conjugate Vaccine in Norway,The implementation of the seven-valent pneumococcal conjugate vaccine (PCV7) has led to major reductions in pneumonia infection among Norwegian children.
  November 2009 ,Medscape Infectious Diseases,2009 H1N1 Influenza -- Just the Facts: Vaccine Essentials,"John G. Bartlett, MD, updates his report on the 2009 H1N1 vaccine with the latest summary of VAERS data."
  November 2009 ,CDC Expert Commentary,CDC Commentary: Seasonal and H1N1 Influenza Vaccines -- Timing of Doses,"What is the optimal spacing and timing of the seasonal and H1N1 influenza vaccines? In this video blog, William Atkinson, MD, MPH, offers specific guidance from the CDC."
  November 2009 ,Morbidity & Mortality Weekly Report,Update on Influenza A (H1N1) 2009 Monovalent Vaccines, Preliminary data indicate that the immunogenicity and safety of the H1N1 vaccines are similar to those of seasonal influenza vaccines.
  November 2009 ,Medscape Pediatrics,Cross-Reactivity to 2009 H1N1 Influenza Virus,Does anyone -- young or old -- have preexisting immunity to H1N1?
  November 2009 ,Journal Watch,"Good News and Bad News About 2009 H1N1 Influenza (""Swine Flu"")",The bad news: antibodies against H1N1 are rarely found in stored serum US samples. The good news: H1N1 vaccine easily elicits them.
  November 2009 ,CDC Expert Commentary,CDC Commentary: 2009 H1N1 Influenza Vaccine in Pregnancy,"Pregnant women are 1 of the 5 initial target groups for the 2009 H1N1 influenza vaccine. In this video commentary, Sonja Rasmussen, MD, MS, Senior Scientist at CDC, reviews the latest guidelines."
  November 2009 ,Medscape Pediatrics,Comparative Efficacy of Influenza Vaccines,"This multi-year study sheds light on the differences between vaccine formulations, and why vaccine types work better in some age groups than in others."
  October 2009 ,The Nation's Health,Health Workers Gearing up for More H1N1 Cases in Fall ,Even Sunday sermons are preaching flu preparedness. 
  October 2009 ,Journal of Midwifery & Women's Health,H1N1 Flu (Swine Flu),"Are your patients worried or confused about swine flu? This timely ""Share with Women"" article spells out what to tell them."
  October 2009 ,Medscape Infectious Diseases,2009 H1N1 Influenza: Common Concerns -- Fall 2009,"In this video blog, Paul G. Auwaerter, MD, MBA, reviews current areas of concern with 2009 H1N1 influenza, including vaccine safety, vaccine supply, and difficult treatment decisions."
  October 2009 ,Medscape Family Medicine,Physicians Are Talking About: Is It Worth Getting the H1N1 Vaccine?,Are you getting vaccinated against the swine flu? Medscape Physician Connect members debate their reasons for and reservations against receiving the vaccine.
  October 2009 ,Medscape Internal Medicine,The Double Flu Vaccine Season Is Here -- Now What Should You Do?,"Sandra Fryhofer, MD, starts her new column ""Staying Well"" with an important summary of the most recent CDC recommendations for flu season."
  October 2009 ,Future Microbiology,Human Lyme Disease Vaccines: Past and Future Concerns,"The pursuit of a human vaccine for Lyme disease, the most common arthropod-borne infection in the US, is an important and worthwhile endeavor, according to this review of the topic. "
  October 2009 ,Journal Watch,Pregnant Women Are at Elevated Risk for Complications From H1N1 Flu,"Pregnant women seem to be at particularly high risk for complications from H1N1 influenza virus, according to early data from the US Centers for Disease Control and Prevention. "
  September 2009 ,Medscape Infectious Diseases,Influenza Immunization: Obligation or Option?,"First, do no harm. In this video blog, Paul G. Auwaerter, MD, MBA, offers an update on H1N1 vaccines and focuses on the need for healthcare workers to get immunized."
  September 2009 ,Medscape Internal Medicine,H1N1 -- Who Are the Targets? And Who Gets the Vaccine?,"Sandra A. Fryhofer, MD, discusses the population targets for H1N1, prospects for vaccine availability, and current recommendations on treatments.  "
  September 2009 ,Medscape Internal Medicine,Advice for College Students Facing H1N1 Flu,"Sandra A. Fryhofer, MD discusses the recommendations for H1N1 vaccinations and offers specific advice for college students.   "
  September 2009 ,Medscape Gastroenterology,How Should I Manage the Pregnant HBeAg-Positive Woman?,New 2009 guidelines address the management of the HBeAg-positive pregnancy.
  September 2009 ,Journal of Viral Hepatitis,Hepatitis B-Related Hepatocellular Carcinoma,HBV-related HCC incidence is projected to increase for at least 2 decades due to the high prevalence of chronic HBV infection and prolonged latency to HCC development.
  September 2009 ,Medscape Family Medicine,Novel H1N1 Influenza Practice Assessment,Assess your influenza clinical practices in comparison with that of your peers with this questionnaire.
  January 2010 ,Medscape HIV/AIDS,Cervical Cancer and HIV-Infected Women: Focus on Resource-Limited Settings,"In resource-limited settings, the burden of cervical cancer and HIV is high, and clinicians struggle to screen and treat women at risk for cervical cancer."
  January 2010 ,Medscape Infectious Diseases,"2009-2010 H1N1: What's New This Week -- January 11, 2010","As pandemic influenza wanes, we are learning more about it. John Bartlett, MD, comments on new data and the past week's H1N1 news and provides guidance to practicing clinicians."
  January 2010 ,Medscape Family Medicine,H1N1 Influenza: Results of a 2009 Season Practice Assessment,"Novel H1N1 is described by the WHO as a pandemic. To understand how 10,000 surveyed clinicians are managing influenza, read the results of a clinical practice self-assessment here."
  January 2010 ,Medscape Infectious Diseases,"2009-2010 H1N1: What's New This Week -- January 4, 2010","As experts try to predict what influenza will do in the new year, John Bartlett, MD, comments on new data and the past week's H1N1 news and provides guidance to practicing clinicians."
  January 2010 ,Influenza and Other Respiratory Viruses,Attitudes Among Hospital Healthcare Workers Towards Seasonal Influenza,"Most healthcare workers acknowledge the importance of getting vaccinated against seasonal influenza, yet most remain unvaccinated, this study confirms. "
  January 2010 ,Future Microbiology,Innate Immune Evasion Strategies of Influenza Viruses,The molecular details of the influenza virus-host interplay are discussed in this article as well as how researchers are using this information to design new vaccines and novel antivirals. 
  December 2009 ,Medscape Oncology,HPV-16/18 Vaccine Effective for Longer Than 6 Years,"In this video blog, Dr. Maurie Markman discusses the persistent safety and efficacy of the HPV-16/18 vaccine, as indicated by a 6-year follow-up study."
  December 2009 ,Morbidity & Mortality Weekly Report,Effectiveness of 2008-09 Influenza Vaccine Against 2009 Influenza A (H1N1),Does the 2008-2009 seasonal influenza vaccine increase or decrease the risk for 2009 pandemic influenza A illness?
  December 2009 ,CDC Expert Commentary,CDC Commentary: Advice for Patients Traveling During Flu Season,"Phyllis Kozarsky, MD, offers video commentary on advising patients about safe and healthy travel, especially during flu season."
  December 2009 ,Medscape HIV/AIDS,HIV Treatment Guidelines: New Updates,"Don't miss this video blog: Paul E. Sax, MD, reviews the latest updates to HIV guidelines from WHO and DHHS - when to start, what to start with, special considerations for pregnancy, and more."
  December 2009 ,Morbidity & Mortality Weekly Report,"Human Rabies -- Missouri, 2008","A man is bitten by a bat, fails to seek treatment, and dies. This case highlights the need to raise public awareness of rabies, the CDC says."
  December 2009 ,Medscape Infectious Diseases,"2009 H1N1: What's New This Week -- December 14, 2009","Although H1N1 is waning, John Bartlett comments on the past week's H1N1 news and provides guidance to practicing clinicians."
  December 2009 ,Morbidity & Mortality Weekly Report,Deaths Related to Influenza A (H1N1) in American Indian/Alaska Natives ,"Pandemic influenza A (H1N1) has hit American Indian/Alaska Natives particularly hard, with death rates four times higher than in other groups."
  December 2009 ,Medscape Infectious Diseases,"2009 H1N1: What's New This Week -- December 7, 2009",John Bartlett comments on the past week's H1N1 news and provides guidance to practicing clinicians.
  December 2009 ,Morbidity & Mortality Weekly Report,Bacterial Coinfections in Lung Tissue From Fatal Cases of H1N1 Influenza,"Bacterial coinfections, most commonly S. pneumoniae, are playing an important role in pandemic influenza A (H1N1) deaths."
  December 2009 ,Medscape Infectious Diseases,"2009 H1N1: What's New This Week -- December 1, 2009",John Bartlett comments on the past week's H1N1 news and provides guidance to practicing clinicians.
  November 2009 ,Morbidity & Mortality Weekly Report,"Influenza Vaccination Coverage in US Children and Adults, 2008-2009","During last year's flu season, only approximately 20% of school-aged children were vaccinated against seasonal influenza, highlighting the need for increased attention to this age group."
  November 2009 ,The Nation's Health,Public Health Officials Readying for Increase in H1N1 Influenza Cases,An expected increase of H1N1 influenza this fall has federal health agencies and health leaders ramping up resources.
  November 2009 ,Morbidity & Mortality Weekly Report,Introduction and Transmission of 2009 Pandemic H1N1 Virus - Kenya,"Since introduction of pandemic H1N1 virus in Kenya in June 2009, the overall 26% secondary attack rate of the virus appears comparable to that of seasonal influenza. "
  November 2009 ,Medscape Infectious Diseases,"2009 H1N1: What's New This Week -- Commentary by John G. Bartlett, MD",John Bartlett comments on this week's H1N1 news.
  March 2010 ,Expert Review of Anti-Infective Therapy,A Clear and Present Danger: Tick-Borne Diseases in Europe,Tick-borne diseases are becoming an increasing and serious problem in Europe. This review highlights the most important circulating tick-transmitted pathogens in Europe.
  March 2010 ,Morbidity & Mortality Weekly Report,Recommended Adult Immunization Schedule,How have recommendations for currently licensed vaccines for adults changed in 2010?
  March 2010 ,Expert Review of Vaccines,BCG Vaccination and Leprosy Protection: Review of Current Evidence,"In light of recent research, the authors call for more emphasis on the role of BCG vaccination in leprosy control."
  March 2010 ,Journal Watch,Three Studies Demonstrate the Safety and Efficacy of H1N1 Flu Vaccine,"Results from H1N1 flu vaccine studies conducted in the US, China, and Hungary provide reassuring safety and efficacy information. "
  March 2010 ,Medscape Infectious Diseases,Top 10 Infectious Disease Publications in 2009,Review these not-to-be-missed infectious disease articles from 2009.
  March 2010 ,AccessMedicine from McGraw-Hill,Synopsis of Noteworthy FDA Approvals,"A useful overview of important drugs approved, recalled, and assigned new indications in 2009."
  February 2010 ,Journal of the National Cancer Institute,Decreased Incidence of Hepatocellular Carcinoma in Hepatitis B Vaccinees,This study sought to determine whether prevention of hepatocellular carcinoma (HCC) by hepatitis B vaccination extended beyond childhood and to identify the predictors of HCC for those vaccinated.
  February 2010 ,Medscape Infectious Diseases,"2009-2010 H1N1: What's New This Week -- February 8, 2010","John G. Bartlett, MD, comments on new data and the past week's H1N1 news and provides guidance to practicing clinicians."
  February 2010 ,Medscape Internal Medicine,The 2010 Adult Immunization Schedule: Do You Know the New Changes?,"Sandra Fryhofer, MD, points out changes in the 2010 ACIP adult immunization schedule, including updated recommendations for healthcare workers."
  February 2010 ,Morbidity & Mortality Weekly Report,Intent to Receive Influenza A (H1N1) and Seasonal Influenza Vaccines ,"In late August 2009, intent to receive the H1N1 and seasonal influenza vaccines among residents of two counties in North Carolina was high, but just how many followed through? "
  February 2010 ,The Nation's Health,Next Generation of Flu Vaccines Coming of Age,"With the reliability of a finely tuned clock, seasonal influenza returns each year. Not as reliable has been the availability of the most important tool for controlling flu: vaccines."
  February 2010 ,Expert Review of Vaccines,Malaria Vaccine: Why is it Taking so Long?,"The hunt for an effective malaria vaccine has been on for over three decades, with little success thus far, but the tide may be turning. "
  January 2010 ,Expert Review of Vaccines,Currently Approved Prophylactic HPV Vaccines,The most important determinant of a vaccine's ability to reduce cervical cancer is its duration of efficacy.
  January 2010 ,Medscape Infectious Diseases,"2009-2010 H1N1: What's New This Week -- January 25, 2010","Pandemic H1N1 is winding down. John Bartlett, MD, comments on new data and the past week's H1N1 news and provides guidance to practicing clinicians."
  January 2010 ,Pharmacotherapy,"Overview, Prevention, and Treatment of Rabies",Human rabies infection is usually fatal and universally feared. Recent issues regarding rabies virus transmission and recommendations for pre- and postexposure prophylaxis and treatment are discussed.
  January 2010 ,Pharmacotherapy,T-Cell Responses to Influenza Vaccination in Patients With Heart Failure,Do patients with CHF mount appropriate immune responses to the influenza vaccine?
  January 2010 ,CDC Expert Commentary,CDC Commentary: Guillain-Barré Syndrome (GBS) Surveillance,"Learn about CDC's Emerging Infections Program -- a comprehensive effort to better identify GBS.  James J. Sejvar, MD, describes this initiative and outlines how clinicians can help."
  January 2010 ,Journal Watch,How Virulent Is the 2009 Influenza A H1N1 (Swine Flu) Virus? ,"The current pandemic H1N1 virus thus far has not proved to be as virulent as was initially feared, but flu viruses love cold dry air and winter weather has just set in many parts of the world. "
  January 2010 ,CDC Expert Commentary,Surgeon General Commentary: Leading by Example to Fight H1N1,"In this video commentary, Dr. Regina M. Benjamin, Surgeon General, encourages health professionals to lead by example, getting H1N1 vaccinations themselves and recommending their patients do the same."
  June 2010 ,Medscape Infectious Diseases,John Bartlett's Postmortem on 2009 H1N1 (Influenza A): 10 Valuable Lessons,We would all do well to heed these valuable lessons about 2009 H1N1 influenza when the next wave of influenza hits.
  June 2010 ,CDC Expert Commentary,CDC Commentary: New Safety Data on the HPV Vaccine -- Reassure Your Patients,"In this video commentary from the CDC, Dr. Claudia Velozzi reviews the most recent, and reassuring, safety data for Gardasil, the vaccine for HPV."
  June 2010 ,Morbidity & Mortality Weekly Report,H1N1 and Seasonal Influenza Vaccine Coverage Among Health Care Personnel,Healthcare administrators who require influenza vaccination of their employees help boost coverage rates among healthcare personnel. 
  June 2010 ,CDC Expert Commentary,CDC Commentary: The Pre-Travel Consultation -- What Providers Should Know,"In this video commentary from the CDC, Phyllis Kozarsky, MD, informs providers of the crucial elements of a pre-travel consultation for patients who are planning to travel abroad."
  June 2010 ,Expert Review of Vaccines,Vaccine Safety: Current Controversies in the USA,"How safe are the common vaccines, and which cause the most controversy around the world? "
  June 2010 ,ISMP Medication Safety Alert!® Acute Care Edition,DTaP-Tdap Mix-Ups Now Affecting Hundreds of Patients,One is for active immunization; one is a booster. Do you know which is which?
  May 2010 ,Morbidity & Mortality Weekly Report,Licensure of a Meningococcal Conjugate Vaccine and Guidance for Use,This report provides guidance on use of the newly-licensed quadrivalent meningococcal conjugate vaccine (Menveo).
  May 2010 ,Expert Review of Vaccines,Switching from OPV to IPV: are we behind the schedule in Latin America?,What is the best and most efficient polio vaccine available worldwide?
  May 2010 ,Medscape Internal Medicine,ACIP Recommends Universal Influenza Immunization -- And It's About Time,"Sandra Fryhofer, MD, discusses the ACIP recommendations that everyone over 6 months be immunized against influenza. However, will there be enough of the vaccine?"
  May 2010 ,BMC Public Health,Analysis of the Effectiveness of Interventions Used During the 2009 A/H1N1 Influenza Pandemic,What community-level containment strategies worked best in the early stages of the 2009 pandemic influenza outbreak?
  May 2010 ,Morbidity & Mortality Weekly Report,"Recommended Immunization Schedules for Persons Aged 0 to 18 Years, US, 2010",How have recommendations for currently licensed vaccines for children aged 18 and younger changed in 2010? 
  April 2010 ,Morbidity & Mortality Weekly Report,"Patients Hospitalized With H1N1 Pandemic Influenza -- New York City, May 2009",How did the first 99 people with laboratory confirmed H1N1 pandemic flu in New York City fare? A review of the medical charts provides some clues. 
  April 2010 ,Morbidity & Mortality Weekly Report,Outbreak of 2009 Pandemic Influenza A (H1N1) on a Peruvian Navy Ship,"On June 25, 2009, a naval ship docks in San Francisco and picks up unwanted cargo -- swine flu. "
  April 2010 ,The Annals of Pharmacotherapy,COPD Management in Primary Care,Four areas of improvement for the management of COPD are identified in this study.
  April 2010 ,Journal Watch,A Critical Look at Flu Vaccine Studies,Influenza vaccine efficacy studies can yield misleading data if conducted at the wrong time.
  April 2010 ,Morbidity & Mortality Weekly Report,Safety of Influenza A (H1N1) 2009 Monovalent Vaccines,"As of the end of November, US safety data indicate no increase above background rates for monitored health events among influenza A (H1N1) recipients."
  April 2010 ,Expert Review of Pharmacoeconomics & Outcomes Research,Cancer Prevention: Major Initiatives and Looking Into the Future,At least half of cancers are preventable. What prevention initiatives are currently underway?
  March 2010 ,CDC Expert Commentary,Vaccine-Preventable Diseases -- Roll Up Your Sleeves!,"In this video commentary, William Schaffner, MD, of IDSA, reviews why we need to educate adults about immunization and the benefit of getting vaccinated ourselves."
