Date,Source,Headlines,Teaser
  May 2005 ,American Journal of Health-System Pharmacy,Telithromycin: The First Ketolide.,Does this new antimicrobial have a role in the antibiotic arsenal?
  February 2005 ,American Journal of Health-System Pharmacy,Microbial Contamination Rates for USP Compounding,"Of 539 evaluations at a single institution, 28 (5.2%) resulted in preparations that yielded microbial growth."
  November 2004 ,Wounds,Development of Antimicrobials - In-Vitro & In-Vivo Assessments,How do both in-vitro and in-vivo models provide essential and successful outcomes in the development of antimicrobial agents?
  October 2004 ,Emerging Infectious Diseases,Fluoroquinolone Resistance in Penicillin-resistant Streptococcus,"This new report on the local epidemiology of fluoroquinolone-resistant pneumococci, and the possible dissemination of international clones, characterizes all ciprofloxacin-resistant S. pneumoniae stra"
  August 2004 ,Emerging Infectious Diseases,"Antimicrobial Drug Use & MRSA, Aberdeen, 1996-2000",Over 40% of all staphylococcus cases in the UK are caused by MRSA. What measures are being taken to control outbreaks?
  May 2004 ,Journal of the American Board of Family Medicine,Community-Acquired Methicillin-Resistant Staphylococcus Aureus,A new multi-drug resistant variant of staph infection isbecoming more prevalent in community settings from athletic teams to prisons.
  May 2004 ,Journal of the American Board of Family Medicine,Antibiotic Overprescription for Upper Respiratory Infections,"Despite a downward trend in antibiotic prescribing over theyears, overprescription is still a common problem."
  July 2004 ,Pharmacotherapy,Antimicrobial Stewardship Programs,"A review of recent literature concerning the impact of antimicrobial stewardship programs on costs, outcomes, and resistance and summarize important considerations for implementation of these programs"
  July 2004 ,Emerging Infectious Diseases,Multidrug-Resistant Salmonella,What factors have contributed to the development of this alarming strain of salmonella?
  May 2004 ,Emerging Infectious Diseases,Antimicrobial Resistance in Commensal Flora of Pig Farmers,Higher prevalence of antimicrobial-resistant bacteria in commensal flora contributes to the general increase and dissemination of bacterial resistance worldwide.
  May 2004 ,Medscape General Medicine,Survey: Usage of Antimicrobial Agents in Southern Part of India,"Antimicrobial resistance is a serious public health concern worldwide. Inappropriate prescribing, including the wrong drug, incorrect dose/duration, and poor compliance, contributes to it."
  April 2004 ,Emerging Infectious Diseases,Antimicrobial Resistance Gene Delivery in Animal Feeds,Another antimicrobial drug turns into a promicrobial drug.
  January 2004 ,Pharmacotherapy,Investigational Antimicrobials for Multidrug-Resistant Bacteria,The emergence of and growth in antimicrobial resistance among gram-positive microorganisms complicate the treatment of infections due to such pathogens.
  February 2004 ,Medscape General Medicine,Eradication of Helicobacter pylori: A Clinical Update,"Marco Romano, MD, and Antonio Cuomo, MD, discuss the current state of the field regarding H pylori infection, with a view toward future strategies of eradication."
  December 2003 ,Pharmacotherapy,Optimizing Antibiotic Use in Hospitals,Hospital-based pharmacists have long recognized that antibiotic use appears to be related to decreased bacterial susceptibility reported on antibiograms and to the development of nosocomial infections caused by resistant pathogens.
  August 2003 ,Wounds,Fibroblast Gel Contraction Model to Assess Cytotoxicity,"Since the introduction of a fibroblast-populated collagen lattice in the late 1970s, this type of in-vitro model has been extensively used to study fibroblast function."
  May 2006 ,Emerging Infectious Diseases,Beijing/W Genotype Mycobacterium tuberculosis & Drug Resistance,This study confirms that Beijing/W genotype TB is an emerging pathogen in several areas and a predominant endemic strain in others; it is frequently associated with drug resistance.
  May 2006 ,Emerging Infectious Diseases,Mycobacterium tuberculosis and Rifampin Resistance,"Learn more about this assay that enabled earlier diagnosis of MTBC and rifampin resistance, compared with culture-based techniques."
  April 2006 ,American Journal of Health-System Pharmacy,A Pharmacoeconomic Approach to Antimicrobial Decision-Making,"Instead of considering only drug acquisition costs, a more realistic approach also weighs local resistance patterns, pharmacodynamics, and dosing regimens."
  January 2006 ,Pharmacotherapy,Issues With Fluoroquinolones and Doxycycline,Which should be considered as a first-line antibiotic in the management of pathogens in case of a bioterrorism attack?
  January 2006 ,Pharmacotherapy,Impact of a Piperacillin-Tazobactam Shortage,"A 2002 shortage of this antibiotic was associated with significant changes in antimicrobial prescribing. Could there be lessons for formulary changes, too?"
  March 2006 ,Emerging Infectious Diseases,Identifying and Quantifying Genotypes in Polyclonal Infections,This strategy can be used for studies of infection with multiple pathogens of the same species and for rapid identification of select agents that have been genetically modified to increase virulence.
  February 2006 ,Emerging Infectious Diseases,"Antimicrobial Drug Resistance, Regulation, and Research","The authors discuss approaches that can aid decision making on treating resistant infections, and outline measures that agencies may employ to control resistance and promote drug development."
  November 2005 ,Journal of the American Board of Family Medicine,Calling Acute Bronchitis a Chest Cold,A cold by any other name?
  September 2005 ,Pharmacotherapy,"Analysis of Ceftriaxone, Gatifloxacin, and Levofloxacin",How do these antimicrobial regimens compare on target attainment? Read the full-text article for a careful analysis.
  October 2005 ,Emerging Infectious Diseases,Antibacterial Cleaning Products and Drug Resistance,This group examined whether household use of antibacterial cleaning and hygiene products is an emerging risk factor for carriage of antimicrobial drug-resistant bacteria on hands of household members.
  October 2005 ,Emerging Infectious Diseases,Vancomycin and Home Health Care,Recommendations for prudent vancomycin use are often overlooked when selecting antimicrobial drugs for home infusion. The public health impact of this practice remains unknown.
  October 2005 ,Emerging Infectious Diseases,Antimicrobial Drug Resistance: Prediction Is Very Difficult,This review discusses the predictable future of the relationship between antimicrobial drugs and bacteria.
  September 2005 ,American Public Health Association,Plan Needed to Protect Against Importation Of Infectious Disease,"Intercepting microbial threats at the nation's airports, seaports & borders needs strategic leadership & a comprehensive plan to meet the challenges posed by emerging diseases & bioterrorist threats."
  September 2005 ,American Journal of Clinical Pathology,Real-Time PCR  and MSRA From Positive Blood Culture Bottles,PCR detection yields rapid (2-3 hours) results and accurate identification of S aureus directly from signal-positive blood culture bottle samples.
  August 2005 ,Pharmacotherapy,Clinical Decision Support Systems - Antimicrobial Stewardship,Information technology can play an important role in reducing hospital infections and antibiotic resistance.
  August 2005 ,Nature Clinical Practice Urology,Treatment of Uncomplicated Cystitis in Women,Widespread use of antimicrobials continues to promote the problem of antimicrobial resistance. Increasing resistance to trimethoprim/sulfamethoxazole and fluoroquinolones prompted one team of researchers to investigate amoxicillin/clavulanate as an alternative treatment for acute uncomplicated cystitis.
  July 2005 ,Journal Watch,"The More Antibiotics We Have, the More We Use",How much does clever marketing drive antibiotic overuse?
  August 2005 ,Emerging Infectious Diseases,"Pseudomonas aeruginosa, Staphylococcus aureus, & Fluoroquinolone",Few long-term multicenter investigations have evaluated the relationships between aggregate antimicrobial drug use in hospitals and bacterial resistance. These authors measured fluoroquinolone use fro
  August 2005 ,Critical Care Medicine,Prevent Antimicrobial Resistance in the ICU,A review of the current literature for strategies in reducing the emergence of antimicrobial resistance among bacteria in the ICU.
  August 2005 ,Topics in Advanced Practice Nursing eJournal,Biofilm,"Bacteria on catheters excrete a sticky substance that anchors them together and to the catheter surface, forming a biofilm that is more resistant to antimicrobials."
  March 2007 ,American Journal of Critical Care,Antimicrobial Control Policies and Hospital and Infection Characteristics,"This study assessed antimicrobial resistance monitoring and correlated resistance rates with control policies, attitudes and practices, and implementation of CDC guidelines."
  May 2007 ,Emerging Infectious Diseases,Antimicrobial Drugs and Community-acquired CDAD,"CDAD risk increased 3-fold with use of any antimicrobial agent and 6-fold with use of fluoroquinolones. Still, only 7% were exposed to a fluoroquinolone and only 37% were exposed to any antimicrobial."
  February 2007 ,PLoS Medicine,Antiviral Resistance and the Control of Pandemic Influenza,Resistance can reduce the benefits of anti-viral agents during a pandemic influenza.  What can be done?
  May 2007 ,Medscape Infectious Diseases,MDR/XDR TB: Commentary by Dr. John G. Bartlett -- April 2007,"In this review and commentary, analysis of multidrug- and extensively drug-resistant TB portends ominous findings and serious implications for public health."
  March 2007 ,Morbidity & Mortality Weekly Report,Invasive Methicillin-Resistant Staphylococcus aureus Infections,"Dialysis patients are especially vulnerable to infections, frequently those caused by antimicrobial-resistant organisms, including methicillin-resistant Staphylococcus aureus (MRSA)."
  January 2007 ,The Annals of Pharmacotherapy,Empiric Antimicrobial Strategies for Cellulitis in the Era of MRSA,When should drugs that are active against MRSA be incorporated into empiric therapy of cellulitis?
  February 2007 ,Pharmacotherapy,"Treatment of Invasive, Multidrug-Resistant Staphylococcus aureus Infections","Although vancomycin represents the gold standard, reports of increasing resistance underscore the need for alternative therapies."
  January 2007 ,Annals of Family Medicine,Watchful Waiting versus Antibiotics for Acute Otitis Media,Does watchful waiting hold up economically compared to antibiotics for otitis media?
  February 2007 ,Journal Watch,"Microbial Resistance After Exposure to Macrolides: Rapid, Pervasive","Study dramatically demonstrates rapid emergence and long persistence of resistant bacteria in people exposed to antibiotics, with obvious implications for public health."
  January 2007 ,Pharmacotherapy,Antimicrobial Susceptibility in Community- and Hospital-Associated MRSA,Determining patients at risk and selecting the most appropriate antimicrobial therapy are critical for a successful outcome.
  November 2006 ,The Pediatric Infectious Disease Journal,Pneumococcal Conjugate Vaccine in Children with Acute Otitis Media,"Implementation of PCV7, combined with a reduction in antibiotic use, appears to have a strong impact on the carriage of penicillin nonsusceptible pneumococci in children with AOM."
  August 2006 ,Journal Watch,Staphylococcal Infections  --  From the Surface to the Depths,"The strain of MRSA responsible for skin and soft-tissue infections sensitive to several antimicrobials including Bactrim and rifampin. But, surgical drainage is most important."
  August 2006 ,AIDS Clinical Care,Updated Guidelines for Treatment of STDs,Changes reflect increasing antibiotic resistance for some infections and new treatment options for others.
  September 2006 ,Medscape Infectious Diseases,Bacterial Infections: September 2006,"Dr. John G. Bartlett reviews recent literature: effect of pneumococcal vaccination on reducing disease and resistance, treatment of recurrent Clostridium difficile, cholera treatments, and more."
  August 2006 ,Emerging Infectious Diseases,Carbapenem Resistance in Klebsiella pneumoniae,The goal of this study was to conduct a rapid assessment whether testing methods were capable of consistently detecting KPC-mediated carbapenem resistance in fresh clinical isolates of K. pneumoniae.
  August 2006 ,Medscape Pediatrics,Viewpoint: Does It Really Take Longer Not to Prescribe Antibiotics?,"Talking parents out of receiving unnecessary antibiotics for their children may take less time than anticipated, according to a study in the May 2006 issue of Ambulatory Pediatrics."
  July 2006 ,Pharmacotherapy,Dalbavancin: A Novel Lipoglycopeptide Antibacterial,This novel agent currently in Phase III trials could provide an important alternative in treating resistant gram-positive infections.
  June 2006 ,Pediatric Pharmacotherapy,Pediatric Pharmacotherapy,"This edition reviews the antimicrobial spectrum and pharmacology of ertapenum, and described outcomes of studies conducted in pediatric populations by the manufacturer."
  July 2006 ,American Journal of Health-System Pharmacy,Tigecycline: A New Glycylcycline Antimicrobial Agent,The first approved agent in a new class of antimicrobials is available for the treatment of resistant gram-negative and gram-positive infections.
  May 2006 ,Wounds,Newer Antistaphylococcal Agents,Review the current agents available for S. aureus--still a challenge for clinicians.
  February 2008 ,Morbidity & Mortality Weekly Report,Emergence of Fluoroquinolone-Resistant Neisseria,Three cases of fluoroquinolone-resistant meningococcal disease occurred among residents of the border area of North Dakota and Minnesota during January 2007-January 2008.
  March 2008 ,Environmental Health Perspectives,Urinary Concentrations of Triclosan in the U.S.,"What are the effects of Triclosan, in a representative sample of the general population?"
  March 2008 ,Emerging Infectious Diseases,Methicillin-Resistant and -Susceptible Staphylococcus aureus,"Methicillin-resistant Staphylococcus aureus sequence type 398 was identified in Dutch pigs and pig farmers. Its natural host is probably porcine, but could it cause infections in humans?"
  January 2008 ,Expert Review of Anti-Infective Therapy,What is the Pipeline for Gram-negative Pathogens?,Will the current pipeline for antimicrobial candidates against Gram-negative bacterial pathogens such as Acinetobacter baumannii and Pseudomonas aeruginosa be effective enough to treat the pathogens?
  January 2008 ,Journal Watch,Vancomycin's Benefits in C. difficile Declining,"Clostridium difficile-associated disease has been treated with metronidazole and/or vancomycin for the past 25 years. Each drug offers its own treatment benefits, but are they as effective nowadays?"
  December 2007 ,Arthritis & Rheumatism Research News Alerts,Antibody Responses in Patients with Lyme Arthritis,Study sheds light on antibiotic resistance and persistent joint inflammation
  December 2007 ,Environmental Health Perspectives,Gentamicin-Resistant Escherichia coli among U.S. Poultry Workers,Antimicrobial-resistant Escherichia coli among poultry workers compared with community referents and the relative risk for colonization was measured.
  November 2007 ,American Journal of Health-System Pharmacy,Telavancin: A Novel Lipoglycopeptide Antimicrobial Agent,"Able to rapidly destroy gram-positive bacteria and fight drug-resistant strains of streptococci, enterococci, and staphylococci, telavancin is showing promise as an alternative to vancomycin."
  October 2007 ,Future Microbiology,The US National Antimicrobial Resistance Monitoring System,NARMS surveillance and research activities are designed to minimize public health concerns with regards to antimicrobial use in food animals.
  October 2007 ,Journal for Nurse Practitioners,Diagnosis and Management of Acute Respiratory Infections,"Clinicians prescribe antibiotics for ARIs 40%-50% of the time, despite the fact that most are self-limited viral infections. What do the guidelines say?"
  October 2007 ,Morbidity & Mortality Weekly Report,Emergence of Antimicrobial-Resistant Serotype 19A Streptococcus pneumoniae,Heptavalent pneumococcal conjugate vaccine (PCV7) helps prevent antimicrobial-nonsusceptible invasive pneumococcal disease but emerging resistance in serotypes not covered by PCV7 is a growing concern
  September 2007 ,Wounds,A Review of the Accessory Genome of Staphylococcus aureus,The relative ease of transfer of antibiotic-resistant genes across staphylococcal species raises the very worrisome possibility of a pandemic.
  September 2007 ,Journal Watch,Overuse of Antibiotics for URI -- Still a Problem,Antibiotic overuse for upper respiratory infections is an ongoing issue. Can an educational intervention reduce unnecessary antibiotic use? How do perceived patient expectations affect prescribing?
  September 2007 ,Pharmacotherapy,The Utility of Hospital Antibiograms for Guiding Empiric Therapy,"Antibiograms can be valuable tools in guiding antimicrobial therapy, but other patient factors, such as previous infection history and antibiotic use, also need to be considered."
  June 2007 ,CHEST,Comparison of First-Line With Second-Line Antibiotics for AECBs,Choice of antimicrobial agent to treat acute exacerbations of chronic bronchitis is affected by emerging resistance. How do second-line compare to first-line antibiotics as effective and safe therapy?
  July 2007 ,Pharmacotherapy,Tigecycline for Ventilator-Associated Pneumonia and Bacteremia,"Tigecycline shows promise in treating this major cause of healthcare-associated infections, but is resistance just around the corner?"
  June 2007 ,Journal Watch,Fluoroquinolones No Longer Recommended for Empirical Gonorrhea Treatment,"Fluoroquinolones have been considered the empirical gonorrhea therapies of choice because of their ease of use and high efficacy. However, quinolone-resistant N. gonorrhoeae has been rising."
  July 2007 ,Emerging Infectious Diseases,"Antimicrobial Drugs and CMRSA, United Kingdom","Methicillin-resistant Staphylococcus aureus (MRSA) was detected in the UK in 1961, only months after methicillin introduction. Now MRSA is a common cause of nosocomial infections worldwide."
  June 2007 ,Nature Clinical Practice Cardiovascular Medicine,Native Triple-Valve Endocarditis Caused by Penicillin-Resistant Streptococc,Multiple-valve infective endocarditis in a patient with known but untreated ventricular septal defect is described in this case study.
  June 2007 ,The Annals of Pharmacotherapy,Tigecycline: A Novel Broad-Spectrum Antimicrobial,"Little resistance has been reported thus far with this agent, and clinicians should follow guidelines for its use in order to minimize developing resistance."
  December 2008 ,Future Microbiology,Drug Treatment for Multidrug-resistant Acinetobacter baumannii Infections,Acinetobacter baumannii has emerged in the last decades as a major cause of healthcare-associated infections. Here's what you need to know to prevent these infections.
  December 2008 ,International Journal of Clinical Practice,A New Antibiotic: Lessons and Perspectives,"Whenever we welcome new antimicrobials, we should reflect upon the broad public health perspective and remember the lessons that we learned from the past."
  December 2008 ,The British Journal of Dermatology,Susceptibility Testing and Resistance Phenotype Detection in S. aureus,What was the antibiotic resistance pattern of S. aureus strains isolated from atopic dermatitis patients with apparent and recurrent skin colonization and strains obtained from healthy nasal carriers?
  November 2008 ,British Journal of Cardiology,Antibiotic Prophylaxis Against Infective Endocarditis,"Infective endocarditis takes a heavy toll when it strikes, so is it wise to limit antibiotic prophylaxis for dental procedures? The rationale for disagreement among experts is presented."
  October 2008 ,Expert Review of Anti-Infective Therapy,Establishing the Role of Tigecycline in an era of Antimicrobial Resistance,What is the potential role for tigecycline in the management of multi-drug resistant infections due to drug-resistant pathogens?
  November 2008 ,Pharmacogenomics,"Pharmacogenomic Strategies, Resistance Development in Microbial Infections",This review summarizes some of the new trends in the fight against drug resistant bacteria.
  October 2008 ,Journal Watch,Procalcitonin to Guide Antibiotic Use in Primary Care,Procalcitonin (PCT) levels have been used as a marker for bacterial infection. Could PCT-guided therapy tell apart bacterial from viral respiratory tract infections and help reduce antibiotic use?
  January 2008 ,Annals of Clinical Microbiology and Antimicrobials,Trends in Antibacterial Resistance Among Streptococcus Pneumoniae,"The prevalence of clonal isolates, with a combined erm(B) and mef(A) genotype together with high-level macrolide and multidrug resistance, is increasing, and their spread may have health implications."
  October 2008 ,Clinical Gastroenterology and Hepatology,Persistent Helicobacter pylori Infection After a Course of Therapy,A 35-year-old Hispanic woman with no significant past medical history presents to the ED at midnight with a 3-month history of intermittent epigastric pain culminating in 3 episodes of coffee-ground emesis on the day of presentation.
  May 2008 ,Annals of Family Medicine,A Community-Level Trial Promoting Judicious Antibiotic Use,"Learn why campaigns that repeat brief, consistent reminders to multiple stakeholder groups may be most effective at assuring judicious antibiotic use."
  October 2008 ,AccessMedicine from McGraw-Hill,Staphylococcus aureus and Vancomycin-Resistant Enterococci during Routine,How protective are gloves against MRSA contamination?
  August 2008 ,Expert Review of Anti-Infective Therapy,Economics of Antibiotic Resistance,What are the strategies aimed at prevention of emergence and spread of antibiotic resistance?
  February 2008 ,Expert Review of Respiratory Medicine,Drug-resistant TB Risk Management for Health Workers and Other Care Givers,The core principles in managing the risk of drug-resistant TB for health workers and care givers is reviewed.
  April 2008 ,Journal Watch,"Antibiotics in Acute Rhinosinusitis: Often Prescribed, but Rarely Indicated",About a third of patients who present with upper respiratory infections are diagnosed with acute rhinosinusitis; 80% of patients with this diagnosis receive antibiotics.
  June 2008 ,Expert Review of Anti-Infective Therapy,Acinetobacter baumannii: An Emerging Multidrug-resistant Threat,Acinetobacter baumannii has been stealthily gaining ground as an agent of serious nosocomial and community-acquired infection; learn more about recent developments.
  April 2008 ,Expert Review of Anti-Infective Therapy,Antimicrobial Stewardship Programs: Interventions and Associated Outcomes,Antimicrobial stewardship programs are becoming increasingly beneficial. Learn how they will be integral in the in-patient healthcare setting.
  March 2008 ,Laboratory Medicine,Phenotypic and Genotypic Characteristics of Clinical Isolates of Pseudomona,A total of 167 clinical isolates of Pseudomonas aeruginosa obtained from a Northwest Ohio hospital were tested for phenotypic diversity using serotyping and antibiotic susceptibility testing.
  May 2008 ,The Medscape Journal of Medicine,Rapid Identification of Methicillin-Resistant Staphylococci Bacteremia,Four rapid methods were evaluated directly from positive blood cultures in parallel for identification of methicillin-resistant Staphylococcus aureus (MRSA) and MR-coagulase-negative staphylococci.
  February 2008 ,Emerging Infectious Diseases,"Vancomycin-Resistant Enterococci Outbreak, Germany",To what extent would early implementation of control measures have prevented an outbreak of VRE at a university hospital in southwestern Germany?
  February 2008 ,Emerging Infectious Diseases,"Methicillin-Resistant Staphylococcus aureus, Geneva, Switzerland, 1993-2005",Epidemiologic and molecular typing studies are needed to document MRSA carriage and infection rates to implement adequate infection control guidelines.
  November 2009 ,Current Opinion in Gastroenterology,Helicobacter pylori: Diagnosis and Treatment ,"This article discusses the current diagnostic methods in H pylori treatment and their clinical implications, as well as established and novel treatment strategies."
  November 2009 ,Pharmacotherapy,Antimicrobial Susceptibility Testing: A Primer for Clinicians,An understanding of antimicrobial susceptibility testing can help clinicians improve patient care.
  October 2009 ,Annals of Family Medicine,Availability of Antibiotics for Purchase Without a Prescription Online,"Web sites that say, ""No prescription? No problem!"" invite self-medication and antibiotic resistance. These researchers have clicked out the scope of this phenomenon."
  October 2009 ,Expert Review of Anti-Infective Therapy,Topical Antibiotic Treatment for Uncomplicated Skin and Skin Structure Infections,Are topical antibiotic treatment options for uncomplicated skin infections effective?
  October 2009 ,Future Microbiology,Genetics of Antimicrobial Resistance in Staphylococcus Aureus ,"New ways to combat resistant strains of Staphylococcus aureus are likely to come from genomics, proteomics, and other modern research areas."
  October 2009 ,Journal Watch,Possible Alternative for Refractory Clostridium Difficile Colitis,"When metronidazole or vancomycin fail, the new broad-spectrum antibiotic tigecycline may be worth a try in patients with severe refractory C. difficile colitis. "
  October 2009 ,Journal Watch,Trends in Antibiotic Use in Acute Respiratory Tract Infections,This study finds both encouraging and worrisome findings on antibiotic prescribing for acute respiratory tract infections in the US. 
  January 2009 ,Annals of Clinical Microbiology and Antimicrobials,Genotypic Detection of Resistant Mycobacterium TB Strains by DNA Sequencing,How effectively does DNA sequencing identify drug resistance in new and previously treated tuberculosis cases?
  September 2009 ,Expert Review of Anti-Infective Therapy,Meeting The Public Health Challenge Of Multidrug- And Extensively Drug-Resistant Neisseria Gonorrhoeae,Increasing global antimicrobial resistance is raising concerns that gonorrhea may become untreatable.
  June 2009 ,Environmental Health Perspectives,The Landscape of Antibiotic Resistance,The problem of antibiotic resistance is so extensive that the future of existing antibiotic therapies may be in jeopardy. What can be done to better control this trend in antibiotic resistance?
  February 2009 ,Seminars in Respiratory and Critical Care Medicine,Diagnostic Strategies for Healthcare-Associated Pneumonia,"This article discusses healthcare-associated pneumonia, including its definition, clinical presentation  and course, related diagnostic tests, and future perspectives."
  April 2009 ,Seminars in Respiratory and Critical Care Medicine,Streptococcus pneumoniae: Does Antimicrobial Resistance Matter?,"This article reviews the mechanisms, epidemiology and spread, clinical impact, risk factors of antimicrobial resistance, and strategies to limit or curtail antimicrobial resistance of S pneumoniae."
  February 2009 ,Seminars in Respiratory and Critical Care Medicine,Tackling Empirical Antibiotic Therapy for VAP in Your ICU,This review article focuses on important steps that should be taken in developing a hospital-specific pathway for the empirical antibiotic treatment of VAP.
  June 2009 ,Emerging Infectious Diseases,Novel Type of Streptococcus pneumoniae Causing Multidrug-Resistant AOM,"Over the past decade, multidrug-resistant clones of S. pneumoniae have rapidly emerged. The authors characterized the molecular type of strains recently isolated from children with AOM."
  March 2009 ,Expert Review of Clinical Immunology,Common Variable Immunodeficiency: A Multifaceted and Puzzling Disorder,"Common variable immunodeficiency (CVID) encompasses a group of genetic disorders that is characterised by hypogammaglobulinemia, increased suceptability to infections and a variety of sequelae."
  March 2009 ,The Nation's Health,Free Offers of Antibiotics Raise Concern: Resistance Feared,"Loosening the price on prescription drugs is a growing trend -- including offers for free antibiotics at grocery stores. But does ""free"" come at a dangerously high price?"
  April 2009 ,Seminars in Respiratory and Critical Care Medicine,Community-Acquired Pneumonia: The U.S. Perspective ,How does treatment for CAP differ in the U.S. as compared to Europe?
  March 2009 ,Morbidity & Mortality Weekly Report,Control of Carbapenem-Resistant/Carbapenemase-Producing Enterobacteriaceae,What are the updated recommendations from the CDC and the Healthcare Infection Control Practices Advisory Committee?
  February 2009 ,Wounds,Comparison of Medical and Table Grade Honeys for Antimicrobial Efficacy,Honey is an ancient therapy that has recently been re-introduced into modern medicine. Antimicrobial efficacy in wound care is compared between medical grade and table honeys.
  November 2008 ,Geriatrics & Aging,Urinary Tract Infections in Older Adults: Current Issues,The rational use of antimicrobials in the treatment of UTI in the older adult is discussed.
  July 2010 ,Journal of Medical Case Reports,Impact of Prolonged Treatment With High-Dose Ciprofloxacin on Gut Flora,Can high dose ciprofloxacin be used long-term without increased risk of colonization with resistant Gram negative pathogens and the development of resistant enterococci?
  June 2010 ,Alimentary Pharmacology & Therapeutics,Rifaximin for the Treatment of Travellers' Diarrhoea,"What is the best way to treat traveler's diarrhea? This review looks at different options, including fluid therapy, and various antibiotics."
  June 2010 ,Future Microbiology,In Vitro Susceptibility Testing in Aspergillus Species: An Update,Review the available methods for antifungal susceptibility testing in Aspergillus species.
  June 2010 ,Alimentary Pharmacology & Therapeutics,Clarithromycin vs. Levofloxacin First-Line Triple and Sequential Regimens,Helicobacter pylori antibiotic resistance is increasing. What's the best treatment sequence for your patient?
  June 2010 ,Laboratory Medicine,Progression of a Recurrent Community-Acquired MRSA Infection,A simple spider bite marks the beginning of a long struggle with community-acquired MRSA in an otherwise healthy young woman.
  March 2010 ,Annals of Clinical Microbiology and Antimicrobials,Antimicrobial Resistance of H. Pylori to 10-Days vs. 7-Days Moxifloxacin,What is the most effective regimen of Moxifloxacin-based therapy for the eradication of H. pylori?
  April 2010 ,The Annals of Pharmacotherapy,Increased Clinical Failures When Treating Acute Otitis Media With Macrolides,Clinicians may not be aware that patients receiving macrolides for acute otitis media might have a higher risk of clinical failure.
  April 2010 ,Pharmacotherapy,Ceftaroline: A Cephalosporin Against Resistant Gram-Positive Pathogens,This advanced-generation cephalosporin has activity against multi-drug resistant Staphylococcus aureus.
  April 2010 ,American Journal of Health-System Pharmacy,Significant Publications on Infectious Diseases Pharmacotherapy in 2008,Read summaries of important articles on infectious disease therapy. 
  April 2010 ,Expert Review of Anti-Infective Therapy,Diagnosis and Management of Community-Associated MRSA Infections in Children,The management of MRSA infections in children is complicated by the limited number of effective antibiotics that have been well-studied in children.
  March 2010 ,Annals of Clinical Microbiology and Antimicrobials,Empiric Antibiotic Therapy in Acute Uncomplicated Urinary Tract Infections and Fluoroquinolone Resistance,This prospective observational study examined whether fluoroquinolones should be routinely administered for outpatient patients with urinary tract infections.
  March 2010 ,Journal of Perinatology : Official Journal of the California Perinatal Association,Epidemiology of MSSA and MRSA in a Neonatal Intensive Care Unit,This important study documents the epidemiology of S. aureus (MSSA and MRSA) in the NICU population
  November 2009 ,Critical Care,The Leading Causes of Death After Burn Injury in a Pediatric Burn Center,"Advances in burn treatment, including early excision and grafting, aggressive resuscitation and advances in antimicrobial therapy have reduced morbidity and mortality, but important problems remain."
