Date,Source,Headlines,Teaser
" November, 2004 ",Pharmacotherapy,SAMe Bioavailability and Lack of Toxicity in Humans,The risk of mania in vulnerable individuals remains a serious concern.
" December, 2004 ",Medscape General Medicine,Methamphetamine-Associated Shock With Intestinal Infarction,This article reports an unusual case of methamphetamine-associated intestinal infarction.
" January, 2005 ",Medscape Medical News,"FDA Safety Labeling Changes: Vesanoid, Kaletra, Axid, Enbrel","The FDA has approved revisions to the safety labeling for tretinoin capsules (Vesanoid), lopinavir/ritonavir capsules and oral solution (Kaletra), nizatidine 75-mg tablets (Axid AR), and etanercept (Enbrel)."
" January, 2005 ",Medscape Medical News,"Clozapine, Olanzapine May Increase Risk of Insulin Resistance","A cross sectional study suggests that compared with risperidone, use of these drugs is associated with a significantly higher risk of developing insulin resistance."
" May, 2005 ",Medscape Medical News,Isotretinoin May Decrease Depression in Adolescents With Acne,"Treatment of moderate-severe acne either with conservative therapy or with isotretinoin was associated with a decrease, not an increase, in depressive symptoms."
" June, 2005 ",Pharmacotherapy,Use of the Beers Criteria to Predict Adverse Drug Reactions,"Clinicians should be alert to the possibility of ADRs if a patient takes more than 5 drugs, has a history of ADRs, or exhibits poor compliance with prescribed drugs."
" July, 2005 ",Medscape General Medicine,Drug-Resistant Variants of HIV-1 in India,"In northern India, most treatment-naive patients had mixtures of wild-type and mutant HIV; 80% had zidovudine (codon 70) and 32% lamivudine (M184V/I) resistance mutations."
" October, 2005 ",Pharmacotherapy,Adverse Effects Associated With Extra Doses of Bupropion,"Patients should be educated about the risk of adverse effects if they take extra doses of bupropion, which happened in about 10% of the patients studied."
" November, 2005 ",Medscape Allergy & Immunology,Managing a Patient Who Develops Urticaria to Medication,A 56-year-old patient recently requested help with urticaria that occurs with any medication. What are your suggestions?
" December, 2005 ",Medscape Rheumatology,Using Methotrexate at a Dosage > 25 mg per Week for RA,"Is there any evidence to support the use of methotrexate for rheumatoid arthritis at a dosage of > 25 mg per week? Also, what about methotrexate combined with azathioprine?"
" February, 2006 ",Medscape Allergy & Immunology,Seafood and Iodine: An Analysis of a Medical Myth,There is a common misconception that individuals who are allergic to seafood react to the iodine that is in the seafood. The basis of this misconception is explored.
" April, 2006 ",Medscape Nurses,Withdrawal Effects When Discontinuing Antipsychotic Medications,"I have encountered withdrawal effects when discontinuing ziprasidone HCI (Geodon), even with a very slow taper of the drug. I'm wondering whether others have noted this in their patients."
" May, 2006 ",Pharmacotherapy,Adverse Drug Reactions in United States Hospitals,This study of 8 million patients hospitalized in 1998 identified high-risk diagnoses and drug classes that providers can target to minimize adverse drug reactions.
" May, 2006 ",Medscape Allergy & Immunology,Intranasal Corticosteroids for Over-the-Counter Use,A position paper on the advisability of allowing intranasal corticosteroids to be sold over the counter.
" May, 2006 ",Medscape Infectious Diseases,Selected ID Topics: May 2006,"Dr. John G. Bartlett reviews publications on the risk for gatifloxacin-associated dysglycemia, and a randomized clinical trial of human botulism immune globulin for the treatment of infant botulism."
" July, 2006 ",Medscape Family Medicine,Adverse Drug Reactions,From a study on ethnic differences in adverse drug reactions published in the May 2006 issue of BMJ.
" August, 2006 ",Medscape Psychiatry,Antipsychotic Therapy for Childhood Schizophrenia,Why would children and teens experience better treatment response from first-generation antipsychotics compared with second-generation antipsychotics?
" August, 2006 ",Medscape Med Students,How Can Physicians Stay Current on Prescription Drugs?,"With so many new drugs entering the market and new studies uncovering potential drug interactions and contraindications, how can a physician stay on top of the growing mound of information?"
" September, 2006 ",Medscape Med Students,A 60-Year-Old Woman With New Seizures,"The patient arrives at the emergency room after having a seizure at home, then experiences another one while there. Can you figure out the cause?"
" October, 2006 ",Medscape Pharmacists,Antiepileptic Drugs May Impair Bone Growth in Children,Children on antiepileptic drug therapy may need to undergo bone mineral density screening on a yearly basis and be monitored closely for fracture risk.
" November, 2006 ",Medscape Allergy & Immunology,Can Leukotriene Modifiers Benefit Severe Drug-Induced Skin Reactions?,"""What is the role of leukotriene modifiers (montelukast) in severe drug-induced skin reaction? I have used it in a case of Stevens-Johnson syndrome, with very good results."""
" November, 2006 ",Medscape Psychiatry,Recognizing and Managing Stimulant Complications,"Noncompliance rates for stimulants can reach as high as 65%, primarily because of side effects. How can you minimize adverse events to maximize adherence and effectiveness of treatment?"
" January, 2007 ",Nature Clinical Practice Rheumatology,Drug Insight: resistance to methotrexate and other DMARDS,This article discusses the molecular mechanisms that might be involved in the development of resistance to DMARDS and strategies to overcome this phenomenon.
" January, 2007 ",Medscape Allergy & Immunology,Sensitivity to Bee Pollen in Allergic Individuals,"The number of patients using ""natural supplements,"" such as bee pollen for various medical conditions, continues to rise, but how safe is this?"
" January, 2007 ",Cancer Control: Journal of the Moffitt Cancer Center,Adjuvant Chemotherapy in Elderly Patients with Lung Cancer,Survival benefits associated with adjuvant therapy may be reduced in the elderly due to poor tolerance of and toxicities from chemotherapy.
" April, 2007 ",Medscape Pharmacists,Does Combining Duloxetine and Amitriptyline Raise the Risk for Seizures?,"Each drug has an associated risk for seizures, but what about in combination?"
" May, 2007 ",Medscape HIV/AIDS,HIV STI Literature: Commentary by Dr. John G. Bartlett -- April 2007,In this review and commentary: 2 different studies of treatment interruption vs continuous ART lead to apparently different outcomes. Are CD4 cell counts at the time of restarting the reason?
" June, 2007 ",Medscape Medical News,CF Patient Death May be Linked to Colistimethate Inhalation Therapy,"Inhalation solution should be used immediately to reduce the risk for pulmonary toxicity, according to the FDA."
" July, 2007 ",Medscape Pharmacists,Pharmacist-Run Clinic Minimizes Concerns About Teriparatide,"Although it carries a black-box warning, this drug is effective in treating osteoporosis, and safety issues can be addressed with pharmacist oversight."
" August, 2007 ",Medscape Pharmacists,Dietary Supplements Require Greater Vigilance,"Healthcare workers are a key piece of the safety net, but many are unaware of the role they are expected to play."
" August, 2007 ",Medscape Pharmacists,Treating Hot Flashes Induced by Tamoxifen,Can venlafaxine be used to treat hot flashes that occur as a side effect of tamoxifen?
" August, 2007 ",U.S. Pharmacist,Dangers of Sexual Enhancement Supplements,"Dietary supplements including sexual enhancement products are heavily promoted. Many American consumers assume this means the government has ruled them safe for use, but this is a common misconception"
" August, 2007 ",Medscape Pharmacists,Are Drug Interactions With Dietary Products Underreported?,A survey of community pharmacists found a worrisome lack of knowledge about potential interactions and adverse events.
" September, 2007 ",Medscape Medical News,Adverse Drug Events More Than Doubled Between 1998 and 2005,Serious adverse drug events reported to the US Food and Drug Administration's Adverse Event Reporting System increased 4 times faster than did the total number of outpatient prescriptions during this period.
" November, 2007 ",Medscape Rheumatology,Gout: Treatment Reaction to Allopurinol - - What Next?,A patient with gout intolerant to NSAIDs and colchicine developed rash on treatment with allopurinol and sulfinpyrazone. Desensitization with allopurinol was not successful. Can anakinra be tried?
" December, 2007 ",Medscape Pharmacists,Are Duloxetine's Side Effects Dose Related?,"A patient with depression and fibromyalgia pain experiences sleepiness, fatigue, and dizziness after her dosage of duloxetine is increased to 120 mg. Is this because of the higher dosage?"
" January, 2008 ",Medscape Pharmacists,Should Patients With Asthma Receive Beta-Blockers for Heart Problems?,"Given the risk for bronchospasm associated with beta-blockers, should patients with asthma be taking these medications?"
" January, 2008 ",Personalized Medicine,Adverse Drug Reactions and Pharmacogenomics: Recent Advances,"Although the advancement of pharmacogenetics into clinical practice has been slower than predicted, it definitely has a place in drug development and safety predictions."
" January, 2008 ",Medscape Pharmacists,Do Antihistamines Relieve Drug-Induced Bone Pain?,Anecdotal reports suggest that nonsedating antihistamines ease bone pain associated with granulocyte colony-stimulating factor drugs. Does evidence support this practice?
" January, 2008 ",The Medscape Journal of Medicine,Pharmacologic Treatment of ADHD: Driving Patients to Successful Outcomes,"More accurate diagnosis of ADHD and the development of new formulations of proven drugs, plus a new class of drugs, are transforming the clinical picture of ADHD in the United States."
" January, 2008 ",Medscape Medical News,Heparin Recall,Nine lots of the antithrombin have been recalled because of a higher-than-expected rate of allergic reactions.
" January, 2008 ",The Medscape Journal of Medicine,"Readers Respond to ""Integrative Medicine: Sorting Fact From Fiction""",Two readers further discuss the issue of integrative medicine.
" February, 2008 ",Medscape Rheumatology,Probenecid for Gout: A Personal View,"Arthur Kavanaugh, MD, presents his personal view on the use of probenecid for the treatment of gout."
" February, 2008 ",Medscape Medical News,Adverse Event Reporting for Cancer Therapy Needs Revision,"The Common Terminology Criteria for Adverse Events was developed to standardize language for reporting adverse events that occur in NCI-sponsored clinical trials, but it is unable to adequately code the subacute adverse events that occur with new targeted therapies."
" February, 2008 ",Medscape Medical News,"Respiratory Compromise, Death May Be Linked to Botulinum Toxin","An ongoing FDA safety review of Botox, Botox Cosmetic (botulinum toxin type A), and Myobloc (botulinum toxin type B) has shown systemic adverse reactions resembling botulism."
" February, 2008 ",Medscape Medical News,FDA Takes Action to Stop Marketing of Unapproved Colchicine Injection,"The US Food and Drug Administration has received 50 reports of adverse events with colchicine injection, including 23 deaths, related to product use."
" February, 2008 ",Medscape Medical News,Two Studies Describe Approaches Shown to Reduce Obstetrical Errors,Yale teaching hospital cut its obstetrical error rate in half after implementing changes; a single change by a Pennsylvania hospital also showed improvement in patient safety.
" February, 2008 ",Medscape Medical News,Natalizumab May Cause Significant Liver Injury,Natalizumab (Tysabri) should be discontinued in patients with jaundice or other signs of liver injury.
" February, 2008 ",Medscape Medical News,Antiepileptic Drugs Linked to Increased Risk for Suicidality,Patients taking certain drugs for epilepsy or other indications should be carefully monitored for behavioral changes.
" February, 2008 ",Medscape Medical News,Varenicline May Be Linked to Risk for Serious Symptoms,"Patients given varenicline should be monitored for strange thoughts/behaviors, depressed mood, and suicidality."
" March, 2008 ",Medscape Medical News,What Your Patients Are Reading,"Hormone replacement therapy may result in a higher risk for breast cancer, both hysterectomy and uterine artery embolization can help treat uterine fibroids, tendonitis may be a result of statin use, obese children have more surgical complications than children of a normal weight, a change in selective serotonin reuptake inhibitors in conjunction with cognitive behavioral therapy may be adequate t"
" March, 2008 ",Medscape Medical News,"Asthma Medication Evaluated for Possible Link to Mood Changes,  Suicidality",The FDA has issued a MedWatch Safety alert informing doctors and patients that it is investigating a possible link between use of montelukast and changes in mood and behavior as well as suicidality and suicide.
" March, 2008 ",Heartwire from Medscape,More Heparin Recalls in Europe and US,"The latest countries to recall heparin products are France, Italy, and Denmark, and the affected material has been traced to four Chinese suppliers. Another US manufacturer has also recalled some heparin products."
" March, 2008 ",Heartwire from Medscape,Heparin Contaminant Identified,The contaminant found in samples of heparin that had been linked to an increase in adverse reactions has now been identified as oversulfated chondroitin sulfate.
" March, 2008 ",Medscape Medical News,Tiotropium Linked to Possible Increased Risk of Stroke,"On the basis of an ongoing safety review, MedWatch reports a possible increased risk of stroke with use of tiotropium."
" March, 2008 ",Medscape Medical News,Serious Skin Reactions Reported With TNF-alpha Antagonists,"Safety reviews of infliximab, etanercept, and adalimumab identified rare cases of erythema multiforme, Stevens-Johnson syndrome, toxic epidermal necrolysis, and other skin reactions."
" March, 2008 ",Medscape Medical News,Cough Medicine Dosing Errors Linked to Patient Deaths,Patients should not take hydrocodone plus chlorpheniramine extended-release suspension (Tussionex) more often or at higher doses than recommended.
" March, 2008 ",Medscape Medical News,New HIV Drug Linked to Risk for Hepatitis,Liver enzymes should be monitored during treatment with ritonavir-boosted darunavir.
" March, 2008 ",Medscape Medical News,Diabetic Ulcer Gel Linked to Increased Cancer Deaths,Healthcare professionals are advised to discuss risks and benefits of becaplermin gel (Regranex) with patients.
" March, 2008 ",Heartwire from Medscape,Heparin Contaminant,"The FDA is requesting all heparin manufacturers to test products for this contaminant. Increased rates of adverse reactions have now also been reported in Germany with heparin not made by Baxter or its supplier, Scientific Protein Laboratories."
" March, 2008 ",Medscape Rheumatology,Early Rheumatoid Arthritis: The Potential Role for Biologic Therapy,"Three key questions concerning the use of biologic therapy in early rheumatoid arthritis are presented and discussed by Arthur Kavanaugh, MD."
" March, 2008 ",The Medscape Journal of Medicine,"Part 2: Reader's and Authors' Responses to ""Integrative Medicine""",A reader and the authors discuss complementary and alternative medicine.
" March, 2008 ",The Medscape Journal of Medicine,"Part 3: A Reader Responds to ""Integrative Medicine""",A reader writes favorably about the integration of Eastern and Western medicine.
" March, 2008 ",Medscape Medical News,Antiviral Drug Labels Get Warnings for Neuropsychiatric Changes,Patients with influenza should be closely monitored for signs of abnormal behavior during treatment with Tamiflu and possibly also Relenza.
" March, 2008 ",Medscape Medical News,Black Box Warning Issued for Etanercept Regarding Infections,A black box warning to be included on etanercept's prescribing information states that tuberculosis has been observed with TNF-blocking agents and that tuberculosis may be caused by reactivation of latent tuberculosis infection and by new infection.
" March, 2008 ",Medscape Medical News,Study Data Link 2 NRTIs to Increased MI Risk,"The FDA recommends that healthcare professionals discuss potential risks and benefits of abacavir (Ziagen) and didanosine (Videx) therapy, including myocardial infarction, with HIV-infected patients."
" March, 2008 ",Heartwire from Medscape,Heparin Contaminant Traced to China,The FDA has also issued an import alert requiring all heparin products be tested for the contaminant.
" April, 2008 ",Medscape Medical News,Transparency in Adverse Event Reporting Pleases Patients,A new survey reveals that hospitalized patients are informed of less than half of all adverse events that they experience.
" April, 2008 ",The Medscape Journal of Medicine,"""Jake Leg,"" Other Poisonings, Physicians as Canaries, and the FDA","Emily Friedman, an independent health policy and ethics analyst, reminds us why doctors must be ""canaries"" and the FDA must act."
" April, 2008 ",The Medscape Journal of Medicine,Drug Safety Relies on YOU to Find and Report Adverse Reactions,"Judith K. Jones, MD, PhD, President & CEO, The Degge Group, Ltd., Arlington, Virginia, explains why and how to report adverse drug events."
" April, 2008 ",Medscape Medical News,Anticholinergic Drugs May Increase Cognitive Decline,A new study finds that use of drugs with anticholinergic activity is associated with a more rapid decline in cognitive performance.
" April, 2008 ",Medscape Medical News,Enoxaparin Contaminant,"Some countries have recalled affected batches, although no increase in adverse reactions has been seen."
" April, 2008 ",Medscape Medical News,Rotigotine Patch Recalled Due to Drug Crystallization,Drug crystallization can hamper absorption; healthcare professionals are advised to begin down-titrating patients according to product guidelines and should not initiate rotigotine therapy in new patients.
" April, 2008 ",Medscape Medical News,Rubber Chemical Found in Daptomycin Infusion Pumps,Healthcare professionals are advised to avoid the use of daptomycin with ReadyMED elastomeric infusion pumps.
" April, 2008 ",Medscape Medical News,Tegaserod Maleate Restricted to Emergency Use Only,FDA must approve requests for tegaserod maleate and must authorize shipments from the manufacturer.
" April, 2008 ",Medscape Medical News,Exubera Gets Lung Cancer Warning,Cases occurred in prior smokers and are too few to establish a causal role for the product.
" May, 2008 ",Heartwire from Medscape,FDA Backpedals on Echo-Contrast Labeling,Warnings and contraindications imposed late last year have been softened after the agency heard from the medical community.
" May, 2008 ",Medscape Psychiatry,AHA Recommendations on Cardiovascular Monitoring in ADHD and Heart Disease,"The AHA has recommended ECGs for children/adolescents being considered for, and in some cases, already receiving, stimulant agents for ADHD. What are the clinical implications of this recommendation?"
" May, 2008 ",Medscape Medical News,Etanercept Gets Black Box Warning for TB Risk,Patients should be both screened for latent tuberculosis before initiation of etanercept therapy and monitored for infection during and after treatment.
" May, 2008 ",Medscape Medical News,Transplant Drug Linked to Risk for Fetal Harm,"Women of childbearing age should be required to use 2 forms of birth control before, during, and after treatment with mycophenolate mofetil and mycophenolic acid."
" June, 2008 ",Medscape Medical News,FDA Investigates Link Between TNF Blockers and Pediatric Cancer,"Thirty cases of cancer have been reported in children and young adults receiving tumor necrosis factor blockers for arthritis, Crohn's disease, and other conditions."
" June, 2008 ",BMC Ophthalmology,Comparative Study of the Stability of Bimatoprost and Latanoprost , The purpose of this study was to determine the degree of molecular degradation that occurs in bimatoprost and latanoprost in a patient-use setting.
" June, 2008 ",Medscape Medical News,Probe of Erythropoiesis-Stimulating Agents,The preliminary work suggests that erythropoietin might have an effect not only on red blood cells but on tumor blood vessels as well. It is a provocative hypothesis that is generating fervent debate.
" June, 2008 ",Heartwire from Medscape,Five Deaths in the UK Related to Rimonabant,"But only one of these deaths was due to psychiatric disorders (suicide), which is the major concern with this drug. Sanofi-Aventis has stressed that no causal link between any of the deaths and rimonabant has been established."
" June, 2008 ",Medscape Medical News,Diabetic Ulcer Gel Gets Black Box Warning,An FDA safety review showed a 5-fold increased risk for cancer mortality in patients exposed to 3 or more tubes of becaplermin gel.
" July, 2008 ",Medscape Infectious Diseases,fluoroquinolones,"What's behind the new FDA black box warnings for fluoroquinolones? Paul Auwaerter, MD, discusses the recent major labeling change in his videoblog."
" July, 2008 ",Medscape Medical News,CellCept Labeling Changes Reflect PML Risk,Healthcare providers should include progressive multifocal leukoencephalopathy in the differential diagnosis of immunosuppressed patients presenting with focal neurologic symptoms.
" July, 2008 ",Medscape Medical News,Use of rhBMP in Cervical Fusion Linked to Serious Adverse Events,Healthcare providers should use approved alternative treatments or enroll in approved clinical trials.
" July, 2008 ",Medscape Medical News,Fluoroquinolones Earn Black Box Warning for Tendon-Related Adverse Effects,The magnitude of reported adverse events related to fluoroquinolone use necessitates stronger warnings regarding the risk for tendonitis and tendon rupture.
" July, 2008 ",Medscape Medical News,"FDA Advisory Members Agree AEDs Pose Suicidality Risk, Nix Black Box","Antiepileptic drugs pose an increased risk of suicidality, but the data do not warrant a black-box warning, advisory committee members told the FDA."
" July, 2008 ",Medscape Pharmacists,Does Switching Statins Increase the Risk for Adverse Events?,Patients on statin therapy sometimes must switch from one statin to another. Does that increase the risk of developing an adverse reaction?
" July, 2008 ",Medscape Medical News,"Herceptin Vials to Be Checked for Damage, FDA Warns",Breakage and other damage may compromise sterility and pose infection risk to patient.
" July, 2008 ",Medscape Medical News,Genetic Screening Recommended Before Abacavir HIV Therapy,Screening for a particular allele can decrease the risk for abacavir hypersensitivity reactions by 60%.
" July, 2008 ",Medscape Medical News,Local and National Legislation Banning Phthalates and BPA Considered,A bill has been introduced to Congress to prohibit the use of bisphenol A in all food and drink containers; the Senate is considering expanding the proposed ban to include toys and other children's products.
" July, 2008 ",Medscape Oncology,Osteonecrosis in Long-term Survivors of Cancer,"In this videoblog, Dr. Maurie Markman discusses findings from the Childhood Cancer Survivor Study, which highlight the importance of long-term studies."
" July, 2008 ",Maternal and Child Health Journal,Does Use of Nicotine Replacement Therapy During Pregnancy Affect Outcomes?,What are the characteristics of the women who are prescribed or recommended nicotine replacement therapy (NRT) during pregnancy? Is NRT safe for use during pregnancy?
" July, 2008 ",Medscape Pulmonary Medicine,Antithrombotic and Thrombolytic Therapy: ACCP Guidelines in Perspective,New evidence-based ACCP guidelines address prevention and management of thrombosis. Dr. Shorr discusses NEJM articles on this prevention during hip and knee replacement surgeries.
" August, 2008 ",Medscape Medical News,"HPV Vaccine Deemed Safe and Effective, Despite Reports of Adverse Events","Questions over the safety of the human papillomavirus vaccine have been raised by consumers, parents, healthcare professionals, and others. But having analyzed the available data, the CDC and FDA offer reassurance."
" August, 2008 ",Medscape Medical News,FDA Releases List of Genomic Biomarkers Predictive of Drug Interactions,Quarterly updates of the table by the US Food and Drug Administration should help keep clinicians and patients informed about potential drug response and risk for adverse reactions.
" August, 2008 ",The Medscape Journal of Medicine,Generic Fixed-Dose Combination of Tenofovir/Emtricitabine/Efavirenz in HIV,The investigators studied the effectiveness and safety of a generic fixed-dose combination of tenofovir/emtricitabine/efavirenz among HIV-1-infected patients in Western India.
" August, 2008 ",Medscape Medical News,Taxanes Increase Risk for Psychologic Symptoms,Patients who receive taxane-based chemotherapy have delayed emotional recovery and a higher rate of probable clinical depression than patients on similar regimens without taxanes.
" August, 2008 ",Medscape Medical News,New PML Cases Reported With Tysabri Monotherapy,Natalizumab monotherapy is still believed to be safer than combination treatment with other immunomodulatory agents.
" August, 2008 ",Medscape General Surgery,Adverse Events in the Hospital Setting: How Safe Is Your Operating Room?,"Commentary on a study on in-hospital adverse events, published June 2008 in Quality and Safety in Health Care."
" August, 2008 ",WebMD Health News,"Cialis, Viagra Labels to Note Amnesia",Rare reports of transient global amnesia have been added to the Cialis and Viagra labels; the condition is already on the Levitra label.
" August, 2008 ",Medscape Medical News,Effects of Sunitinib in Renal Cell Cancer Patients,Researchers describe adverse dermatologic effects in the scrotal and inguinal areas in 5 of 40 patients taking sunitinib for renal cell carcinoma.
" August, 2008 ",Medscape Medical News,FDA Warns About Injection Site Reactions With Naltrexone,"Injectable, extended-release naltrexone, used for the treatment of alcohol dependence, has been linked to adverse injection-site reactions, some requiring surgery."
" August, 2008 ",Medscape Medical News,Byetta Linked to Acute Pancreatitis,Exenatide therapy has been linked to 6 new cases of hemorrhagic or necrotizing pancreatitis.
" August, 2008 ",Medscape Pharmacists,Contrast Media Reactions Pose Serious Risk of Nephropathy,"Iodinated contrast media perform an important function in imaging, but they also can increase the risk for morbidity and mortality due to nephropathy."
" August, 2008 ",Medscape Pharmacists,Can Pharmacists Improve the Accuracy of Medication Histories?,Physicians may be missing important pieces of a patient's medication history at hospital admission.
" August, 2008 ",Medscape Pathology,The Genetics of Statin-Induced Myopathy,Dr. Eric Topol discusses the newly reported genetic basis for statin-induced myopathy in this videoblog.
" September, 2008 ",Medscape Medical News,Patient Deaths Spark Stronger Warnings for TNF Blockers,Patients should be monitored for signs and symptoms of fungal infection both during and after therapy.
" September, 2008 ",Medscape Medical News,Rituxan Linked to Fatal PML Case,Clinicians are advised to consider progressive multifocal leukoencephalopathy in rituximab-treated patients presenting with new-onset neurologic manifestations.
" September, 2008 ",Medscape Medical News,Phosphocol Linked to Risks for Malignancy and Radiation Injury,Postmarketing cases of lymphocytic leukemia have been reported with intra-articular use; intraperintoneal use has been linked to local necrosis and fibrosis.
" September, 2008 ",Medscape Medical News,"Company, Investigator Disagree on Reporting of Epoetin Alfa Trial","Ortho Biotech announced that preliminary data from a trial of epoetin alfa in stroke patients show higher mortality among treated patients than those on placebo and that it had informed the FDA. The lead investigator of the trial, though, says the statement is inaccurate as it stands and that the increase in mortality was limited to patients who received both tissue plasminogen activator and epoet"
" September, 2008 ",Medscape Medical News,High-Dose Epogen/Procrit Linked to Deaths,Adverse events in other epoetin-alfa clinical trials should be monitored to ensure that the potential benefits outweigh the risks to patients.
" September, 2008 ",Medscape Medical News,Tarceva Linked to 2 Fatal Cases of Hepatotoxicity,Patients with hepatic impairment should be closely monitored during treatment with erlotinib.
" September, 2008 ",American Journal of Health-System Pharmacy,Bupropion-induced Angioedema,"Cases of angioedema, a rare adverse effect of bupropion, have not been extensively described. What does this first published case report describing apparent bupropion-induced angioedema illustrate?"
" September, 2008 ",WebMD Health News,20 Drugs the FDA Is Watching,The first new quarterly report identifies adverse drug effects that are under FDA investigation.
" September, 2008 ",Medscape Medical News,Particulate Matter Found in Ammonul Injection,Filters must be used during the admixture process because particulate matter may not be visible to the naked eye.
" October, 2008 ",Medscape Pulmonary Medicine,Inhaled Anticholinergics in Patients With COPD,Dr. Andrew Shorr discusses recent studies from JAMA and NEJM that focus on inhaled anticholinergics used in the treatment of COPD.
" October, 2008 ",The American Journal of Gastroenterology,Erythrocyte-Mediated Delivery of Dexamethasone in Ulcerative Colitis,"Nearly 25% of patients with ulcerative colitis requiring steroids therapy become steroid-dependent after 1 year, and virtually all develop steroid-related adverse events. The authors investigate the efficacy and safety of dexamethasone 21-P encapsulated into erythrocytes."
" October, 2008 ",Medscape Medical News,Rimonabant Suspended in Europe,"European regulators say rimonabant's benefits no longer outweigh its risks. Its manufacturer, however, says it remains committed to the drug and hopes to provide evidence to support its reevaluation in the future."
" October, 2008 ",Medscape Medical News,Postmarketing Surveillance for Biologic Agents,"Biologics are a rapidly growing class of drugs, but many of their associated safety problems are not identified until after receiving approval from regulatory agencies."
" October, 2008 ",Medscape Medical News,Boxed Warning Highlights Risk for Infection With Raptiva,Postmarketing reports indicate an increased risk for opportunistic infections in patients receiving efalizumab injection.
" October, 2008 ",Medscape Medical News,Preliminary Data Suggest Spiriva Not Linked to Increased Stroke Risk,Findings contradict recently published findings that tiotropium bromide increases the risk for mortality and/or cardiovascular events.
" November, 2008 ",Medscape Medical News,Bevacizumab Significantly Increases VTE Risk,"The risk of venous thromboembolism was increased by 33%, compared with controls, concludes a new meta-analysis of 15 cancer trials."
" November, 2008 ",The North American Menopause Society (NAMS),Lower Risk for Gallbladder Disease With Transdermal Hormone Therapy,Oral hormone therapy increases women's risk of gallbladder hospitalizations and procedures. What are the risks and benefits of transdermal hormone therapy?
" November, 2008 ",The Medscape Journal of Medicine,Drug Interactions in Patient Causes Simvastatin-Induced Rhabdomyolysis,This case report describes a patient with a 12-year history of simvastatin use who presented with rhabdomyolysis.
" November, 2008 ",WebMD Health News,Panel: Toughen Dermal Filler Warnings,An FDA panel wants stronger warning labels on dermal fillers like Restylane and Juvederm injected into the face for wrinkles.
" November, 2008 ",Medscape Medical News,More Research Urgently Needed on Off-Label Use of 14 Drugs,A quantitative analysis identified particular concerns regarding safety of off-label use of antipsychotic and antidepressant drugs.
" November, 2008 ",American Journal of Cardiovascular Drugs,Statin Adverse Effects,Adverse effects from statins are not rare and may signal a mitochondrial vulnerability. 
" November, 2008 ",Expert Review of Clinical Pharmacology,Possible Dose-Side Effect Relationship of Antipsychotic Drugs,What adverse events on motor function are a cause for concern with antipsychotic drugs?
