Date,Source,Headlines,Teaser
" November, 2004 ",Medscape Medical News,"Reducing Adverse Drug Events: A Newsmaker Interview With Roger Resar, MD","By identifying, verifying, and reconciling patients' medications from admission to discharge, one health system has lowered adverse drug events by 20%."
" December, 2004 ",American Journal of Health-System Pharmacy,Methotrexate-Associated Medication Errors,"Overall, 67% of reported errors involved an overdose of the drug."
" December, 2004 ",Medscape Medical News,"Campaign Aims to Reduce 100,000 Hospital Deaths by 2006","Using established quality improvement techniques, hospitals could lower mortality without increasing costs."
" January, 2005 ",Medscape Medical News,Pharmacist Review May Not Reduce Hospital Admissions in Older Patients,"In a randomized UK study, pharmacist review of medication increased hospital admissions without improving quality of life."
" January, 2005 ",Medscape Medical News,Better Communication Needed to Reduce Medical Errors,"Behavior or incompetence of a few physicians and nurses was found to be ignored by many in a new study, causing patient safety problems."
" February, 2005 ",Journal of the American Geriatrics Society,Inappropriate Medication Use by Elderly Persons,Inappropriate use of medication by the elderly appears to be as high as it was ten years ago.
" February, 2005 ",American Journal of Health-System Pharmacy,Computerized Prescriber-Order-Entry System,The Institute of Medicine recently recommended that hospitals adopt computerized prescriber-order-entry (CPOE) systems with medication clinical decision support.
" March, 2005 ",The Hastings Center Report,"The Medical Malpractice Insurance Crisis, Again",The real crisis presented by the breakdown of medical malpractice litigation and insurance system is that the wrong people are getting most of the money.
" March, 2005 ",Medscape Medical News,Computer Order Entry Systems Can Increase Medication Errors,Information errors and glitches in human-machine interactions negatively affected the ability of a hospital-based system to prevent medication mistakes.
" March, 2005 ",Medscape Medical News,Mandatory Error Reporting Discourages Disclosure of Information,"Hospitals fear such systems may have a ""chilling effect"" on internal reporting and lead to more lawsuits, according to a survey in 6 states; hospitals also want more value from the data they are sending to state regulators."
" April, 2005 ",Medscape Transplantation,45th Annual Conference of the ACLM,Legal Medicine - Confronting the Challenges: A discussion of the most current legal and legislative trends that impact everyone who practices medicine.
" April, 2005 ",Medscape General Medicine,Resuscitating the Autopsy,"In up to 40% of autopsies, there is some finding that was not clinically suspected, and in many of those cases, the patients' lives might have been prolonged."
" May, 2005 ",Endocrine Practice,American College of Endocrinology and AACE Position Statement,How can a culture of safety be created?
" May, 2005 ",Medscape Medical News,Adverse Drug Events May Be Common Even in Highly Computerized Hospitals,"This study suggests that computerized medication systems should provide decision support for drug selection, dosing, and monitoring."
" June, 2005 ",Geriatrics & Aging,Medication Review : The NO TEARS Tool,"A flexible tool that could reduce the risk of iatrogenic harm, medico-legal issues, and waste."
" June, 2005 ",Medscape Medical News,Patient Safety and Health Information Technology Conference: A Newsmaker...,The Agency for Healthcare Research and Quality meeting focused on the current state of patient safety and on the potential for Health Information Technology strategies to improve healthcare quality.
" July, 2005 ",Laboratory Medicine,Phlebotomy Puncture Juncture: Preventing Phlebotomy Errors,Read this guide to quality control of phlebotomy procedures.
" August, 2005 ",Medscape Medical News,Reminder System May Reduce Use of Urinary Catheters,The investigators suggest that a written reminder may improve safety in hospitalized patients in the approximately 90% of U.S. hospitals currently without computerized order-entry systems.
" September, 2005 ",American Journal of Health-System Pharmacy,Safe Chemotherapy Administration,A thorough review of chemotherapy administration at one hospital led to new patient safety measures.
" September, 2005 ",Journal Watch,Adverse Events and Errors in Intensive Care,One in 10 patients experienced preventable adverse events. Even more could have been harmed by errors that were intercepted or did not result in injury.
" September, 2005 ",Nature Clinical Practice Urology,Scandinavian Prostatectomy Study Illustrates Two Common Errors,This article discusses 2 common statistical errors: accepting the null hypothesis and misinterpreting the lower power of overall vs cancer-specific survival.
" September, 2005 ",American Journal of Health-System Pharmacy,Personal Digital Assistants in a Multisite Health System,"A PDA-based tool can help optimize patient outcomes by allowing pharmacists to identify, resolve and prevent drug-related problems."
" October, 2005 ",American Journal of Clinical Pathology,Database Construction for Improving Patient Safety,Development of electronic data abstraction capabilities is critical for efforts to improve patient safety through the examination of pathology diagnostic errors.
" October, 2005 ",Medscape Ob/Gyn,"Improving Patient Safety, Part 1","Some scenarios describing a patient's pregnancies and deliveries are used to show that if systems supporting providers are better designed, poor outcomes may be averted."
" November, 2005 ",Medscape Pharmacists,"CPOE: Fallible, Not Foolproof","The benefits of CPOE seem endless, but the technology also has the potential to introduce new errors, breed a false sense of security, and shift attention away from other important sources of error."
" November, 2005 ",Medscape Medical News,Inconsistent Adherence to Black Box Warnings: A Newsmaker Interview,"A large survey showed that physicians often do not comply with black box warnings, especially with regard to laboratory monitoring."
" December, 2005 ",Medscape Ob/Gyn,Battling the Obstetric Malpractice Crisis,"How do we develop a culture of safety in obstetrics? Dr. Peter Bernstein discusses the 7 objectives of ACOG's Committee Opinion on patient safety in OB/GYN, aimed to reduce preventable poor outcome."
" December, 2005 ",American Journal of Clinical Pathology,Improving the Quality of Cytology Diagnosis,Recommendations for error reduction include immediate interpretation and the use of transmucosal fine-needle aspiration.
" December, 2005 ",The Nation's Health,"Medical Errors, Costly Care a Concern for American Patients","The United States is a leading country for medical errors, out-of-pocket health expenses and missed health care due to costs, according to a recent study."
" December, 2005 ",American Journal of Health-System Pharmacy,Using a Bar-Coded Medication Administration System,Facilities considering the adoption of a bar-code system should dedicate adequate resources to ensure it is integrated and used as expected.
" January, 2006 ",Medscape Pharmacists,Viewpoint: Disclosing Errors May Not Raise Legal Risks,"Parents of pediatric patients want to know when medical errors have occurred, even if they don't plan to pursue disciplinary or legal action."
" March, 2006 ",Medscape Medical News,Dermatologists Frustrated With Problematic iPledge Program,"At the AAD annual meeting, dermatologists complained that the program for prescribing the acne drug isotretinoin is inordinately onerous, structurally flawed, and not ready for ""prime time."""
" April, 2006 ",Medscape Medical News,AAFP Practice Redesign Initiative Aims at Transforming Primary Care,"The American Academy of Family Physicians has provided $8 million to launch this demonstration project, TransforMED, in 36 family medicine practices to enhance patient care and physician practice."
" April, 2006 ",American Journal of Health-System Pharmacy,A Safety Procedure for Continuous Renal Replacement Therapy,"Preprinted order sets, calculation safety checks, and standardized practices improved patient safety."
" May, 2006 ",American Journal of Clinical Pathology,Analysis of Laboratory Critical Value Reporting,"In this analysis of 37,503 consecutive critical values at Massachusetts General Hospital, factors leading to delays in reporting are identified and approaches to improvement are described."
" May, 2006 ",American Journal of Health-System Pharmacy,Ability of Practitioners to Identify Solid Oral Dosage Tablets,"Pharmacists and physicians were unable to consistently identify 3 commonly used medications, pointing out the need for a simple, standardized identification system."
" May, 2006 ",Pharmacotherapy,Randomized Trial to Improve Laboratory Safety  Monitoring,"Collaboration between physicians and pharmacists, along with an electronic reminder tool, can make ongoing drug therapy safer for patients."
" May, 2006 ",The Annals of Pharmacotherapy,Patient Safety and Quality Improvement Act of 2005,"The new legislation provides some protections for clinicians who report minor errors, but the healthcare community must work together to truly improve patient safety."
" May, 2006 ",Nursing Economics,Overcoming Barriers to Patient Safety,"Learn about 9 practices that will promote a ""culture of safety."" How many represent your workplace?"
" June, 2006 ",Pharmacotherapy,Clinical Pharmacy Services and Patient Safety in US Hospitals,Compelling results from this study of nearly 2 million hospitalized Medicare patients provide strong evidence for the value of clinical pharmacy services in improving patient safety.
" August, 2006 ",American Journal of Health-System Pharmacy,User Satisfaction With an Intravenous Medication Safety System,Pharmacists and nurses reported favorable experiences with electronic infusion devices that could prevent many medication errors.
" October, 2006 ",The Annals of Pharmacotherapy,Systematic Review of Medication Errors in Pediatric Patients,"The most common errors involved dosing, which often was 10 times the actual dose needed; antibiotics and sedatives were most highly associated with errors."
" October, 2006 ",Medscape Radiology,Is MRI Any Safer Than CT?  Part I: Systems and Safety Considerations,"Problems with metal within the area of the magnetic field can be the most dramatic misadventures in MRI -- with cases of wheelchairs, stretchers, and even hammers flying toward the magnet."
" October, 2006 ",Medscape Psychiatry,"An Expert Interview With William T. Carpenter, Jr., MD",Is off-medication research for schizophrenia safe? Ethical? Are selection criteria skewed? Is psychosis neurotoxic? Can excessive dopamine cause psychosis? These and many relevant issues addressed.
" November, 2006 ",Medscape Pharmacists,Governance and the Pharmaceutical Workforce in England,"The changing landscape of pharmacy practice in England, including the new right to prescribe, presents challenges for effective regulation that ensures patient safety."
" November, 2006 ",Pharmacotherapy,Drug-Related Hospitalizations in a Tertiary Care Internal Medicine Service,"The most common causes for drug-related hospitalizations were adverse reactions, improper drug selection, and noncompliance."
" November, 2006 ",American Society for Clinical Pathology,Quality Laboratory Practice and Its Role in Patient Safety: ASCP Statement,Read this recent ASCP policy statement on the quality of the practice of laboratory medicine and patient safety.
" January, 2007 ",Medscape Pharmacists,Nesiritide: Does It Do More Harm Than Good?,"Nesiritide was anticipated as a safer, more effective option for treating acute decompensated heart failure, but recent studies have raised serious concerns."
" January, 2007 ",Medscape Public Health,Agricultural Injuries: Improving Occupational Safety,"Despite the associated danger, agriculture is largely exempt from federal guidelines designed to improve workplace safety and protect workers."
" February, 2007 ",Medscape Medical News,Pediatric Exclusivity Drug Program Yields Economic Returns by Improving...,"One third of the drugs tested separately in children had different effects than in adults; some were more toxic, and others were completely ineffective."
" March, 2007 ",Agency for Healthcare Research and Quality (AHRQ),Practice Tips for Hospitals From AHRQ: 2007 Update,Revised hospital practice tips from AHRQ for improving patient safety and care
" March, 2007 ",American Journal of Health-System Pharmacy,Bar-code Technology and Observation for Safer Drug Administration,A collaborative effort between pharmacy and nursing staffs produced even better results than expected.
" April, 2007 ",Medscape Pediatrics,Concerns About New Rotavirus Vaccines?,The authors of a study published in Pediatrics in January 2007 look at physicians' perceptions of the new rotavirus vaccines.
" April, 2007 ",American Journal of Roentgenology,CT of Pheochromocytoma and Paraganglioma: Risk of Adverse Events,Pheochromocytoma and paraganglioma tumors secrete catecholamines that induce life-threatening hypertensive crises. A perceived risk remains with IV administration of nonionic contrast material.
" April, 2007 ",Medscape Family Medicine,Driving Restrictions for Patients With ICDs for Primary Prevention,"In this interview, Dr. Andrew E. Epstein provides an overview of the latest guidelines on safe driving practices for ICD patients, as well as insight into medical and ethical considerations."
" May, 2007 ",Journal Watch,Rosiglitazone Associated with Increased Risk for MI,"The thiazolidinedione rosiglitazone is used by many patients with diabetes to control blood glucose levels. As CV risk associated with thiazolidinediones is a concern, does rosiglitazone raise MI risk"
" May, 2007 ",Medscape Medical News,Medication Discrepancies in Sign-Outs,"A study showed that in resident sign-out medication discrepancies, omissions are more frequent and more likely to persist, whereas commissions have greater potential harm."
" May, 2007 ",Current Opinion in Rheumatology,The Efficacy And Tolerability Of Newer Biologics In Rheumatoid Arthritis,The utility of the newer biologics against the well established biologics has not been evaluated systematically and is reported in this systematic review.
" May, 2007 ",Medscape Nurses,Health Care Without Harm,"How does your work setting handle medical waste? Learn more about medical waste and the effects on patients, workers, and the environment."
" May, 2007 ",Endocrine Practice,The Perfect Storm -- Drug Safety and Rosiglitazone,What lessons can be learned from this perfect storm?
" May, 2007 ",American Journal of Roentgenology,Percutaneous Cryoablation of Large Renal Masses,"Percutaneous management of large renal tumors with radiofrequency ablation is difficult. Percutaneous cryoablation of such tumors is evaluated to assess feasibility, safety, and short-term outcome."
" May, 2007 ",Pharmacotherapy,Controversy in ADHF: Nesiritide as Evidence-Based Treatment,"Questions about the safety of nesiritide have led to a reduction in its use, but does the evidence justify that trend?"
" May, 2007 ",American Journal of Health-System Pharmacy,Medication Errors in Inpatient Pharmacies and Technologies for Improvement,Do technologies that improve pharmacist performance also lower the risk of medication errors?
" May, 2007 ",American Journal of Health-System Pharmacy,Characterization of Prescribing Errors in an Internal Medicine Clinic,What were the worst errors among handwritten prescription orders?
" June, 2007 ",The Hastings Center Report,At Law:  The Curious Case of Off-Label Use,The FDAs hands-off approach to off-label prescribing has supporters and critics debating over whether and how to regulate this practice to enhance patient protection without diminishing its benefits.
" June, 2007 ",Nature Clinical Practice Oncology,Radical Vaginal Trachelectomy as a Method of Fertility Preservation,Fertility preservation is an important part of cervical cancer treatment. Is radical vaginal trachelectomy a safe and feasible fertility preserving procedure that does not compromise overall survival?
" June, 2007 ",Journal Watch,"Rosiglitazone: More Data, Continuing Concern",Rosiglitazone was associated with increased risk for MI and possibly cardiovascular mortality in a recent meta-analysis. Does this drug increase risk for MI or death and should it still be prescribed?
" June, 2007 ",American Journal of Clinical Pathology,"Urine Cytology Discrepancies: Frequency, Causes, and Outcomes",Urine cytology errors mean repeated testing and/or diagnostic delays that could cause patient harm. Can urine cytology still effectively screen for urothelial carcinoma?
" June, 2007 ",Journal Watch,SSRIs and Birth Defects -- How Concerned Should Our Patients Be?,"Whether SSRI use increases the risk for birth defects is important as SSRIs are often prescribed for depression, relatively common among women of reproductive age. Is prenatal exposure to SSRIs risky?"
" June, 2007 ",Spine,Cervical Corpectomy With Preserved Posterior Vertebral Wall for CSM,Treatment of cervical spondylotic myelopathy remains controversial. Is the clinical outcome of corpectomy with preserved posterior vertebral wall better than that for conventional corpectomy?
" June, 2007 ",The Annals of Pharmacotherapy,Complementary and Alternative Medicine Use Among Hispanics in the United St,"Are you familiar with brook mint, linden, star anise, sapodilla, or passion flower? Learn more about what your Hispanic patients may be using."
" June, 2007 ",American Journal of Health-System Pharmacy,Internal Reporting System to Improve a Pharmacys Medication Distribution,An error-reporting system developed by a hospital pharmacy reaped nearly 7 times as many reports as the hospital-wide system.
" June, 2007 ",American Journal of Health-System Pharmacy,Evidence-based Review of the Black-box Warning for Droperidol,Was the FDA's decision to mandate a black-box warning justified?
" June, 2007 ",American Journal of Health-System Pharmacy,Educational Interventions to Reduce Use of Unsafe Abbreviations,"Which abbreviations cause the most medical errors, and how can they be made more safe?"
" July, 2007 ",Medscape Medical News,"Improvements Needed in Infection Control, Survey Suggests","Of more than 3000 nurses who completed the Nursing2007 comprehensive Infection Control Survey, only 59% reported having a standard regimen to prevent central line infections."
" July, 2007 ",The Hastings Center Report,"Case Study:  All for One, or One for All?","Access to cancer treatments in phase I testing is commented in this case study. Regarding the families affected versus the pharmaceutical industry, how should such a decision be made?"
" July, 2007 ",American Journal of Health-System Pharmacy,Adverse Events Involving Intravenous Patient-controlled Analgesia,"Which is more often the cause of serious patient harm, operator error or device malfunctions?"
" July, 2007 ",American Journal of Clinical Pathology,Legal and Ethical Considerations in the Transfusion of Infected or Untested,Transfusion centers may be putting patients at risk for serious infectious diseases by mistransfusing autologous blood that hasn't been tested. What are the legal and ethical considerations of this?
" July, 2007 ",Medscape Medical News,FDA Device Clearances,The FDA has granted de novo clearance for an electronic medication management device (EMMA) and approved 510(k)s for a malaria test (Binax NOW) and software for blood product management (Cerner Bridge Transfusion Administration and Specimen Collections).
" July, 2007 ",Clinical Drug Investigation™,Double-Blind Comparison of Escitalopram and Duloxetine,The tolerability profiles of antidepressants vary considerably across individual agents. How do escitalopram and duloxetine fare as effective and safe acute treatments for major depressive disorder?
" July, 2007 ",Spine,Efficacy and Safety of Percutaneous Sacroplasty for Painful Osteoporotic,Percutaneous vertebroplasty has safely and successfully treated osteoporotic compression fractures. Might percutaneous sacroplasty work as well in treating osteoporotic sacral insufficiency fractures?
" July, 2007 ",Medscape Pharmacists,Pharmacist-Run Clinic Minimizes Concerns About Teriparatide,"Although it carries a black-box warning, this drug is effective in treating osteoporosis, and safety issues can be addressed with pharmacist oversight."
" July, 2007 ",Nature Clinical Practice Oncology,Is Stereotactic Radiosurgery the Best Treatment Option for Patients,Single-fraction stereotactic radiosurgery is an effective treatment for patients with brain tumors and brain metastases. How about for patients with spinal metastases?
" July, 2007 ",Medscape General Surgery,Reduce Surgical Deaths -- Talk to Each Other,Commentary on a study on communication errors and surgical injuries published April 2007 in the Journal of the American College of Surgeons
" August, 2007 ",Medscape Pharmacists,Current Issues in Heparin Dosing,Heparin anticoagulation therapy requires careful dosing and monitoring to reduce the risk for patient harm and to maximize the therapeutic benefit.
" August, 2007 ",Nature Clinical Practice Endocrinology & Metabolism,Gastric Bypass Surgery for Treatment of Hypothalamic Obesity,Hypothalamic obesity is a major complication of craniopharyngioma treatment in children. Might bariatric surgery effectively and safely treat extreme hypothalamic obesity and associated comorbidities?
" August, 2007 ",Medscape Pharmacists,What Happens to Epinephrine After the Expiration Date?,Is it acceptable to use epinephrine that is older than the expiration date stamped on the container?
